"t"	"glc"	"gln"	"cys2o"	"xct"	"ros[t]"	"ca[t]"	"gsh[t]"	"gssg[t]"	"nadph[t]"	"cys2[t]"	"cys[t]"	"pptaseRed[t]"	"rtkPhos[t]"	"glu[t]"	"ros'[t]"	"ca'[t]"	"gsh'[t]"	"gssg'[t]"	"nadph'[t]"	"cys2'[t]"	"cys'[t]"	"pptaseRed'[t]"	"rtkPhos'[t]"	"glu'[t]"
442	0	2000	200	3	0.9139737797248854	1.0139737799906652	87.947222147408	1487.744705722247	0.031634706216506346	180.7535089260508	867.9074918941158	0.04903812107339931	0.016938208439089695	1906.028057104428	-2.62445853601711e-10	-2.7577637153963573e-10	4.453569777151888e-8	6.165271189742911e-6	-9.621846694563033e-11	5.624163372124212e-7	5.9550272828216985e-8	1.9826711025500872e-11	-6.1740684540405795e-12	-2.93683545700966e-8
443	0	2000	200	3	0.9139737794634213	1.0139737797154027	87.94722219171518	1487.7447117928878	0.03163470612183675	180.75350947963437	867.9074919580108	0.049038121093141575	0.016938208432910423	1906.0280570786797	-2.6038334343355933e-10	-2.746057884507342e-10	4.4066192138753077e-8	5.977202202596345e-6	-9.314347048452397e-11	5.448712139076711e-7	6.799221902043847e-8	1.9651252288248934e-11	-6.180387385974997e-12	-2.2314823448518247e-8
444	0	2000	200	3	0.9139737792043167	1.013973779441739	87.94722223551543	1487.7447176790351	0.03163470603017393	180.75351001603403	867.9074920296048	0.049038121112688675	0.016938208426737097	1906.0280570594248	-2.5772702199301637e-10	-2.7257871087969836e-10	4.3521809019676476e-8	5.7962840269874085e-6	-9.0204904768223e-11	5.280485013669555e-7	7.494798777142424e-8	1.9436381826004324e-11	-6.162173977822805e-12	-1.6381883642505976e-8
445	0	2000	200	3	0.9139737789481652	1.0139737791705308	87.94722227873385	1487.7447233878395	0.03163470594138146	180.75351053597217	867.9074921074115	0.049038121132001206	0.01693820842059425	1906.0280570455425	-2.54476889280082e-10	-2.696951388265283e-10	4.2902548414289094e-8	5.622516662916099e-6	-8.740276979672738e-11	5.119481995902741e-7	8.041757908117435e-8	1.9182099638767046e-11	-6.1194282295840016e-12	-1.1569535152059807e-8
446	0	2000	200	3	0.9139737786955608	1.0139737789026342	87.94722232129557	1487.744728926452	0.03163470585532291	180.75351104017125	867.9074921899446	0.04903812115103974	0.01693820841450642	1906.0280570359123	-2.5063294529475633e-10	-2.6595507229122396e-10	4.2208410322590924e-8	5.455900110382418e-6	-8.473706557003714e-11	4.96570308577627e-7	8.440099294968879e-8	1.8888405726537097e-11	-6.0521501412585894e-12	-7.877777977179743e-9
447	0	2000	200	3	0.9139737784470973	1.013973778638906	87.9472223631257	1487.7447343020233	0.03163470577186185	180.7535115293536	867.907492275718	0.04903812116976488	0.016938208408498127	1906.0280570294135	-2.461951900370393e-10	-2.6135851127378535e-10	4.1439394744581954e-8	5.296434369386366e-6	-8.220779208815226e-11	4.819148283290144e-7	8.689822937696754e-8	1.8555300089314477e-11	-5.9603397128465675e-12	-5.3066121178657575e-9
448	0	2000	200	3	0.9139737782033683	1.0139737783802028	87.9472224041494	1487.7447395217043	0.03163470569086185	180.75351200424168	867.9074923632456	0.049038121188137204	0.016938208402593916	1906.0280570249254	-2.4116362350693097e-10	-2.5590545577421253e-10	4.059550168026221e-8	5.144119439927943e-6	-7.981494935107275e-11	4.6798175884443595e-7	8.790928836301063e-8	1.8182782727099186e-11	-5.843996944347935e-12	-3.8560375741178895e-9
449	0	2000	200	3	0.9139737779649679	1.0139737781273805	87.94722244429175	1487.7447445926457	0.031634705612186474	180.75351246555792	867.9074924510412	0.04903812120611731	0.01693820839681831	1906.0280570213279	-2.355382457044313e-10	-2.4959590579250536e-10	3.967673112963167e-8	4.998955322007147e-6	-7.755853735879859e-11	4.5477110012389197e-7	8.743416990781803e-8	1.7770853639891223e-11	-5.703121835762694e-12	-3.526054345936096e-9
450	0	2000	200	3	0.9139737777324898	1.0139737778812963	87.9472224834779	1487.7447495219985	0.031634705535699296	180.7535129140247	867.9074925376186	0.04903812122366577	0.01693820839119585	1906.0280570174998	-2.293190566295403e-10	-2.42429861328664e-10	3.8683083092690345e-8	4.8609420156239795e-6	-7.543855611132979e-11	4.4228285216738227e-7	8.547287401138978e-8	1.7319512827690593e-11	-5.537714387090841e-12	-4.3166624333204e-9
451	0	2000	200	3	0.9139737775065278	1.0139737776428064	87.94722252163295	1487.7447543169135	0.03163470546126389	180.75351335036444	867.9074926214915	0.04903812124074319	0.01693820838575106	1906.028057012321	-2.2250605628225795e-10	-2.344073223826884e-10	3.761455756943823e-8	4.730079520778441e-6	-7.345500560866638e-11	4.305170149749069e-7	8.202540067372581e-8	1.682876029049729e-11	-5.34777459833238e-12	-6.227861836270798e-9
452	0	2000	200	3	0.9139737772876756	1.0139737774127673	87.94722255868206	1487.7447589845412	0.031634705388743814	180.75351377529952	867.907492701174	0.049038121257310156	0.01693820838050848	1906.0280570046705	-2.1509924466258425e-10	-2.2552828895457846e-10	3.647115455987534e-8	4.606367837470531e-6	-7.160788585080832e-11	4.1947358854646593e-7	7.70917498948262e-8	1.6298596028311318e-11	-5.133302469487308e-12	-9.259652554787297e-9
453	0	2000	200	3	0.9139737770765272	1.0139737771920354	87.94722259455031	1487.7447635320327	0.03163470531800264	180.75351418955242	867.9074927751797	0.04903812127332725	0.016938208375492633	1906.0280569934282	-2.0709862177051924e-10	-2.1579276104433432e-10	3.525287406400165e-8	4.489806965700249e-6	-6.989719683775562e-11	4.0915257288205924e-7	7.06719216746909e-8	1.5729020041132674e-11	-4.894298000555626e-12	-1.3412034588869907e-8
454	0	2000	200	3	0.9139737768736763	1.0139737769814672	87.94722262916284	1487.7447679665388	0.03163470524890394	180.7535145938455	867.9074928420224	0.04903812128875506	0.01693820837072806	1906.028056977473	-1.9850418760606288e-10	-2.0520073865195592e-10	3.395971608181717e-8	4.380396905467596e-6	-6.832293856950829e-11	3.995539679816869e-7	6.276591601331994e-8	1.512003232896136e-11	-4.630761191537334e-12	-1.8685007938518594e-8
455	0	2000	200	3	0.9139737766797168	1.0139737767819192	87.94722266244479	1487.7447722952102	0.031634705181311285	180.75351498890114	867.9074929002161	0.04903812130355417	0.01693820836623929	1906.0280569556846	-1.893159421692152e-10	-1.9375222177744326e-10	3.25916806133219e-8	4.278137656772571e-6	-6.688511104606632e-11	3.9067777384534886e-7	5.33737329107133e-8	1.4471632891797375e-11	-4.342692042432434e-12	-2.50785726037334e-8
456	0	2000	200	3	0.9139737764952424	1.0139737765942483	87.94722269432124	1487.7447765251977	0.031634705115088244	180.75351537544182	867.9074929482746	0.04903812131768519	0.01693820836205085	1906.0280569269423	-1.7953388545997618e-10	-1.8144721042079633e-10	3.114876765851586e-8	4.1830292196151744e-6	-6.558371426742972e-11	3.825239904730452e-7	4.2495372366870964e-8	1.3783821729640719e-11	-4.030090553240923e-12	-3.259272858451428e-8
457	0	2000	200	3	0.913973776320847	1.0139737764193104	87.94722272471736	1487.7447806636521	0.031634705050098376	180.75351575418995	867.9074929847114	0.04903812133110868	0.016938208358187285	1906.0280568901255	-1.691580174783458e-10	-1.6828570458201516e-10	2.9630977217399015e-8	4.095071593995407e-6	-6.441874823359849e-11	3.7509261786477593e-7	3.013083438179298e-8	1.3056598842491395e-11	-3.692956723962801e-12	-4.1227475880861264e-8
458	0	2000	200	3	0.9139737761571243	1.0139737762579624	87.94722275355824	1487.7447847177245	0.03163470498620527	180.75351612586786	867.9074930080408	0.04903812134378525	0.016938208354673117	1906.0280568441137	-1.5818833822432413e-10	-1.542677042610997e-10	2.8038309289971385e-8	4.014264779913268e-6	-6.339021294457262e-11	3.6838365602054086e-7	1.6280118955479305e-8	1.2289964230349398e-11	-3.33129055459807e-12	-5.098281449277433e-8
459	0	2000	200	3	0.9139737760046682	1.0139737761110605	87.94722278076901	1487.7447886945654	0.03163470492327248	180.75351649119804	867.9074930167764	0.04903812135567547	0.016938208351532882	1906.0280567877865	-1.4662484769791107e-10	-1.3939320945804998e-10	2.637076387623297e-8	3.940608777368757e-6	-6.249810840035212e-11	3.6239710494034024e-7	9.43226087929959e-10	1.1483917893214731e-11	-2.9450920451467293e-12	-6.185874442025351e-8
460	0	2000	200	3	0.9139737758640725	1.0139737759794614	87.94722280627481	1487.7447926013256	0.03163470486116357	180.75351685090288	867.9074930094318	0.04903812136673995	0.01693820834879111	1906.0280567200227	-1.344675458991067e-10	-1.2366222017286604e-10	2.4628340976183766e-8	3.874103586361874e-6	-6.174243460093696e-11	3.571329646241739e-7	-1.5879844220855067e-8	1.0638459831087394e-11	-2.534361195608779e-12	-7.385526566329879e-8
461	0	2000	200	3	0.9139737757331307	1.0139737758598844	87.9472228303497	1487.7447964326568	0.03163470480004751	180.75351720425476	867.9074929901388	0.049038121377121	0.016938208346357956	1906.0280566446004	-1.2976088873545675e-10	-1.1895090941011497e-10	2.3814125712614262e-8	3.778749200120274e-6	-6.02450999662182e-11	3.4841862930246805e-7	-1.8041779036043465e-8	1.0275897823385644e-11	-2.427444447714535e-12	-7.293078481523754e-8
462	0	2000	200	3	0.9139737756040344	1.0139737757408223	87.9472228539696	1487.7448001576531	0.03163470474070917	180.75351754758282	867.9074929743256	0.04903812138732586	0.016938208343916083	1906.0280565749267	-1.2843943918617663e-10	-1.1917127151970233e-10	2.342780530887788e-8	3.671767481412881e-6	-5.844091260054515e-11	3.3828785541111003e-7	-1.3597582352996811e-8	1.0134653140818282e-11	-2.4561269967169773e-12	-6.647426338868045e-8
463	0	2000	200	3	0.9139737754762364	1.0139737756215461	87.94722287720955	1487.7448037772397	0.031634704683147004	180.7535178809312	867.9074929629179	0.04903812139739196	0.016938208341446062	1906.0280565115359	-1.2716434323105686e-10	-1.1937894508316674e-10	2.3054213151553528e-8	3.5679293349588215e-6	-5.66927494603231e-11	3.284592974153058e-7	-9.23066217072412e-9	9.998360575872925e-12	-2.4837278053736685e-12	-6.036516934418025e-8
464	0	2000	200	3	0.9139737753496903	1.0139737755020686	87.94722290008228	1487.7448072945597	0.03163470462730499	180.75351820460216	867.9074929558385	0.049038121407324234	0.016938208338948987	1906.0280564540806	-1.2593560087009746e-10	-1.195739301005082e-10	2.2693349240641212e-8	3.4672347607580965e-6	-5.500061054555206e-11	3.189329553150554e-7	-4.941018489225376e-9	9.867020128549578e-12	-2.510246873684608e-12	-5.460350268173695e-8
465	0	2000	200	3	0.9139737752243496	1.0139737753824025	87.9472229226005	1487.744810712757	0.03163470457312711	180.75351851889786	867.9074929530101	0.04903812141712765	0.016938208336425932	1906.0280564022132	-1.247532121032984e-10	-1.1975622657172673e-10	2.2345213576140933e-8	3.3696837588107052e-6	-5.3364495856232023e-11	3.09708829110359e-7	-7.286513085005935e-10	9.740631798848236e-12	-2.5356842016497963e-12	-4.918926340135056e-8
466	0	2000	200	3	0.9139737751001683	1.0139737752625604	87.94722294477695	1487.744814034975	0.031634704520557326	180.75351882412056	867.9074929543555	0.04903812142680715	0.016938208333877977	1906.0280563555862	-1.236171769306597e-10	-1.1992583449682234e-10	2.200980615805269e-8	3.275276329116648e-6	-5.178440539236301e-11	3.007869188012163e-7	3.4064393714502337e-9	9.619195586768903e-12	-2.560039789269234e-12	-4.412245150302107e-8
467	0	2000	200	3	0.9139737749770999	1.013973775142555	87.94722296662435	1487.7448172643574	0.03163470446953962	180.75351912057243	867.9074929597972	0.04903812143636769	0.01693820833130621	1906.0280563138524	-1.2252749535218132e-10	-1.2008275387579502e-10	2.1687126986376473e-8	3.1840124716759246e-6	-5.026033915394499e-11	2.9216722438762747e-7	7.464253550627106e-9	9.502711492311578e-12	-2.58331363654292e-12	-3.9403066986748484e-8
468	0	2000	200	3	0.9139737748550979	1.0139737750223992	87.94722298815545	1487.744820404048	0.03163470442001797	180.75351940855575	867.9074929692582	0.04903812144581422	0.01693820832871171	1906.0280562766643	-1.214841673678633e-10	-1.2022698470864472e-10	2.1377176061112296e-8	3.0958921864885353e-6	-4.879229714097799e-11	2.8384974586959247e-7	1.1444791229030023e-8	9.39117951547626e-12	-2.6055057434708553e-12	-3.50311098525328e-8
469	0	2000	200	3	0.9139737747341161	1.0139737749021054	87.94722300938295	1487.7448234571898	0.031634704371936356	180.75351968837268	867.907492982661	0.0490381214551517	0.01693820832609556	1906.0280562436744	-1.2048719297770564e-10	-1.203585269953715e-10	2.107995338226015e-8	3.01091547355448e-6	-4.7380279353462e-11	2.758344832471113e-7	1.534805240665898e-8	9.28459965626295e-12	-2.6266161100530387e-12	-3.1006580100374026e-8
470	0	2000	200	3	0.9139737746141081	1.0139737747816864	87.94722303031959	1487.7448264269267	0.03163470432523874	180.75351996032546	867.9074929999285	0.04903812146438507	0.01693820832345884	1906.0280562145354	-1.1953657218170834e-10	-1.2047738073597534e-10	2.079545894982004e-8	2.929082332873758e-6	-4.602428579139702e-11	2.6812143652018397e-7	1.9174037083513986e-8	9.182971914671648e-12	-2.6466447362894713e-12	-2.7329477730272145e-8
471	0	2000	200	3	0.9139737744950275	1.0139737746611548	87.94722305097811	1487.7448293164023	0.03163470427986911	180.75352022471628	867.9074930209833	0.04903812147351929	0.01693820832080263	1906.0280561888997	-1.1863230497987138e-10	-1.2058354593045627e-10	2.052369276379197e-8	2.850392764446371e-6	-4.4724316454783046e-11	2.607106056888105e-7	2.2922745259595042e-8	9.086296290702353e-12	-2.665591622180153e-12	-2.399980274222717e-8
472	0	2000	200	3	0.913973774376828	1.0139737745405235	87.94722307137123	1487.74483212876	0.03163470423577143	180.7535204818474	867.9074930457482	0.049038121482559316	0.016938208318128017	1906.02805616642	-1.1777439137219476e-10	-1.206770225788142e-10	2.0264654824175927e-8	2.7748467682723168e-6	-4.3480371343620076e-11	2.536019907529908e-7	2.6594176934902143e-8	8.994572784355065e-12	-2.683456767725083e-12	-2.1017555136239106e-8
473	0	2000	200	3	0.9139737742594632	1.013973774419805	87.94722309151166	1487.7448348671437	0.03163470419288969	180.753520732021	867.9074930741459	0.04903812149151009	0.01693820831543608	1906.0280561467487	-1.169628313586785e-10	-1.2075781068104923e-10	2.001834513097192e-8	2.7024443443515975e-6	-4.2292450457908126e-11	2.4679559171272503e-7	3.018833210943528e-8	8.907801395629787e-12	-2.700240172924262e-12	-1.8382734912307938e-8
474	0	2000	200	3	0.9139737741428869	1.013973774299012	87.94722311141216	1487.7448375346967	0.031634704151167856	180.75352097553932	867.9074931060992	0.049038121500376564	0.0169382083127279	1906.0280561295385	-1.161976249393226e-10	-1.2082591023716133e-10	1.978476368417995e-8	2.633185492684212e-6	-4.116055379764718e-11	2.4029140856801306e-7	3.3705210783194473e-8	8.825982124526517e-12	-2.71594183777769e-12	-1.6095342070433674e-8
475	0	2000	200	3	0.9139737740270526	1.0139737741781574	87.94722313108544	1487.7448401345625	0.03163470411054991	180.75352121270456	867.9074931415306	0.0490381215091637	0.016938208310004556	1906.0280561144423	-1.1547877211412703e-10	-1.2088132124715048e-10	1.956391048380001e-8	2.56707021327016e-6	-4.008468136283725e-11	2.3408944131885492e-7	3.7144812956179706e-8	8.749114971045254e-12	-2.7305617622853667e-12	-1.4155376610616315e-8
476	0	2000	200	3	0.9139737739119139	1.0139737740572536	87.94722315054422	1487.744842669885	0.03163470407097982	180.75352144381895	867.907493180363	0.04903812151787645	0.016938208307267135	1906.028056101112	-1.1480627288309183e-10	-1.2092404371101671e-10	1.9355785529832108e-8	2.504098506109442e-6	-3.906483315347832e-11	2.2818968996525065e-7	4.050713862839098e-8	8.677199935185998e-12	-2.744099946447292e-12	-1.2562838532855857e-8
477	0	2000	200	3	0.9139737737974246	1.0139737739363135	87.94722316980125	1487.7448451438074	0.03163470403240157	180.7535216691847	867.9074932225191	0.049038121526519755	0.016938208304516717	1906.0280560892008	-1.1418012724621696e-10	-1.2095407762875997e-10	1.916038882227624e-8	2.444270371202058e-6	-3.81010091695704e-11	2.2259215450720017e-7	4.3792187799828293e-8	8.610237016948749e-12	-2.756556390263466e-12	-1.1317727837152303e-8
478	0	2000	200	3	0.9139737736835382	1.0139737738153496	87.94722318886924	1487.7448475594736	0.03163470399475913	180.75352188910398	867.9074932679216	0.049038121535098574	0.01693820830175438	1906.0280560783608	-1.1360033520350245e-10	-1.2097142300038032e-10	1.8977720361132404e-8	2.387585808548008e-6	-3.71932094111135e-11	2.1729683494470357e-7	4.699996047049166e-8	8.548226216333508e-12	-2.7679310937338893e-12	-1.0420044523505652e-8
479	0	2000	200	3	0.9139737735702085	1.0139737736943748	87.94722320776093	1487.7448499200268	0.031634703957996474	180.75352210387908	867.9074933164933	0.049038121543617856	0.016938208298981215	1906.028056068245	-1.1306689675494829e-10	-1.2097607982587772e-10	1.8807780146400604e-8	2.3340448181472924e-6	-3.6341433878107603e-11	2.1230373127776076e-7	5.0130456640381074e-8	8.491167533340275e-12	-2.778224056858561e-12	-9.869788591915905e-9
480	0	2000	200	3	0.9139737734585766	1.013973773575017	87.94722322633217	1487.744852226428	0.031634703922068186	180.75352231369683	867.9074933660451	0.04903812155200267	0.016938208296241184	1906.0280560576034	-1.086596633191123e-10	-1.1564197354537468e-10	1.813240084684991e-8	2.27628808765115e-6	-3.550754012483088e-11	2.072165235958059e-7	4.621634062176891e-8	8.175237678727724e-12	-2.6460537247051983e-12	-1.2607369327982988e-8
481	0	2000	200	3	0.9139737733532465	1.013973773463575	87.94722324397898	1487.7448544721817	0.03163470388698206	180.75352251829753	867.9074934082533	0.04903812155994427	0.016938208293701976	1906.0280560428203	-1.0208914881463498e-10	-1.0736450436470491e-10	1.7173077119321487e-8	2.215465830624228e-6	-3.466607332224723e-11	2.0200010635751222e-7	3.833971363703831e-8	7.713872704665298e-12	-2.4356177995876093e-12	-1.68526384948622e-8
482	0	2000	200	3	0.9139737732542212	1.013973773360043	87.947223260702	1487.744856657853	0.031634703852733315	180.75352271772752	867.9074934430034	0.04903812156744224	0.016938208291363437	1906.0280560241104	-9.604984500625985e-11	-9.98222958399413e-11	1.6284822973245905e-8	2.1561234978289856e-6	-3.383277307608023e-11	1.9687511160009052e-7	3.129998231867069e-8	7.287991835252603e-12	-2.2447181347482212e-12	-2.0460795303830885e-8
483	0	2000	200	3	0.9139737731609697	1.0139737732636853	87.94722327657232	1487.744858784922	0.03163470381931379	180.75352291207824	867.9074934711323	0.04903812157453208	0.016938208289206027	1906.028056002111	-9.054175189398689e-11	-9.301534797108384e-11	1.5467638408623166e-8	2.0982610892654246e-6	-3.3007639386329876e-11	1.918415393235408e-7	2.5097146666666072e-8	6.897595070489638e-12	-2.0733547301870345e-12	-2.3431839754889043e-8
484	0	2000	200	3	0.9139737730729607	1.013973773173767	87.94722329166098	1487.7448608548684	0.03163470378671532	180.75352310144106	867.9074934934766	0.04903812158124926	0.016938208287210214	1906.0280559774592	-8.556486947781611e-11	-8.694366075813253e-11	1.4721523425453269e-8	2.041878604933544e-6	-3.219067225299618e-11	1.8689938952786306e-7	1.9731206681024435e-8	6.542682410376403e-12	-1.9215275859040487e-12	-2.5765771848036685e-8
485	0	2000	200	3	0.9139737729896629	1.0139737730895528	87.94722330603905	1487.7448628691725	0.03163470375492972	180.75352328590748	867.9074935108736	0.04903812158762927	0.01693820828535646	1906.028055950792	-8.111919775774752e-11	-8.160723420108736e-11	1.4046478023736213e-8	1.986976044833344e-6	-3.1381871676079136e-11	1.8204866221305736e-7	1.5202162361745777e-8	6.2232538549128995e-12	-1.7892367018992637e-12	-2.7462591583273794e-8
486	0	2000	200	3	0.9139737729105452	1.0139737730103076	87.94722331977762	1487.7448648293139	0.03163470372394885	180.75352346556886	867.9074935241599	0.049038121593707594	0.01693820828362523	1906.0280559227463	-7.720473673378111e-11	-7.700606829994835e-11	1.3442502203472001e-8	1.9335534089648243e-6	-3.058123765557875e-11	1.7728935737912363e-7	1.1510013708830108e-8	5.939309404099127e-12	-1.6764820781726798e-12	-2.8522298960600393e-8
487	0	2000	200	3	0.9139737728350763	1.0139737729352958	87.94722333294774	1487.7448667367726	0.031634703693764525	180.75352364051668	867.9074935341727	0.049038121599519716	0.016938208281996985	1906.0280558939596	-7.382148640591689e-11	-7.314016305471548e-11	1.290959596466063e-8	1.8816106973279854e-6	-2.9788770191495015e-11	1.7262147502606188e-7	8.654760722277428e-9	5.6908490579350854e-12	-1.5832637147242971e-12	-2.8944893980016473e-8
488	0	2000	200	3	0.9139737727627252	1.013973772863782	87.9472233456205	1487.7448685930285	0.03163470366436859	180.7535238108423	867.9074935417484	0.04903812160510112	0.01693820828045219	1906.0280558650688	-7.096944677415484e-11	-7.000951846538878e-11	1.2447759307302103e-8	1.831147909922827e-6	-2.900446928382794e-11	1.6804501515387216e-7	6.636403402087743e-9	5.477872816420774e-12	-1.5095816115541154e-12	-2.8730376641522022e-8
489	0	2000	200	3	0.9139737726929604	1.0139737727950315	87.94722335786696	1487.7448703995617	0.03163470363575287	180.75352397663718	867.9074935477244	0.04903812161048729	0.01693820827897131	1906.0280558367112	-6.864861783849498e-11	-6.761413453196821e-11	1.2056992231396417e-8	1.7821650467493492e-6	-2.822833493257751e-11	1.635599777625544e-7	5.4549417482610334e-9	5.300380679556194e-12	-1.4554357686621346e-12	-2.7878746945117046e-8
490	0	2000	200	3	0.9139737726252508	1.0139737727283087	87.94722336975818	1487.7448721578521	0.031634703607909195	180.7535241379927	867.9074935529374	0.04903812161571371	0.016938208277534807	1906.0280558095237	-6.685899959893731e-11	-6.595401125445378e-11	1.1737294736943574e-8	1.7346621078075519e-6	-2.746036713774374e-11	1.5916636285210863e-7	5.110375760797315e-9	5.158372647341344e-12	-1.4208261860483545e-12	-2.6390004890801556e-8
491	0	2000	200	3	0.9139737725590653	1.0139737726628784	87.94722338136523	1487.7448738693793	0.03163470358082941	180.75352429500037	867.9074935582241	0.04903812162081587	0.016938208276123145	1906.0280557841436	-6.560059205548183e-11	-6.502914863284553e-11	1.1488666823943572e-8	1.688639093097435e-6	-2.6700565899326626e-11	1.5486417042253485e-7	5.6027054396965806e-9	5.051848719776225e-12	-1.4057528637127758e-12	-2.4264150478575534e-8
492	0	2000	200	3	0.9139737724938726	1.0139737725980054	87.9472233927592	1487.7448755356236	0.031634703554505345	180.75352444775154	867.9074935644217	0.04903812162582924	0.016938208274716787	1906.028055761208	-6.487339520812852e-11	-6.483954666714341e-11	1.1311108492396415e-8	1.6440960026189991e-6	-2.5948931217326162e-11	1.5065340047383305e-7	6.931930784958842e-9	4.980808896860836e-12	-1.410215801655398e-12	-2.1501183708439005e-8
493	0	2000	200	3	0.9139737724291415	1.0139737725329543	87.94722340401114	1487.7448771580646	0.031634703528928824	180.75352459633766	867.9074935723669	0.049038121630789314	0.0169382082732962	1906.0280557413537	-6.467740905687739e-11	-6.538520535734744e-11	1.1204619742302099e-8	1.6010328363722433e-6	-2.520546309174235e-11	1.4653405300600328e-7	9.098051796584083e-9	4.9452531785951785e-12	-1.4342149998762212e-12	-1.8101104580391943e-8
494	0	2000	200	3	0.9139737723643407	1.01397377246699	87.94722341519213	1487.7448787381825	0.03163470350409169	180.7535247408501	867.9074935828968	0.04903812163573157	0.016938208271841847	1906.028055725218	-6.501263360172846e-11	-6.666612470345763e-11	1.1169200573660624e-8	1.5594495943571683e-6	-2.4470161522575197e-11	1.425061280190455e-7	1.2101068474572313e-8	4.945181564979252e-12	-1.4777504583752458e-12	-1.4063913094434363e-8
495	0	2000	200	3	0.9139737722989391	1.013973772399377	87.94722342637323	1487.744880277457	0.03163470347998578	180.75352488138037	867.907493596848	0.049038121640691504	0.01693820827033419	1906.028055713438	-6.58790688426817e-11	-6.868230470547395e-11	1.1204850986471993e-8	1.519346276573774e-6	-2.3743026509824695e-11	1.3856962551295968e-7	1.5940980818923527e-8	4.980594056013056e-12	-1.5408221771524711e-12	-9.389609250566257e-9
496	0	2000	200	3	0.9139737722324055	1.0139737723293802	87.94722343762552	1487.7448817773684	0.031634703456602915	180.75352501801984	867.9074936150577	0.04903812164570459	0.01693820826875369	1906.0280557066512	-6.727671477973713e-11	-7.143374536339643e-11	1.1311570980736204e-8	1.4807228830220603e-6	-2.3024058053490844e-11	1.3472454548774587e-7	2.0617788829637734e-8	5.051490651696592e-12	-1.6234301562078974e-12	-4.078193048787629e-9
497	0	2000	200	3	0.9139737721642086	1.0139737722562643	87.94722344902006	1487.7448832393961	0.031634703433934944	180.75352515085996	867.9074936383626	0.04903812165080631	0.016938208267080816	1906.0280557054941	-6.920557141289473e-11	-7.492044667722507e-11	1.1489360556453257e-8	1.4435794137020268e-6	-2.2313256153573652e-11	1.3097088794340407e-7	2.6131492506714924e-8	5.1578713520298565e-12	-1.7255743955415246e-12	1.870335510901518e-9
498	0	2000	200	3	0.9139737720938172	1.0139737721792943	87.94722346062794	1487.7448846650204	0.031634703411973684	180.7535252799921	867.9074936675996	0.049038121656032156	0.016938208265296028	1906.0280557106041	-7.166563874215454e-11	-7.914240864695984e-11	1.1738219713623153e-8	1.407915868613674e-6	-2.1610620810073115e-11	1.2730865287993425e-7	3.2482091850155096e-8	5.2997361570128526e-12	-1.847254895153353e-12	8.455976428501187e-9
499	0	2000	200	3	0.9139737720213876	1.0139737720987203	87.94722347242978	1487.7448860545396	0.031634703390704046	180.75352540546828	867.9074937025612	0.04903812166137279	0.01693820826340627	1906.028055721492	-7.189629210953021e-11	-8.014000698907393e-11	1.1695174894990445e-8	1.369030969270037e-6	-2.0944496178684814e-11	1.2358334066438836e-7	3.546714552921895e-8	5.297057006112076e-12	-1.8821348963819796e-12	1.1165142853922085e-8
500	0	2000	200	3	0.9139737719506805	1.0139737720199642	87.94722348393333	1487.7448874024547	0.031634703370070155	180.75352552716834	867.9074937374965	0.04903812166658381	0.016938208261557366	1906.02805573186	-6.951698639907234e-11	-7.736623598534175e-11	1.1312512976603758e-8	1.3270693650188244e-6	-2.0327499701474463e-11	1.1984219447564416e-7	3.437789579542406e-8	5.1250881114058004e-12	-1.8154609793167024e-12	9.575029408740673e-9
501	0	2000	200	3	0.9139737718823556	1.013973771944	87.947223495056	1487.7448887092185	0.031634703350040615	180.75352564520355	867.907493771266	0.04903812167162315	0.016938208259775774	1906.0280557406502	-6.713184665440137e-11	-7.455585742890473e-11	1.0933400252316263e-8	1.2867285968490166e-6	-1.9735781448017927e-11	1.1625367611293953e-7	3.313563213856015e-8	4.953675166999943e-12	-1.7475101321186919e-12	8.009441544783847e-9
502	0	2000	200	3	0.9139737718164187	1.0139737718708646	87.94722350580132	1487.7448899764522	0.03163470333059016	180.75352575972656	867.9074938037168	0.049038121676491346	0.01693820825806277	1906.028055747887	-6.474087287551733e-11	-7.17088713197629e-11	1.0557836722127955e-8	1.248008664760614e-6	-1.9169341418315208e-11	1.1281778557627446e-7	3.1740354558627234e-8	4.782818172894504e-12	-1.6782823547879475e-12	6.468379262051611e-9
503	0	2000	200	3	0.9139737717528758	1.0139737718005946	87.94722351617285	1487.7448912057762	0.03163470331169351	180.75352587089	867.9074938346956	0.04903812168118897	0.016938208256419635	1906.028055753595	-6.234406506242016e-11	-6.882527765791625e-11	1.0185822386038835e-8	1.2109095687536161e-6	-1.8628179612366302e-11	1.0953452286564894e-7	3.019206305562531e-8	4.612517129089483e-12	-1.6077776473244695e-12	4.951842560543963e-9
504	0	2000	200	3	0.9139737716917326	1.0139737717332262	87.94722352617414	1487.7448923988115	0.03163470329332538	180.75352597884648	867.9074938640498	0.04903812168571657	0.01693820825484764	1906.0280557577987	-5.994142321510992e-11	-6.590507644336478e-11	9.817357244048904e-9	1.1754313088280237e-6	-1.8112296030171213e-11	1.06403887981063e-7	2.8490757629554378e-8	4.442772035584882e-12	-1.535996009728258e-12	3.4598314402609005e-9
