"i"	"xct"	"nStableState"	"rosmax"	"rosmd"	"rosmin"	"camax"	"camd"	"camin"	"nadphmax"	"nadphmd"	"nadphmin"	"gshmax"	"gshmd"	"gshmin"	"gssgmax"	"gssgmd"	"gssgmin"	"cysmax"	"cysmd"	"cysmin"	"cys2max"	"cys2md"	"cys2min"	"glumax"	"glumd"	"glumin"	"pptaseRedmax"	"pptaseRedmd"	"pptaseRedmin"	"tkPhosmax"	"tkPhosmd"	"tkPhosmin"	"glc"	"gln"	"cys2o"	"switchNadphRed"	"kGshPro"	"kGshRed"	"foldRos"	"foldkCaInRos"
26	3	1	0.0001809467368589112	0.0001809467368589112	0.0001809467368589112	0.10000904733684295	0.10000904733684295	0.10000904733684295	0.4118574003192966	0.4118574003192966	0.4118574003192966	2987.9044783576282	2987.9044783576282	2987.9044783576282	37.76631050050595	37.76631050050595	37.76631050050595	867.9074943067577	867.9074943067577	867.9074943067577	13.883650413497913	13.883650413497913	13.883650413497913	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999939440620555	0.09999939440620555	0.09999939440620555	0.009090959140258556	0.009090959140258556	0.009090959140258556	100	2000	200	0.7	0.00005	1.7	0.2	0.05
27	3	1	0.00022920965534726432	0.00022920965534726432	0.00022920965534726432	0.10001146048276736	0.10001146048276736	0.10001146048276736	0.40796797265616763	0.40796797265616763	0.40796797265616763	2968.152481069799	2968.152481069799	2968.152481069799	47.64230914442074	47.64230914442074	47.64230914442074	867.9074943067577	867.9074943067577	867.9074943067577	14.01601240660216	14.01601240660216	14.01601240660216	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999922777590844	0.09999922777590844	0.09999922777590844	0.009090972911529983	0.009090972911529983	0.009090972911529983	100	2000	200	0.7	0.00005	1.7	0.25	0.05
28	3	1	0.00027882580650737685	0.00027882580650737685	0.00027882580650737685	0.10001394129032537	0.10001394129032537	0.10001394129032537	0.4040812329567119	0.4040812329567119	0.4040812329567119	2948.0342881679535	2948.0342881679535	2948.0342881679535	57.70140559534325	57.70140559534325	57.70140559534325	867.9074943067577	867.9074943067577	867.9074943067577	14.150828348065696	14.150828348065696	14.150828348065696	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999905420649106	0.09999905420649106	0.09999905420649106	0.009090987256333973	0.009090987256333973	0.009090987256333973	100	2000	200	0.7	0.00005	1.7	0.30000000000000004	0.05
29	3	1	0.0003298761675814434	0.0003298761675814434	0.0003298761675814434	0.10001649380837907	0.10001649380837907	0.10001649380837907	0.40019724972682924	0.40019724972682924	0.40019724972682924	2927.5400004740054	2927.5400004740054	2927.5400004740054	67.94854944231749	67.94854944231749	67.94854944231749	867.9074943067577	867.9074943067577	867.9074943067577	14.288164574215054	14.288164574215054	14.288164574215054	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999988732094164	0.0999988732094164	0.0999988732094164	0.009091002215051741	0.009091002215051741	0.009091002215051741	100	2000	200	0.7	0.00005	1.7	0.35000000000000003	0.05
30	3	1	0.00038244804261638635	0.00038244804261638635	0.00038244804261638635	0.10001912240213082	0.10001912240213082	0.10001912240213082	0.39631609339848684	0.39631609339848684	0.39631609339848684	2906.6593708182177	2906.6593708182177	2906.6593708182177	78.38886427021129	78.38886427021129	78.38886427021129	867.9074943067577	867.9074943067577	867.9074943067577	14.428089753336796	14.428089753336796	14.428089753336796	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999868425239504	0.09999868425239504	0.09999868425239504	0.009091017831681264	0.009091017831681264	0.009091017831681264	100	2000	200	0.7	0.00005	1.7	0.4	0.05
31	3	1	0.00043663567487264946	0.00043663567487264946	0.00043663567487264946	0.10002183178374363	0.10002183178374363	0.10002183178374363	0.3924378363651205	0.3924378363651205	0.3924378363651205	2885.381788931497	2885.381788931497	2885.381788931497	89.02765521357172	89.02765521357172	89.02765521357172	867.9074943067577	867.9074943067577	867.9074943067577	14.570674986917227	14.570674986917227	14.570674986917227	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999848675461538	0.09999848675461538	0.09999848675461538	0.009091034154231596	0.009091034154231596	0.009091034154231596	100	2000	200	0.7	0.00005	1.7	0.45	0.05
32	3	1	0.0004925409302884671	0.0004925409302884671	0.0004925409302884671	0.10002462704651442	0.10002462704651442	0.10002462704651442	0.3885625530133119	0.3885625530133119	0.3885625530133119	2863.69626552946	2863.69626552946	2863.69626552946	99.87041691459001	99.87041691459001	99.87041691459001	867.9074943067577	867.9074943067577	867.9074943067577	14.715993916298155	14.715993916298155	14.715993916298155	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999982800813588	0.0999982800813588	0.0999982800813588	0.009091051235168068	0.009091051235168068	0.009091051235168068	100	2000	200	0.7	0.00005	1.7	0.5	0.05
33	3	1	0.000550274061659203	0.000550274061659203	0.000550274061659203	0.10002751370308297	0.10002751370308297	0.10002751370308297	0.38469031974977436	0.38469031974977436	0.38469031974977436	2841.5914155317355	2841.5914155317355	2841.5914155317355	110.92284191345226	110.92284191345226	110.92284191345226	867.9074943067577	867.9074943067577	867.9074943067577	14.864122835127645	14.864122835127645	14.864122835127645	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999806353790767	0.09999806353790767	0.09999806353790767	0.009091069131915935	0.009091069131915935	0.009091069131915935	100	2000	200	0.7	0.00005	1.7	0.55	0.05
34	3	1	0.0006099545647045379	0.0006099545647045379	0.0006099545647045379	0.10003049772823523	0.10003049772823523	0.10003049772823523	0.38082121502249694	0.38082121502249694	0.38082121502249694	2819.055440354237	2819.055440354237	2819.055440354237	122.1908295022016	122.1908295022016	122.1908295022016	867.9074943067577	867.9074943067577	867.9074943067577	15.01514080802295	15.01514080802295	15.01514080802295	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999783636263848	0.09999783636263848	0.09999783636263848	0.009091087907431397	0.009091087907431397	0.009091087907431397	100	2000	200	0.7	0.00005	1.7	0.6000000000000001	0.05
35	3	1	0.0006717121389791758	0.0006717121389791758	0.0006717121389791758	0.10003358560694896	0.10003358560694896	0.10003358560694896	0.37695531933468085	0.37695531933468085	0.37695531933468085	2796.0761092056273	2796.0761092056273	2796.0761092056273	133.6804950765065	133.6804950765065	133.6804950765065	867.9074943067577	867.9074943067577	867.9074943067577	15.169129795906553	15.169129795906553	15.169129795906553	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999759771917384	0.09999759771917384	0.09999759771917384	0.009091107630850458	0.009091107630850458	0.009091107630850458	100	2000	200	0.7	0.00005	1.7	0.65	0.05
