"i"	"xct"	"nStableState"	"rosmax"	"rosmd"	"rosmin"	"camax"	"camd"	"camin"	"nadphmax"	"nadphmd"	"nadphmin"	"gshmax"	"gshmd"	"gshmin"	"gssgmax"	"gssgmd"	"gssgmin"	"cysmax"	"cysmd"	"cysmin"	"cys2max"	"cys2md"	"cys2min"	"glumax"	"glumd"	"glumin"	"pptaseRedmax"	"pptaseRedmd"	"pptaseRedmin"	"tkPhosmax"	"tkPhosmd"	"tkPhosmin"	"glc"	"gln"	"cys2o"	"switchNadphRed"	"kGshPro"	"kGshRed"	"foldRos"	"foldkCaInRos"
117	3	1	0.000550985382547277	0.000550985382547277	0.000550985382547277	0.10013774634563682	0.10013774634563682	0.10013774634563682	0.38464341373645555	0.38464341373645555	0.38464341373645555	2841.3209217866447	2841.3209217866447	2841.3209217866447	111.05808878599774	111.05808878599774	111.05808878599774	867.9074943067577	867.9074943067577	867.9074943067577	14.865935466564393	14.865935466564393	14.865935466564393	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999806085017048	0.09999806085017048	0.09999806085017048	0.009091069354050803	0.009091069354050803	0.009091069354050803	100	2000	200	0.7	0.00005	1.7	0.55	0.25
118	3	1	0.0006108443430731971	0.0006108443430731971	0.0006108443430731971	0.1001527110857683	0.1001527110857683	0.1001527110857683	0.3807645339047514	0.3807645339047514	0.3807645339047514	2818.7218918136114	2818.7218918136114	2818.7218918136114	122.35760377251432	122.35760377251432	122.35760377251432	867.9074943067577	867.9074943067577	867.9074943067577	15.017375981964646	15.017375981964646	15.017375981964646	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999783295007734	0.09999783295007734	0.09999783295007734	0.009091088189472346	0.009091088189472346	0.009091088189472346	100	2000	200	0.7	0.00005	1.7	0.6000000000000001	0.25
119	3	1	0.0006728114114406843	0.0006728114114406843	0.0006728114114406843	0.10016820285286017	0.10016820285286017	0.10016820285286017	0.37688774463006325	0.37688774463006325	0.37688774463006325	2795.670245209626	2795.670245209626	2795.670245209626	133.88342707450713	133.88342707450713	133.88342707450713	867.9074943067577	867.9074943067577	867.9074943067577	15.171849569844204	15.171849569844204	15.171849569844204	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999759343856462	0.09999759343856462	0.09999759343856462	0.00909110798463528	0.00909110798463528	0.00909110798463528	100	2000	200	0.7	0.00005	1.7	0.65	0.25
120	3	1	0.0007370319563319164	0.0007370319563319164	0.0007370319563319164	0.10018425798908298	0.10018425798908298	0.10018425798908298	0.3730130677087277	0.3730130677087277	0.3730130677087277	2772.152390855056	2772.152390855056	2772.152390855056	145.64235425179194	145.64235425179194	145.64235425179194	867.9074943067577	867.9074943067577	867.9074943067577	15.32944730695124	15.32944730695124	15.32944730695124	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999734137140578	0.09999734137140578	0.09999734137140578	0.009091128817591167	0.009091128817591167	0.009091128817591167	100	2000	200	0.7	0.00005	1.7	0.7000000000000001	0.25
121	3	1	0.000803664554171506	0.000803664554171506	0.000803664554171506	0.10020091613854287	0.10020091613854287	0.10020091613854287	0.3691405214024834	0.3691405214024834	0.3691405214024834	2748.154166213151	2748.154166213151	2748.154166213151	157.64146657274472	157.64146657274472	157.64146657274472	867.9074943067577	867.9074943067577	867.9074943067577	15.490264099211702	15.490264099211702	15.490264099211702	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999707570607744	0.09999707570607744	0.09999707570607744	0.009091150774517812	0.009091150774517812	0.009091150774517812	100	2000	200	0.7	0.00005	1.7	0.75	0.25
122	3	1	0.0008728824925313621	0.0008728824925313621	0.0008728824925313621	0.10021822062313283	0.10021822062313283	0.10021822062313283	0.3652701197767315	0.3652701197767315	0.3652701197767315	2723.66080271158	2723.66080271158	2723.66080271158	169.88814832353017	169.88814832353017	169.88814832353017	867.9074943067577	867.9074943067577	867.9074943067577	15.65439891371435	15.65439891371435	15.65439891371435	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999679528919939	0.09999679528919939	0.09999679528919939	0.009091173950757732	0.009091173950757732	0.009091173950757732	100	2000	200	0.7	0.00005	1.7	0.8	0.25
123	3	1	0.0009448754813734344	0.0009448754813734344	0.0009448754813734344	0.10023621887034335	0.10023621887034335	0.10023621887034335	0.3614018719331803	0.3614018719331803	0.3614018719331803	2698.65688792922	2698.65688792922	2698.65688792922	182.39010571471022	182.39010571471022	182.39010571471022	867.9074943067577	867.9074943067577	867.9074943067577	15.821955032104524	15.821955032104524	15.821955032104524	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999649884205727	0.09999649884205727	0.09999649884205727	0.009091198452015175	0.009091198452015175	0.009091198452015175	100	2000	200	0.7	0.00005	1.7	0.8500000000000001	0.25
124	3	1	0.0010198516062941705	0.0010198516062941705	0.0010198516062941705	0.10025496290157354	0.10025496290157354	0.10025496290157354	0.35753578111866735	0.35753578111866735	0.35753578111866735	2673.1263241517095	2673.1263241517095	2673.1263241517095	195.1553876034653	195.1553876034653	195.1553876034653	867.9074943067577	867.9074943067577	867.9074943067577	15.993040328311432	15.993040328311432	15.993040328311432	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999618494386456	0.09999618494386456	0.09999618494386456	0.00909122439574009	0.00909122439574009	0.00909122439574009	100	2000	200	0.7	0.00005	1.7	0.9	0.25
125	3	1	0.0010980395645095954	0.0010980395645095954	0.0010980395645095954	0.1002745098911274	0.1002745098911274	0.1002745098911274	0.3536718436884048	0.3536718436884048	0.3536718436884048	2647.0522827800582	2647.0522827800582	2647.0522827800582	208.192408289291	208.192408289291	208.192408289291	867.9074943067577	867.9074943067577	867.9074943067577	16.167767574065	16.167767574065	16.167767574065	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999585201234935	0.09999585201234935	0.09999585201234935	0.009091251912733302	0.009091251912733302	0.009091251912733302	100	2000	200	0.7	0.00005	1.7	0.9500000000000001	0.25
126	3	1	0.001179691232359207	0.001179691232359207	0.001179691232359207	0.1002949228080898	0.1002949228080898	0.1002949228080898	0.3498100478975428	0.3498100478975428	0.3498100478975428	2620.417153979847	2620.417153979847	2620.417153979847	221.50997268939656	221.50997268939656	221.50997268939656	867.9074943067577	867.9074943067577	867.9074943067577	16.346254776306395	16.346254776306395	16.346254776306395	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999954982811642	0.0999954982811642	0.0999954982811642	0.009091281149014457	0.009091281149014457	0.009091281149014457	100	2000	200	0.7	0.00005	1.7	1.	0.25
127	3	1	0	0	0	0.1	0.1	0.1	0.42744068569973614	0.42744068569973614	0.42744068569973614	3063.4370993586404	3063.4370993586404	3063.4370993586404	0	0	0	867.9074943067577	867.9074943067577	867.9074943067577	13.377491562097003	13.377491562097003	13.377491562097003	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.10000000000000002	0.10000000000000002	0.10000000000000002	0.00909090909090909	0.00909090909090909	0.00909090909090909	100	2000	200	0.7	0.00005	1.7	0.	0.30000000000000004
128	3	1	0.00004355614448462726	0.00004355614448462726	0.00004355614448462726	0.10001306684334539	0.10001306684334539	0.10001306684334539	0.42354072962240275	0.42354072962240275	0.42354072962240275	3045.0553457562946	3045.0553457562946	3045.0553457562946	9.19087680117271	9.19087680117271	9.19087680117271	867.9074943067577	867.9074943067577	867.9074943067577	13.500671284537363	13.500671284537363	13.500671284537363	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999985696127908	0.09999985696127908	0.09999985696127908	0.009090920912306358	0.009090920912306358	0.009090920912306358	100	2000	200	0.7	0.00005	1.7	0.05	0.30000000000000004
129	3	1	0.00008820501127957405	0.00008820501127957405	0.00008820501127957405	0.10002646150338387	0.10002646150338387	0.10002646150338387	0.4196423368141534	0.4196423368141534	0.4196423368141534	3026.3395032163794	3026.3395032163794	3026.3395032163794	18.54879807113038	18.54879807113038	18.54879807113038	867.9074943067577	867.9074943067577	867.9074943067577	13.626089802224932	13.626089802224932	13.626089802224932	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999970854309603	0.09999970854309603	0.09999970854309603	0.00909093317832035	0.00909093317832035	0.00909093317832035	100	2000	200	0.7	0.00005	1.7	0.1	0.30000000000000004
130	3	1	0.0001340084527475585	0.0001340084527475585	0.0001340084527475585	0.10004020253582427	0.10004020253582427	0.10004020253582427	0.4157455365399698	0.4157455365399698	0.4157455365399698	3007.2805292084795	3007.2805292084795	3007.2805292084795	28.078285075080316	28.078285075080316	28.078285075080316	867.9074943067577	867.9074943067577	867.9074943067577	13.753807710922807	13.753807710922807	13.753807710922807	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999955438857705	0.09999955438857705	0.09999955438857705	0.009090945918448608	0.009090945918448608	0.009090945918448608	100	2000	200	0.7	0.00005	1.7	0.15000000000000002	0.30000000000000004
131	3	1	0.0001810329242295109	0.0001810329242295109	0.0001810329242295109	0.10005430987726885	0.10005430987726885	0.10005430987726885	0.41185035742388687	0.41185035742388687	0.41185035742388687	2987.86904900796	2987.86904900796	2987.86904900796	37.78402517534031	37.78402517534031	37.78402517534031	867.9074943067577	867.9074943067577	867.9074943067577	13.883887832492467	13.883887832492467	13.883887832492467	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999939411057046	0.09999939411057046	0.09999939411057046	0.009090959164691477	0.009090959164691477	0.009090959164691477	100	2000	200	0.7	0.00005	1.7	0.2	0.30000000000000004
132	3	1	0.00022934991103470742	0.00022934991103470742	0.00022934991103470742	0.10006880497331042	0.10006880497331042	0.10006880497331042	0.4079568272674509	0.4079568272674509	0.4079568272674509	2968.095339363218	2968.095339363218	2968.095339363218	47.670879997710976	47.670879997710976	47.670879997710976	867.9074943067577	867.9074943067577	867.9074943067577	14.016395324342689	14.016395324342689	14.016395324342689	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999992272885046	0.0999992272885046	0.0999992272885046	0.009090972951811858	0.009090972951811858	0.009090972951811858	100	2000	200	0.7	0.00005	1.7	0.25	0.30000000000000004
133	3	1	0.000279036403229104	0.000279036403229104	0.000279036403229104	0.10008371092096874	0.10008371092096874	0.10008371092096874	0.40406497284165405	0.40406497284165405	0.40406497284165405	2947.9493110510994	2947.9493110510994	2947.9493110510994	57.74389415377046	57.74389415377046	57.74389415377046	867.9074943067577	867.9074943067577	867.9074943067577	14.151397796329139	14.151397796329139	14.151397796329139	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999905346485775	0.09999905346485775	0.09999905346485775	0.009090987317627036	0.009090987317627036	0.009090987317627036	100	2000	200	0.7	0.00005	1.7	0.30000000000000004	0.30000000000000004
134	3	1	0.0003301754245371586	0.0003301754245371586	0.0003301754245371586	0.10009905262736114	0.10009905262736114	0.10009905262736114	0.40017481964848667	0.40017481964848667	0.40017481964848667	2927.420490212799	2927.420490212799	2927.420490212799	68.00830457292062	68.00830457292062	68.00830457292062	867.9074943067577	867.9074943067577	867.9074943067577	14.28896543582612	14.28896543582612	14.28896543582612	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999887214118462	0.09999887214118462	0.09999887214118462	0.009091002303337169	0.009091002303337169	0.009091002303337169	100	2000	200	0.7	0.00005	1.7	0.35000000000000003	0.30000000000000004
135	3	1	0.00038285662264151186	0.00038285662264151186	0.00038285662264151186	0.10011485698679246	0.10011485698679246	0.10011485698679246	0.39628639164763707	0.39628639164763707	0.39628639164763707	2906.497998348341	2906.497998348341	2906.497998348341	78.46955050514964	78.46955050514964	78.46955050514964	867.9074943067577	867.9074943067577	867.9074943067577	14.429171141787482	14.429171141787482	14.429171141787482	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999868277363423	0.09999868277363423	0.09999868277363423	0.009091017953895825	0.009091017953895825	0.009091017953895825	100	2000	200	0.7	0.00005	1.7	0.4	0.30000000000000004
136	3	1	0.0004371769293045735	0.0004371769293045735	0.0004371769293045735	0.10013115307879138	0.10013115307879138	0.10013115307879138	0.39239971094314396	0.39239971094314396	0.39239971094314396	2885.170530831026	2885.170530831026	2885.170530831026	89.13328426380697	89.13328426380697	89.13328426380697	867.9074943067577	867.9074943067577	867.9074943067577	14.572090668725513	14.572090668725513	14.572090668725513	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999848476788328	0.09999848476788328	0.09999848476788328	0.009091034318428852	0.009091034318428852	0.009091034318428852	100	2000	200	0.7	0.00005	1.7	0.45	0.30000000000000004
137	3	1	0.0004932413000804647	0.0004932413000804647	0.0004932413000804647	0.10014797239002414	0.10014797239002414	0.10014797239002414	0.388514797423954	0.388514797423954	0.388514797423954	2863.426333783742	2863.426333783742	2863.426333783742	100.00538278744902	100.00538278744902	100.00538278744902	867.9074943067577	867.9074943067577	867.9074943067577	14.717802781667297	14.717802781667297	14.717802781667297	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999827747339597	0.09999827747339597	0.09999827747339597	0.009091051450708933	0.009091051450708933	0.009091051450708933	100	2000	200	0.7	0.00005	1.7	0.5	0.30000000000000004
138	3	1	0.0005511635449766931	0.0005511635449766931	0.0005511635449766931	0.100165349063493	0.100165349063493	0.100165349063493	0.3846316683513252	0.3846316683513252	0.3846316683513252	2841.253179136044	2841.253179136044	2841.253179136044	111.09196011129826	111.09196011129826	111.09196011129826	867.9074943067577	867.9074943067577	867.9074943067577	14.866389423302087	14.866389423302087	14.866389423302087	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999806017690567	0.09999806017690567	0.09999806017690567	0.009091069409694485	0.009091069409694485	0.009091069409694485	100	2000	200	0.7	0.00005	1.7	0.55	0.30000000000000004
139	3	1	0.0006110672633138494	0.0006110672633138494	0.0006110672633138494	0.10018332017899416	0.10018332017899416	0.10018332017899416	0.3807503378848134	0.3807503378848134	0.3807503378848134	2818.6383376537983	2818.6383376537983	2818.6383376537983	122.39938085242086	122.39938085242086	122.39938085242086	867.9074943067577	867.9074943067577	867.9074943067577	15.01793589471493	15.01793589471493	15.01793589471493	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999783209499499	0.09999783209499499	0.09999783209499499	0.009091088260143093	0.009091088260143093	0.009091088260143093	100	2000	200	0.7	0.00005	1.7	0.6000000000000001	0.30000000000000004
140	3	1	0.0006730868982820593	0.0006730868982820593	0.0006730868982820593	0.10020192606948462	0.10020192606948462	0.10020192606948462	0.3768708165371467	0.3768708165371467	0.3768708165371467	2795.568549701019	2795.568549701019	2795.568549701019	133.9342748288107	133.9342748288107	133.9342748288107	867.9074943067577	867.9074943067577	867.9074943067577	15.172531051317334	15.172531051317334	15.172531051317334	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999759236562854	0.09999759236562854	0.09999759236562854	0.009091108073311566	0.009091108073311566	0.009091108073311566	100	2000	200	0.7	0.00005	1.7	0.65	0.30000000000000004
141	3	1	0.000737368929383813	0.000737368929383813	0.000737368929383813	0.10022121067881515	0.10022121067881515	0.10022121067881515	0.3729931105465738	0.3729931105465738	0.3729931105465738	2772.0299934552063	2772.0299934552063	2772.0299934552063	145.70355295171686	145.70355295171686	145.70355295171686	867.9074943067577	867.9074943067577	867.9074943067577	15.330267515842463	15.330267515842463	15.330267515842463	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999734003846499	0.09999734003846499	0.09999734003846499	0.009091128927756889	0.009091128927756889	0.009091128927756889	100	2000	200	0.7	0.00005	1.7	0.7000000000000001	0.30000000000000004
142	3	1	0.0008040732241824559	0.0008040732241824559	0.0008040732241824559	0.10024122196725474	0.10024122196725474	0.10024122196725474	0.36911722115321305	0.36911722115321305	0.36911722115321305	2748.0082502517375	2748.0082502517375	2748.0082502517375	157.71442455345132	157.71442455345132	157.71442455345132	867.9074943067577	867.9074943067577	867.9074943067577	15.491241910579175	15.491241910579175	15.491241910579175	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999707406374259	0.09999707406374259	0.09999707406374259	0.009091150910255183	0.009091150910255183	0.009091150910255183	100	2000	200	0.7	0.00005	1.7	0.75	0.30000000000000004
143	3	1	0.0008733745746673089	0.0008733745746673089	0.0008733745746673089	0.10026201237240019	0.10026201237240019	0.10026201237240019	0.365243143763443	0.365243143763443	0.365243143763443	2723.488266677801	2723.488266677801	2723.488266677801	169.97441634041945	169.97441634041945	169.97441634041945	867.9074943067577	867.9074943067577	867.9074943067577	15.655555111387956	15.655555111387956	15.655555111387956	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999679327949136	0.09999679327949136	0.09999679327949136	0.009091174116858985	0.009091174116858985	0.009091174116858985	100	2000	200	0.7	0.00005	1.7	0.8	0.30000000000000004
144	3	1	0.0009454644482552256	0.0009454644482552256	0.0009454644482552256	0.10028363933447657	0.10028363933447657	0.10028363933447657	0.3613708669833658	0.3613708669833658	0.3613708669833658	2698.4543129700332	2698.4543129700332	2698.4543129700332	182.4913931943034	182.4913931943034	182.4913931943034	867.9074943067577	867.9074943067577	867.9074943067577	15.823312526486495	15.823312526486495	15.823312526486495	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999649639677655	0.09999649639677655	0.09999649639677655	0.009091198654117363	0.009091198654117363	0.009091198654117363	100	2000	200	0.7	0.00005	1.7	0.8500000000000001	0.30000000000000004
145	3	1	0.0010205529891708115	0.0010205529891708115	0.0010205529891708115	0.10030616589675125	0.10030616589675125	0.10030616589675125	0.35750037149871966	0.35750037149871966	0.35750037149871966	2672.889937189512	2672.889937189512	2672.889937189512	195.2735810845641	195.2735810845641	195.2735810845641	867.9074943067577	867.9074943067577	867.9074943067577	15.994624403531999	15.994624403531999	15.994624403531999	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999961819826171	0.0999961819826171	0.0999961819826171	0.009091224640488267	0.009091224640488267	0.009091224640488267	100	2000	200	0.7	0.00005	1.7	0.9	0.30000000000000004
146	3	1	0.0010988713129335347	0.0010988713129335347	0.0010988713129335347	0.10032966139388005	0.10032966139388005	0.10032966139388005	0.35363162877415116	0.35363162877415116	0.35363162877415116	2646.7779145497498	2646.7779145497498	2646.7779145497498	208.32959240444526	208.32959240444526	208.32959240444526	867.9074943067577	867.9074943067577	867.9074943067577	16.169606169184213	16.169606169184213	16.169606169184213	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999584844014835	0.09999584844014835	0.09999584844014835	0.0090912522079788	0.0090912522079788	0.0090912522079788	100	2000	200	0.7	0.00005	1.7	0.9500000000000001	0.30000000000000004
147	3	1	0.0011806741452496704	0.0011806741452496704	0.0011806741452496704	0.1003542022435749	0.1003542022435749	0.1003542022435749	0.34976459953928024	0.34976459953928024	0.34976459953928024	2620.100191153272	2620.100191153272	2620.100191153272	221.66845410268394	221.66845410268394	221.66845410268394	867.9074943067577	867.9074943067577	867.9074943067577	16.348378806137607	16.348378806137607	16.348378806137607	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999549398550528	0.09999549398550528	0.09999549398550528	0.009091281504056664	0.009091281504056664	0.009091281504056664	100	2000	200	0.7	0.00005	1.7	1.	0.30000000000000004
148	3	1	0	0	0	0.1	0.1	0.1	0.42744068569973614	0.42744068569973614	0.42744068569973614	3063.4370993586404	3063.4370993586404	3063.4370993586404	0	0	0	867.9074943067577	867.9074943067577	867.9074943067577	13.377491562097003	13.377491562097003	13.377491562097003	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.10000000000000002	0.10000000000000002	0.10000000000000002	0.00909090909090909	0.00909090909090909	0.00909090909090909	100	2000	200	0.7	0.00005	1.7	0.	0.35000000000000003
149	3	1	0.000043557104631560445	0.000043557104631560445	0.000043557104631560445	0.10001524498662105	0.10001524498662105	0.10001524498662105	0.4235406447150163	0.4235406447150163	0.4235406447150163	3045.0549418752585	3045.0549418752585	3045.0549418752585	9.191078741690907	9.191078741690907	9.191078741690907	867.9074943067577	867.9074943067577	867.9074943067577	13.500673991023103	13.500673991023103	13.500673991023103	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.099999856958107	0.099999856958107	0.099999856958107	0.009090920912568516	0.009090920912568516	0.009090920912568516	100	2000	200	0.7	0.00005	1.7	0.05	0.35000000000000003
150	3	1	0.00008820899864070028	0.00008820899864070028	0.00008820899864070028	0.10003087314952425	0.10003087314952425	0.10003087314952425	0.4196419931016012	0.4196419931016012	0.4196419931016012	3026.337837751735	3026.337837751735	3026.337837751735	18.54963080345246	18.54963080345246	18.54963080345246	867.9074943067577	867.9074943067577	867.9074943067577	13.626100962828923	13.626100962828923	13.626100962828923	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999970852976019	0.09999970852976019	0.09999970852976019	0.009090933179422491	0.009090933179422491	0.009090933179422491	100	2000	200	0.7	0.00005	1.7	0.1	0.35000000000000003
151	3	1	0.00013401777715841607	0.00013401777715841607	0.00013401777715841607	0.10004690622200545	0.10004690622200545	0.10004690622200545	0.41574475365599894	0.41574475365599894	0.41574475365599894	3007.276664281518	3007.276664281518	3007.276664281518	28.080217538561037	28.080217538561037	28.080217538561037	867.9074943067577	867.9074943067577	867.9074943067577	13.753833610553531	13.753833610553531	13.753833610553531	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999955435699846	0.09999955435699846	0.09999955435699846	0.009090945921058429	0.009090945921058429	0.009090945921058429	100	2000	200	0.7	0.00005	1.7	0.15000000000000002	0.35000000000000003
152	3	1	0.00018105017205922135	0.00018105017205922135	0.00018105017205922135	0.10006336756022073	0.10006336756022073	0.10006336756022073	0.4118489480406988	0.4118489480406988	0.4118489480406988	2987.861958947458	2987.861958947458	2987.861958947458	37.787570205591116	37.787570205591116	37.787570205591116	867.9074943067577	867.9074943067577	867.9074943067577	13.883935344373192	13.883935344373192	13.883935344373192	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999939405140709	0.09999939405140709	0.09999939405140709	0.009090959169581065	0.009090959169581065	0.009090959169581065	100	2000	200	0.7	0.00005	1.7	0.2	0.35000000000000003
153	3	1	0.00022937798410624567	0.00022937798410624567	0.00022937798410624567	0.10008028229443719	0.10008028229443719	0.10008028229443719	0.4079545965554759	0.4079545965554759	0.4079545965554759	2968.0839022683094	2968.0839022683094	2968.0839022683094	47.676598545165355	47.676598545165355	47.676598545165355	867.9074943067577	867.9074943067577	867.9074943067577	14.016471966550329	14.016471966550329	14.016471966550329	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999922719094541	0.09999922719094541	0.09999922719094541	0.009090972959874715	0.009090972959874715	0.009090972959874715	100	2000	200	0.7	0.00005	1.7	0.25	0.35000000000000003
154	3	1	0.0002790785637686914	0.0002790785637686914	0.0002790785637686914	0.10009767749731904	0.10009767749731904	0.10009767749731904	0.4040617178766993	0.4040617178766993	0.4040617178766993	2947.9322994312406	2947.9322994312406	2947.9322994312406	57.75239996369986	57.75239996369986	57.75239996369986	867.9074943067577	867.9074943067577	867.9074943067577	14.151511794517658	14.151511794517658	14.151511794517658	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999905331638102	0.09999905331638102	0.09999905331638102	0.009090987329898052	0.009090987329898052	0.009090987329898052	100	2000	200	0.7	0.00005	1.7	0.30000000000000004	0.35000000000000003
155	3	1	0.0003302353471917974	0.0003302353471917974	0.0003302353471917974	0.10011558237151713	0.10011558237151713	0.10011558237151713	0.4001703287600314	0.4001703287600314	0.4001703287600314	2927.396560588013	2927.396560588013	2927.396560588013	68.02026938531358	68.02026938531358	68.02026938531358	867.9074943067577	867.9074943067577	867.9074943067577	14.289125792917341	14.289125792917341	14.289125792917341	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999887192727375	0.09999887192727375	0.09999887192727375	0.009091002321016116	0.009091002321016116	0.009091002321016116	100	2000	200	0.7	0.00005	1.7	0.35000000000000003	0.35000000000000003
156	3	1	0.00038293845480304623	0.00038293845480304623	0.00038293845480304623	0.10013402845918107	0.10013402845918107	0.10013402845918107	0.3962804437011701	0.3962804437011701	0.3962804437011701	2906.4656796758018	2906.4656796758018	2906.4656796758018	78.48570984141934	78.48570984141934	78.48570984141934	867.9074943067577	867.9074943067577	867.9074943067577	14.429387715526808	14.429387715526808	14.429387715526808	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999986824774427	0.0999986824774427	0.0999986824774427	0.00909101797837505	0.00909101797837505	0.00909101797837505	100	2000	200	0.7	0.00005	1.7	0.4	0.35000000000000003
157	3	1	0.0004372853612205213	0.0004372853612205213	0.0004372853612205213	0.10015304987642719	0.10015304987642719	0.10015304987642719	0.39239207454841973	0.39239207454841973	0.39239207454841973	2885.1282116040693	2885.1282116040693	2885.1282116040693	89.15444387728546	89.15444387728546	89.15444387728546	867.9074943067577	867.9074943067577	867.9074943067577	14.572374258133967	14.572374258133967	14.572374258133967	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.099998484369839	0.099998484369839	0.099998484369839	0.00909103435132598	0.00909103435132598	0.00909103435132598	100	2000	200	0.7	0.00005	1.7	0.45	0.35000000000000003
158	3	1	0.0004933816465262424	0.0004933816465262424	0.0004933816465262424	0.10017268357628419	0.10017268357628419	0.10017268357628419	0.38850523005985044	0.38850523005985044	0.38850523005985044	2863.3722476259622	2863.3722476259622	2863.3722476259622	100.0324258663389	100.0324258663389	100.0324258663389	867.9074943067577	867.9074943067577	867.9074943067577	14.718165223578298	14.718165223578298	14.718165223578298	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999827695073275	0.09999827695073275	0.09999827695073275	0.009091051493905593	0.009091051493905593	0.009091051493905593	100	2000	200	0.7	0.00005	1.7	0.5	0.35000000000000003
159	3	1	0.0005513418406233933	0.0005513418406233933	0.0005513418406233933	0.10019296964421819	0.10019296964421819	0.10019296964421819	0.38461991539658796	0.38461991539658796	0.38461991539658796	2841.1853886855974	2841.1853886855974	2841.1853886855974	111.12585533652141	111.12585533652141	111.12585533652141	867.9074943067577	867.9074943067577	867.9074943067577	14.866843700355883	14.866843700355883	14.866843700355883	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999805950310725	0.09999805950310725	0.09999805950310725	0.009091069465382268	0.009091069465382268	0.009091069465382268	100	2000	200	0.7	0.00005	1.7	0.55	0.35000000000000003
160	3	1	0.00061129037436642	0.00061129037436642	0.00061129037436642	0.10021395163102825	0.10021395163102825	0.10021395163102825	0.3807361315423285	0.3807361315423285	0.3807361315423285	2818.5547165005505	2818.5547165005505	2818.5547165005505	122.44119142904478	122.44119142904478	122.44119142904478	867.9074943067577	867.9074943067577	867.9074943067577	15.018496256401308	15.018496256401308	15.018496256401308	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999783123913346	0.09999783123913346	0.09999783123913346	0.00909108833087824	0.00909108833087824	0.00909108833087824	100	2000	200	0.7	0.00005	1.7	0.6000000000000001	0.35000000000000003
161	3	1	0.0006733626535049198	0.0006733626535049198	0.0006733626535049198	0.10023567692872672	0.10023567692872672	0.10023567692872672	0.3768538746374417	0.3768538746374417	0.3768538746374417	2795.4667621007316	2795.4667621007316	2795.4667621007316	133.9851686289543	133.9851686289543	133.9851686289543	867.9074943067577	867.9074943067577	867.9074943067577	15.173213149914806	15.173213149914806	15.173213149914806	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999759129157504	0.09999759129157504	0.09999759129157504	0.009091108162080204	0.009091108162080204	0.009091108162080204	100	2000	200	0.7	0.00005	1.7	0.65	0.35000000000000003
