"i"	"xct"	"nStableState"	"rosmax"	"rosmd"	"rosmin"	"camax"	"camd"	"camin"	"nadphmax"	"nadphmd"	"nadphmin"	"gshmax"	"gshmd"	"gshmin"	"gssgmax"	"gssgmd"	"gssgmin"	"cysmax"	"cysmd"	"cysmin"	"cys2max"	"cys2md"	"cys2min"	"glumax"	"glumd"	"glumin"	"pptaseRedmax"	"pptaseRedmd"	"pptaseRedmin"	"tkPhosmax"	"tkPhosmd"	"tkPhosmin"	"glc"	"gln"	"cys2o"	"switchNadphRed"	"kGshPro"	"kGshRed"	"foldkNadphOxCys2"	"foldkCys2Red"
404	3	3	0.45617539053147427	0.2820191689697155	0.0011239048640878436	0.5561753905314742	0.3820191689697155	0.10112390486408784	0.4283523014254795	0.21426670243569496	0.21114808658174525	2695.7314097974854	333.73945959954807	263.93763171176715	1399.7497338234366	1364.848819879546	183.8528447805773	867.9074943067577	867.9074943067577	867.9074943067577	28.506230209850173	28.091326818617656	14.051601787683493	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999583097186876	0.09220815338385534	0.08526351895837311	0.0104971977828886	0.009783955260833026	0.009091253651747478	100	2000	200	0.7	0.00005	1.7	0.2	0.9500000000000001
405	3	3	0.4610156730704249	0.2770317783316604	0.0011276618051526467	0.5610156730704249	0.3770317783316604	0.10112766180515265	0.42306380365577406	0.2120777454562611	0.20881930227018938	2691.287333206063	335.0449095560724	261.32045041080914	1401.0583244739155	1364.196094901284	186.07488307628847	867.9074943067577	867.9074943067577	867.9074943067577	28.82413598279641	28.38127098870905	14.227253460251108	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999581012943633	0.09236297066855663	0.08500381734227185	0.010525892832256238	0.009769157669699942	0.009091255374393457	100	2000	200	0.7	0.00005	1.7	0.25	0.9500000000000001
406	3	3	0.4656871498413834	0.27221977914235074	0.0011315298034836995	0.5656871498413834	0.3722197791423507	0.1011315298034837	0.41777607588529064	0.20988476136513248	0.2064961979746691	2686.7351176700727	336.2869609345764	258.7762978578988	1402.3304007503707	1363.5750692120318	188.35099084428373	867.9074943067577	867.9074943067577	867.9074943067577	29.148410593046183	28.677813126210747	14.407325627045388	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999578863527264	0.09251133190824862	0.08474882083362223	0.010554221057336301	0.009755019092865136	0.009091257150906298	100	2000	200	0.7	0.00005	1.7	0.30000000000000004	0.9500000000000001
407	3	3	0.4702159365570121	0.2675574519448493	0.0011355138215937367	0.5702159365570121	0.3675574519448493	0.10113551382159375	0.41248914569457035	0.2076883187004199	0.2041782144734265	2682.0707889382443	337.476604684638	256.29472307407616	1403.571188142282	1362.9802473370012	190.68315521019795	867.9074943067577	867.9074943067577	867.9074943067577	29.479325108173946	28.98110015109115	14.591986303866118	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999576645868623	0.09265420954416481	0.08449750604825114	0.010582289859474098	0.009741441724021764	0.009091258983822749	100	2000	200	0.7	0.00005	1.7	0.35000000000000003	0.9500000000000001
408	3	3	0.4746230240596059	0.2630242215242312	0.0011396191202795115	0.5746230240596059	0.3630242215242312	0.10113961912027951	0.40720304198181345	0.20548887724005632	0.20186490156257292	2677.2901766204627	338.62278374023174	253.867352514387	1404.7848734221266	1362.4071578092041	193.07346136908876	867.9074943067577	867.9074943067577	867.9074943067577	29.81714957814427	29.291298124311833	14.781412081733489	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999574356704738	0.09279237999247437	0.08424904365336809	0.010610187236252813	0.009728347568888006	0.009091260875839755	100	2000	200	0.7	0.00005	1.7	0.4	0.9500000000000001
409	3	3	0.47892561291030644	0.2586033232692106	0.001143851281253938	0.5789256129103064	0.35860332326921057	0.10114385128125394	0.4019177950414387	0.20328681579696273	0.1995558902777732	2672.3889019970593	339.73293347176747	251.48735160921257	1405.974873874714	1361.8520829434365	195.52409868079036	867.9074943067577	867.9074943067577	867.9074943067577	30.16215635674982	29.608589917017806	14.975788678000756	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999571992563393	0.09292647465198092	0.08400274726949068	0.010637986963648646	0.009715673284072343	0.009091262829827213	100	2000	200	0.7	0.00005	1.7	0.45	0.9500000000000001
410	3	3	0.48313803467603456	0.25428088288547895	0.0011482162318617651	0.5831380346760345	0.35428088288547893	0.10114821623186177	0.39663343664823836	0.20108245148850812	0.19725087364318372	2667.3623649116203	340.8133555683085	249.14905304291088	1407.1440231578647	1361.311871895166	198.03736722351	867.9074943067577	867.9074943067577	867.9074943067577	30.514622588474413	29.933173779774588	15.175311530295161	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999569549746234	0.09305701506067504	0.08375803821883367	0.010665752174399966	0.009703366621003413	0.009091264848841932	100	2000	200	0.7	0.00005	1.7	0.5	0.9500000000000001
411	3	3	0.48727240633554003	0.25004526304223135	0.0011527202721037355	0.58727240633554	0.3500452630422313	0.10115272027210374	0.39135000014758786	0.19887605348225879	0.19494959294581476	2662.205729666228	341.8694844035055	246.8476927331032	1408.2947033127684	1360.7838074775673	200.61568484620625	867.9074943067577	867.9074943067577	867.9074943067577	30.874832173368866	30.26526250434444	15.38018643720117	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999956702431023	0.0931844378248578	0.08351442049616961	0.010693537902434635	0.009691383905171538	0.009091266936142962	100	2000	200	0.7	0.00005	1.7	0.55	0.9500000000000001
412	3	3	0.49133910664550273	0.24588658811402234	0.001157370104225075	0.5913391066455027	0.34588658811402234	0.10115737010422508	0.3860675205522156	0.19666785304463658	0.19265182770888092	2656.91390982979	342.9060817309077	244.57921768379134	1409.4289408374245	1360.2655088138663	203.261594764425	867.9074943067577	867.9074943067577	867.9074943067577	31.24307740056358	30.605082992910386	15.59063025001227	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999564412047267	0.09330911273039803	0.08327146255230451	0.010721392938801864	0.009679688205334443	0.00909126909520845	100	2000	200	0.7	0.00005	1.7	0.6000000000000001	0.9500000000000001
413	3	3	0.49534713036661304	0.2417963911213196	0.001162172865154476	0.595347130366613	0.3417963911213196	0.10116217286515448	0.3807860346460814	0.19445805104508637	0.19035738821174672	2651.481551860865	343.9273822763056	242.3401431657379	1410.5484780964512	1359.7548585411673	205.97777374888764	867.9074943067577	867.9074943067577	867.9074943067577	31.61966037153886	30.952876119657567	15.806871620339102	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999561708461717	0.09343135617980598	0.08302878374617112	0.010749361216292998	0.009668247975609943	0.00909127132975419	100	2000	200	0.7	0.00005	1.7	0.65	0.9500000000000001
414	3	3	0.4993043566419848	0.23776734658092852	0.0011671361621187427	0.5993043566419848	0.3377673465809285	0.10116713616211875	0.37550558109596677	0.19224682366620505	0.18806610980624677	2645.9030174360682	344.93720489112627	240.12744458372532	1411.6548273874575	1359.249947233757	208.76704096128594	867.9074943067577	867.9074943067577	867.9074943067577	32.004894293127336	31.30889681131668	16.02915180887908	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999558908745684	0.09355144134578648	0.08278604407454093	0.010777482863658209	0.009657036029664983	0.009091273643754078	100	2000	200	0.7	0.00005	1.7	0.7000000000000001	0.9500000000000001
415	3	3	0.5032177557423316	0.23379306505564645	0.0011722681117997348	0.6032177557423316	0.33379306505564643	0.10117226811179975	0.37022620057143624	0.19003432682199103	0.1857778485274835	2640.172364363612	345.9390390628653	237.93847426124012	1412.7493125487001	1358.7490301478874	211.63236749751417	867.9074943067577	867.9074943067577	867.9074943067577	32.39910469507976	31.673414299021662	16.257725561233517	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999556007751682	0.09366960596837379	0.0825429362518923	0.010805795023383564	0.009646028753162885	0.009091276041462704	100	2000	200	0.7	0.00005	1.7	0.75	0.9500000000000001
416	3	3	0.507093550726575	0.22986793285854273	0.0011775773834501457	0.607093550726575	0.3298679328585427	0.10117757738345015	0.36494793587389107	0.18782069962842218	0.1834924776551877	2634.2833259485565	346.9361134897359	235.77089646524055	1413.8331014466999	1358.2504929344523	214.5768867050418	867.9074943067577	867.9074943067577	867.9074943067577	32.8026306112633	32.04671251026353	16.492862057311385	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999552999962406	0.0937860584287096	0.0822991795069863	0.010834332497227761	0.009635205490406959	0.009091278527440324	100	2000	200	0.7	0.00005	1.7	0.8	0.9500000000000001
417	3	3	0.51093734557118	0.2259869853629363	0.00118307324644098	0.61093734557118	0.3259869853629363	0.10118307324644098	0.3596708320755079	0.1856060671674122	0.1812098849849251	2628.2292886618516	347.9314514151237	233.62263600903134	1414.9072316748045	1357.7528239717583	217.60390534839433	867.9074943067577	867.9074943067577	867.9074943067577	33.21582575348653	32.42909058053356	16.734845941594156	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999549879457252	0.09390098254102759	0.08205451465417331	0.010863128264341623	0.00962454806050682	0.009091281106580544	100	2000	200	0.7	0.00005	1.7	0.8500000000000001	0.9500000000000001
418	3	3	0.5147542279891967	0.22214580570179343	0.0011887656227790534	0.6147542279891967	0.3221458057017934	0.10118876562277906	0.35439493666892985	0.18339054271623403	0.17892997063743532	2622.003267948888	348.9279160770536	231.49183711597541	1415.9726311213324	1357.2545916407933	220.716915704876	867.9074943067577	867.9074943067577	867.9074943067577	33.639059700428504	32.8208634715807	16.983978442365544	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999546639875163	0.09401454137673326	0.08180870012509528	0.010892213903883136	0.009614040371317616	0.00909128378414103	100	2000	200	0.7	0.00005	1.7	0.9	0.9500000000000001
419	3	3	0.5185488528900393	0.2183404429105712	0.0011946651452091617	0.6185488528900392	0.3183404429105712	0.10119466514520917	0.34912029972866243	0.1811742295674291	0.17665264528151028	2615.5978819949155	349.92824871660724	229.37683014300006	1417.0301346078202	1356.7544253210165	223.91960868186226	867.9074943067577	867.9074943067577	867.9074943067577	34.072719119924784	33.22236268833395	17.240578588946626	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999543274373325	0.09412688034754323	0.08156150873334152	0.01092161994525825	0.009603668108199442	0.009091286565777642	100	2000	200	0.7	0.00005	1.7	0.9500000000000001	0.9500000000000001
420	3	3	0.5223255108553919	0.2145673451435655	0.0012007832216023974	0.6223255108553919	0.3145673451435655	0.1012007832216024	0.34384697408522097	0.17895722253149157	0.17437782867860635	2609.00532324393	350.93510095876707	227.27610439902242	1418.0804974798089	1356.2509991999366	227.2158880573551	867.9074943067577	867.9074943067577	867.9074943067577	34.51720904015968	33.63393709024189	17.504984537036567	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999539775581168	0.0942381297143382	0.08131272500488838	0.010951376163031665	0.009593418480746666	0.009091289457582462	100	2000	200	0.7	0.00005	1.7	1.	0.9500000000000001
421	3	3	0.43427316532977056	0.3045683868580913	0.0011098977465176408	0.5342731653297705	0.4045683868580912	0.10110989774651764	0.4495134830253254	0.2229639543800015	0.22053815070639562	2712.4995611229174	327.53102768330353	275.47942163151384	1393.9788388635632	1367.9530358376683	175.46876911786146	867.9074943067577	867.9074943067577	867.9074943067577	25.927868479579807	25.64577840461038	12.72060657171216	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999590837783129	0.09149221480752485	0.08638243996256444	0.01037533393415239	0.009852972485588697	0.009091247254080056	100	2000	200	0.7	0.00005	1.7	0.	1.
422	3	3	0.43996400100640704	0.2987160781661104	0.0011130847607166983	0.5399640010064071	0.39871607816611043	0.10111308476071669	0.44448670771339566	0.22090941371463702	0.21829460185067953	2708.656430811615	329.1980416600057	272.5341175062548	1395.4514909261927	1367.1195288493172	177.3903342735127	867.9074943067577	867.9074943067577	867.9074943067577	26.194345246139108	25.88429379307301	12.86446606167622	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999589080767403	0.09168083187756133	0.08610042392333225	0.010405781360525402	0.009834695306231829	0.009091248706267431	100	2000	200	0.7	0.00005	1.7	0.05	1.
423	3	3	0.445300817075111	0.29322244675426934	0.0011163562539008077	0.545300817075111	0.3932224467542693	0.10111635625390081	0.4394605373690962	0.21884694144301287	0.21606044440162817	2704.728622904113	330.7249690041851	269.73585656777595	1396.8506213954322	1366.3560651772275	179.35423822726366	867.9074943067577	867.9074943067577	867.9074943067577	26.465205984747513	26.128234320031154	13.011598721645045	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999587274608777	0.09185600011294094	0.08583044603818817	0.010435097000399048	0.009817781955811839	0.009091250199072285	100	2000	200	0.7	0.00005	1.7	0.1	1.
424	3	3	0.45035676800606855	0.2880146178282171	0.0011197156077430881	0.5503567680060686	0.38801461782821706	0.10111971560774309	0.4344349916438267	0.2167780817160315	0.21383414142148743	2700.713321499885	332.1416545287201	267.05516928085285	1398.1909650388936	1365.64772241496	181.36188892937759	867.9074943067577	867.9074943067577	867.9074943067577	26.74074461745699	26.377593716949587	13.162116947829034	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999585417238718	0.09202049838846015	0.08556968992648636	0.010463568530662966	0.00980195172339124	0.009091251734204319	100	2000	200	0.7	0.00005	1.7	0.15000000000000002	1.
425	3	3	0.4551843075992718	0.2830404302428708	0.0011231663858040086	0.5551843075992717	0.38304043024287077	0.10112316638580401	0.42941009104062455	0.2147039505915535	0.21161458422998408	2696.607585045672	333.46960560220026	264.47094204205683	1399.4830786582918	1364.98374687822	183.41475715648417	867.9074943067577	867.9074943067577	867.9074943067577	27.02121967184798	26.63241244742204	13.316138315213031	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999958350647203	0.09217631158826897	0.08531613185688029	0.010491403506612363	0.009787004291460564	0.009091253313469655	100	2000	200	0.7	0.00005	1.7	0.2	1.
426	3	3	0.459822585618751	0.27826104046673333	0.0011267123458655437	0.559822585618751	0.3782610404667333	0.10112671234586554	0.42438585696025444	0.21262538735806297	0.209400941089837	2692.4083392800644	334.7249750864831	261.96743536116134	1400.7348319987395	1364.3560621360787	185.51438003928794	867.9074943067577	867.9074943067577	867.9074943067577	27.30686947482251	26.892763076385954	13.473785877790691	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999581539998588	0.09232491484697708	0.08506825644926048	0.010518758178064587	0.009772790932642956	0.009091254938777684	100	2000	200	0.7	0.00005	1.7	0.25	1.
427	3	3	0.4643017639273458	0.2736466070745737	0.001130357453278208	0.5643017639273458	0.37364660707457376	0.10113035745327821	0.4193623117502826	0.2105430432066347	0.2071925685447231	2688.112369699349	335.9203029392646	259.5325434613471	1401.9522779486465	1363.7583982096878	187.66236482964553	867.9074943067577	867.9074943067577	867.9074943067577	27.597921133985615	27.158741885540422	13.635188489828147	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999579515374349	0.09246743921554976	0.08482489094917257	0.010545754284452737	0.009759197728133008	0.00909125661214848	100	2000	200	0.7	0.00005	1.7	0.30000000000000004	1.
428	3	3	0.46864568789359073	0.2691736199984236	0.0011341058954195792	0.5686456878935907	0.3691736199984236	0.10113410589541959	0.41433947875735844	0.20845743634105182	0.20498895631992203	2683.7163135064325	337.0655949422869	257.1567168451163	1403.140191256762	1363.1857522081766	189.86039292610383	867.9074943067577	867.9074943067577	867.9074943067577	27.894596220691426	27.43046382327166	13.800481149887595	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999577430011587	0.09260477407349543	0.084585102753067	0.010572489439597021	0.00974613519721513	0.009091258335720873	100	2000	200	0.7	0.00005	1.7	0.35000000000000003	1.
429	3	3	0.47287361945664985	0.2648231681525822	0.001137962097372669	0.5728736194566498	0.3648231681525822	0.10113796209737268	0.4093173823829462	0.20636898787748276	0.20278969143431175	2679.2166510011502	338.16902320744003	254.8322631819808	1404.3024180883297	1362.6340380756	192.11022417874494	867.9074943067577	867.9074943067577	867.9074943067577	28.19711458606068	27.708059360352593	13.9698053695054	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999575281168266	0.09273763348473922	0.08434813298683064	0.01059904386385243	0.009733531580212439	0.009091260111761243	100	2000	200	0.7	0.00005	1.7	0.4	1.
