"i"	"xct"	"nStableState"	"rosmax"	"rosmd"	"rosmin"	"camax"	"camd"	"camin"	"nadphmax"	"nadphmd"	"nadphmin"	"gshmax"	"gshmd"	"gshmin"	"gssgmax"	"gssgmd"	"gssgmin"	"cysmax"	"cysmd"	"cysmin"	"cys2max"	"cys2md"	"cys2min"	"glumax"	"glumd"	"glumin"	"pptaseRedmax"	"pptaseRedmd"	"pptaseRedmin"	"rtkPhosmax"	"rtkPhosmd"	"rtkPhosmin"	"glc"	"gln"	"cys2o"	"switchNadphRed"	"kGshPro"	"kGshRed"	"foldkRosDeg"	"foldkGshOx"
88	3	3	0.5806231157618038	0.11396756014601657	0.010933920866226821	0.6806231157618038	0.21396756014601656	0.11093392086622682	0.31348293338589817	0.2107165545453125	0.18609639781141785	2337.74502898738	1010.2382181350737	474.50021713298634	1294.468441112827	1026.5994406117834	362.84603518563017	867.9074943067577	867.9074943067577	867.9074943067577	30.72646345384739	27.136378433027005	18.24049591626796	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999532506360093	0.09888445909713622	0.08909755973314296	0.010091065841508835	0.009184047092596535	0.00909477431740889	100	2000	200	0.7	0.00005	1.7	0.15000000000000002	0.2
89	3	3	0.5046951539762945	0.2002737754380418	0.006422067926740583	0.6046951539762945	0.3002737754380418	0.10642206792674058	0.34510107293054176	0.1995227842800458	0.18744052070456774	2587.132346064897	783.0512064395477	507.3805186938367	1278.0282903324019	1140.1929464595462	238.1523766468717	867.9074943067577	867.9074943067577	867.9074943067577	30.506126128712964	28.65880298772996	16.569302777554828	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09997518304707169	0.09750617462061233	0.09095285250276523	0.009905614108057114	0.009301791302025072	0.00909296054157945	100	2000	200	0.7	0.00005	1.7	0.2	0.2
90	3	3	0.4068959731987919	0.30966424140446347	0.00461560693721872	0.5068959731987919	0.4096642414044634	0.10461560693721872	0.36255427473100205	0.19303947088795612	0.1897218048900994	2706.16168820528	639.4174023558649	562.1195267235604	1250.6587863175398	1212.0098485013878	178.63770557668022	867.9074943067577	867.9074943067577	867.9074943067577	30.139309340629058	29.621321173036495	15.771663899116131	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09998294699146218	0.09538079188122886	0.0932500030777658	0.009685229735507325	0.009489395383620446	0.009092318648977726	100	2000	200	0.7	0.00005	1.7	0.25	0.2
91	3	1	0.0036174101349712266	0.0036174101349712266	0.0036174101349712266	0.10361741013497122	0.10361741013497122	0.10361741013497122	0.37381875677529636	0.37381875677529636	0.37381875677529636	2777.08277317617	2777.08277317617	2777.08277317617	143.1771630912351	143.1771630912351	143.1771630912351	867.9074943067577	867.9074943067577	867.9074943067577	15.29640785168609	15.29640785168609	15.29640785168609	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09998697576093245	0.09998697576093245	0.09998697576093245	0.00909198560176433	0.00909198560176433	0.00909198560176433	100	2000	200	0.7	0.00005	1.7	0.30000000000000004	0.2
92	3	1	0.002979174927169275	0.002979174927169275	0.002979174927169275	0.10297917492716928	0.10297917492716928	0.10297917492716928	0.3817245758633684	0.3817245758633684	0.3817245758633684	2824.358033033577	2824.358033033577	2824.358033033577	119.53953316253161	119.53953316253161	119.53953316253161	867.9074943067577	867.9074943067577	867.9074943067577	14.979607098422358	14.979607098422358	14.979607098422358	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09998945296354904	0.09998945296354904	0.09998945296354904	0.009091780830398388	0.009091780830398388	0.009091780830398388	100	2000	200	0.7	0.00005	1.7	0.35000000000000003	0.2
93	3	1	0.0025344227237507773	0.0025344227237507773	0.0025344227237507773	0.10253442272375078	0.10253442272375078	0.10253442272375078	0.38758837558399084	0.38758837558399084	0.38758837558399084	2858.1767032426	2858.1767032426	2858.1767032426	102.63019805802006	102.63019805802006	102.63019805802006	867.9074943067577	867.9074943067577	867.9074943067577	14.752981581631726	14.752981581631726	14.752981581631726	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999113351526984	0.09999113351526984	0.09999113351526984	0.009091641917311202	0.009091641917311202	0.009091641917311202	100	2000	200	0.7	0.00005	1.7	0.4	0.2
94	3	1	0.0022061816155703132	0.0022061816155703132	0.0022061816155703132	0.10220618161557031	0.10220618161557031	0.10220618161557031	0.39211415306864816	0.39211415306864816	0.39211415306864816	2883.5869099975257	2883.5869099975257	2883.5869099975257	89.92509468055731	89.92509468055731	89.92509468055731	867.9074943067577	867.9074943067577	867.9074943067577	14.582702821349324	14.582702821349324	14.582702821349324	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999234976123052	0.09999234976123052	0.09999234976123052	0.00909154138602169	0.00909154138602169	0.00909154138602169	100	2000	200	0.7	0.00005	1.7	0.45	0.2
95	3	1	0.001953721969147621	0.001953721969147621	0.001953721969147621	0.10195372196914762	0.10195372196914762	0.10195372196914762	0.3957143698279992	0.3957143698279992	0.3957143698279992	2903.385422971446	2903.385422971446	2903.385422971446	80.02583819359715	80.02583819359715	80.02583819359715	867.9074943067577	867.9074943067577	867.9074943067577	14.450029117544034	14.450029117544034	14.450029117544034	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999327133595734	0.09999327133595734	0.09999327133595734	0.0090914652128643	0.0090914652128643	0.0090914652128643	100	2000	200	0.7	0.00005	1.7	0.5	0.2
96	3	1	0.0017533955414022662	0.0017533955414022662	0.0017533955414022662	0.10175339554140227	0.10175339554140227	0.10175339554140227	0.3986472664764245	0.3986472664764245	0.3986472664764245	2919.2498506843876	2919.2498506843876	2919.2498506843876	72.09362433712617	72.09362433712617	72.09362433712617	867.9074943067577	867.9074943067577	867.9074943067577	14.343718487740682	14.343718487740682	14.343718487740682	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999399403845916	0.09999399403845916	0.09999399403845916	0.009091405478469601	0.009091405478469601	0.009091405478469601	100	2000	200	0.7	0.00005	1.7	0.55	0.2
97	3	1	0.0015905019154122423	0.0015905019154122423	0.0015905019154122423	0.10159050191541225	0.10159050191541225	0.10159050191541225	0.4010829779585891	0.4010829779585891	0.4010829779585891	2932.248585528875	2932.248585528875	2932.248585528875	65.59425691488259	65.59425691488259	65.59425691488259	867.9074943067577	867.9074943067577	867.9074943067577	14.256611425767254	14.256611425767254	14.256611425767254	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999457612271899	0.09999457612271899	0.09999457612271899	0.009091357367333441	0.009091357367333441	0.009091357367333441	100	2000	200	0.7	0.00005	1.7	0.6000000000000001	0.2
98	3	1	0.001455410113369212	0.001455410113369212	0.001455410113369212	0.10145541011336921	0.10145541011336921	0.10145541011336921	0.4031382339575266	0.4031382339575266	0.4031382339575266	2943.0947445477864	2943.0947445477864	2943.0947445477864	60.171177405426945	60.171177405426945	60.171177405426945	867.9074943067577	867.9074943067577	867.9074943067577	14.183929194985797	14.183929194985797	14.183929194985797	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999505507545373	0.09999505507545373	0.09999505507545373	0.009091317780731382	0.009091317780731382	0.009091317780731382	100	2000	200	0.7	0.00005	1.7	0.65	0.2
99	3	1	0.0013415412192585143	0.0013415412192585143	0.0013415412192585143	0.10134154121925851	0.10134154121925851	0.10134154121925851	0.4048958238479324	0.4048958238479324	0.4048958238479324	2952.282692413341	2952.282692413341	2952.282692413341	55.577203472649714	55.577203472649714	55.577203472649714	867.9074943067577	867.9074943067577	867.9074943067577	14.12235896113547	14.12235896113547	14.12235896113547	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999545612530687	0.09999545612530687	0.09999545612530687	0.009091284633256121	0.009091284633256121	0.009091284633256121	100	2000	200	0.7	0.00005	1.7	0.7000000000000001	0.2
100	3	1	0.001244245373167201	0.001244245373167201	0.001244245373167201	0.1012442453731672	0.1012442453731672	0.1012442453731672	0.40641611306309094	0.40641611306309094	0.40641611306309094	2960.1660324930003	2960.1660324930003	2960.1660324930003	51.63553343281996	51.63553343281996	51.63553343281996	867.9074943067577	867.9074943067577	867.9074943067577	14.069531158961496	14.069531158961496	14.069531158961496	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999579688077496	0.09999579688077496	0.09999579688077496	0.009091256469407696	0.009091256469407696	0.009091256469407696	100	2000	200	0.7	0.00005	1.7	0.75	0.2
101	3	1	0.001160141571695062	0.001160141571695062	0.001160141571695062	0.10116014157169506	0.10116014157169506	0.10116014157169506	0.40774416217460824	0.40774416217460824	0.40774416217460824	2967.0044203388793	2967.0044203388793	2967.0044203388793	48.2163395098805	48.2163395098805	48.2163395098805	867.9074943067577	867.9074943067577	867.9074943067577	14.023705785875904	14.023705785875904	14.023705785875904	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999609000848701	0.09999609000848701	0.09999609000848701	0.009091232242190089	0.009091232242190089	0.009091232242190089	100	2000	200	0.7	0.00005	1.7	0.8	0.2
102	3	1	0.0010867117029936112	0.0010867117029936112	0.0010867117029936112	0.10108671170299362	0.10108671170299362	0.10108671170299362	0.4089142927914754	0.4089142927914754	0.4089142927914754	2972.992844627654	2972.992844627654	2972.992844627654	45.22212736549304	45.22212736549304	45.22212736549304	867.9074943067577	867.9074943067577	867.9074943067577	13.98357618465808	13.98357618465808	13.98357618465808	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999634485503703	0.09999634485503703	0.09999634485503703	0.00909121117904317	0.00909121117904317	0.00909121117904317	100	2000	200	0.7	0.00005	1.7	0.8500000000000001	0.2
103	3	1	0.0010220413173731558	0.0010220413173731558	0.0010220413173731558	0.10102204131737316	0.10102204131737316	0.10102204131737316	0.4099531094260051	0.4099531094260051	0.4099531094260051	2978.2805918107224	2978.2805918107224	2978.2805918107224	42.5782537739588	42.5782537739588	42.5782537739588	867.9074943067577	867.9074943067577	867.9074943067577	13.948141957628616	13.948141957628616	13.948141957628616	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999656846890614	0.09999656846890614	0.09999656846890614	0.009091192697367467	0.009091192697367467	0.009091192697367467	100	2000	200	0.7	0.00005	1.7	0.9	0.2
104	3	1	0.0009646486885204633	0.0009646486885204633	0.0009646486885204633	0.10096464868852047	0.10096464868852047	0.10096464868852047	0.41088155452910535	0.41088155452910535	0.41088155452910535	2982.9839024414664	2982.9839024414664	2982.9839024414664	40.22659845858693	40.22659845858693	40.22659845858693	867.9074943067577	867.9074943067577	867.9074943067577	13.916624154127437	13.916624154127437	13.916624154127437	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999676626651066	0.09999676626651066	0.09999676626651066	0.009091176349467444	0.009091176349467444	0.009091176349467444	100	2000	200	0.7	0.00005	1.7	0.9500000000000001	0.2
105	3	1	0.00091336892347115	0.00091336892347115	0.00091336892347115	0.10091336892347115	0.10091336892347115	0.10091336892347115	0.4117163395879292	0.4117163395879292	0.4117163395879292	2987.194640076069	2987.194640076069	2987.194640076069	38.12122964128569	38.12122964128569	38.12122964128569	867.9074943067577	867.9074943067577	867.9074943067577	13.888407178515635	13.888407178515635	13.888407178515635	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999694247912484	0.09999694247912484	0.09999694247912484	0.009091161785608537	0.009091161785608537	0.009091161785608537	100	2000	200	0.7	0.00005	1.7	1.	0.2
106	3	0	"ros"	"Median[ros]"	"ros"	"ca"	"Median[ca]"	"ca"	"nadph"	"Median[nadph]"	"nadph"	"gsh"	"Median[gsh]"	"gsh"	"gssg"	"Median[gssg]"	"gssg"	"cys"	"Median[cys]"	"cys"	"cys2"	"Median[cys2]"	"cys2"	"glu"	"Median[glu]"	"glu"	"pptaseRed"	"Median[pptaseRed]"	"pptaseRed"	"rtkPhos"	"Median[rtkPhos]"	"rtkPhos"	100	2000	200	0.7	0.00005	1.7	0.	0.25
107	3	1	0.8831486242057055	0.8831486242057055	0.8831486242057055	0.9831486242057056	0.9831486242057056	0.9831486242057056	0.18110165415691099	0.18110165415691099	0.18110165415691099	348.04082710521203	348.04082710521203	348.04082710521203	1357.6981361267142	1357.6981361267142	1357.6981361267142	867.9074943067577	867.9074943067577	867.9074943067577	31.573892534912385	31.573892534912385	31.573892534912385	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.07976080877585251	0.07976080877585251	0.07976080877585251	0.01114071958171817	0.01114071958171817	0.01114071958171817	100	2000	200	0.7	0.00005	1.7	0.05	0.25
108	3	1	0.7225008745449274	0.7225008745449274	0.7225008745449274	0.8225008745449274	0.8225008745449274	0.8225008745449274	0.18247881811541977	0.18247881811541977	0.18247881811541977	383.5997857915036	383.5997857915036	383.5997857915036	1339.9186567835684	1339.9186567835684	1339.9186567835684	867.9074943067577	867.9074943067577	867.9074943067577	31.335605005006272	31.335605005006272	31.335605005006272	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.08415046450709368	0.08415046450709368	0.08415046450709368	0.010621296509107038	0.010621296509107038	0.010621296509107038	100	2000	200	0.7	0.00005	1.7	0.1	0.25
109	3	3	0.6326969471964736	0.06439529441784508	0.015315912715467707	0.7326969471964736	0.1643952944178451	0.1153159127154677	0.28017165764835933	0.21967062016661743	0.1834753176899803	2014.1130518100247	1175.3005221935127	408.99695266758073	1327.2200733455297	944.0682885825637	524.6620237743077	867.9074943067577	867.9074943067577	867.9074943067577	31.165413627499852	26.030263682544717	20.409217028732748	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09992401481695679	0.09945508071484306	0.0866029720562142	0.010351648388396275	0.009136167946422167	0.009097193199003692	100	2000	200	0.7	0.00005	1.7	0.15000000000000002	0.25
110	3	3	0.5654145165788054	0.13696657428614772	0.007374098991918099	0.6654145165788053	0.23696657428614773	0.10737409899191809	0.32388854729638256	0.2022803736803001	0.1843778583542561	2425.1943570745193	841.3529603406613	431.76252780525834	1315.837285776691	1111.0420695089895	319.12137114206047	867.9074943067577	867.9074943067577	867.9074943067577	31.0128570604106	28.268111543448544	17.654480882316275	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09996960302390899	0.0983981447223674	0.08842084970922326	0.010160448756075795	0.009225250142068672	0.00909342193208232	100	2000	200	0.7	0.00005	1.7	0.2	0.25
111	3	3	0.5045630871731642	0.20520410089587016	0.005041150103674697	0.6045630871731642	0.30520410089587013	0.1050411501036747	0.3461625195070805	0.19564511963343642	0.18535045744617462	2594.714106378282	698.2880746703023	456.04705733342536	1303.6950210126074	1182.5745123441689	234.36149649017923	867.9074943067577	867.9074943067577	867.9074943067577	30.85012168316712	29.226817295308276	16.51849592031935	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09998057523617042	0.09714521871615893	0.09003830732444498	0.009996170734444683	0.009333127618593276	0.009092514726828963	100	2000	200	0.7	0.00005	1.7	0.25	0.25
112	3	3	0.4324683545816941	0.28587834995943934	0.003859236661766796	0.5324683545816941	0.3858783499594393	0.10385923666176679	0.3603581653788723	0.19123590606675595	0.18676860750650712	2691.8185287412334	597.7290758010079	491.00315205407327	1286.2169736522835	1232.8540117788161	185.8092853087034	867.9074943067577	867.9074943067577	867.9074943067577	30.615874062486412	29.900682794627116	15.86778021314798	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09998566514271116	0.09543556392887947	0.09190513121777504	0.00981304854868361	0.009484465798224784	0.009092093944264981	100	2000	200	0.7	0.00005	1.7	0.30000000000000004	0.25
113	3	1	0.0031352389897673677	0.0031352389897673677	0.0031352389897673677	0.10313523898976737	0.10313523898976737	0.10313523898976737	0.37027909129656866	0.37027909129656866	0.37027909129656866	2755.261996477099	2755.261996477099	2755.261996477099	154.0875514407706	154.0875514407706	154.0875514407706	867.9074943067577	867.9074943067577	867.9074943067577	15.442633139837149	15.442633139837149	15.442633139837149	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09998862219900496	0.09998862219900496	0.09998862219900496	0.009091849502311948	0.009091849502311948	0.009091849502311948	100	2000	200	0.7	0.00005	1.7	0.35000000000000003	0.25
114	3	1	0.002643500229272197	0.002643500229272197	0.002643500229272197	0.1026435002292722	0.1026435002292722	0.1026435002292722	0.37762379009937813	0.37762379009937813	0.37762379009937813	2800.0832209917794	2800.0832209917794	2800.0832209917794	131.67693918343045	131.67693918343045	131.67693918343045	867.9074943067577	867.9074943067577	867.9074943067577	15.14227735689101	15.14227735689101	15.14227735689101	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999056009955111	0.09999056009955111	0.09999056009955111	0.009091689314927685	0.009091689314927685	0.009091689314927685	100	2000	200	0.7	0.00005	1.7	0.4	0.25
115	3	1	0.002286722993789956	0.002286722993789956	0.002286722993789956	0.10228672299378995	0.10228672299378995	0.10228672299378995	0.3832871369242919	0.3832871369242919	0.3832871369242919	2833.4710230474548	2833.4710230474548	2833.4710230474548	114.98303815559278	114.98303815559278	114.98303815559278	867.9074943067577	867.9074943067577	867.9074943067577	14.918539171781887	14.918539171781887	14.918539171781887	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999193025641517	0.09999193025641517	0.09999193025641517	0.009091576060796297	0.009091576060796297	0.009091576060796297	100	2000	200	0.7	0.00005	1.7	0.45	0.25
116	3	1	0.0020156325184585004	0.0020156325184585004	0.0020156325184585004	0.10201563251845851	0.10201563251845851	0.10201563251845851	0.3877898593398764	0.3877898593398764	0.3877898593398764	2859.3205585964133	2859.3205585964133	2859.3205585964133	102.05827038111333	102.05827038111333	102.05827038111333	867.9074943067577	867.9074943067577	867.9074943067577	14.745316383411645	14.745316383411645	14.745316383411645	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999295115605837	0.09999295115605837	0.09999295115605837	0.009091491677327548	0.009091491677327548	0.009091491677327548	100	2000	200	0.7	0.00005	1.7	0.5	0.25
117	3	1	0.0018024705728701697	0.0018024705728701697	0.0018024705728701697	0.10180247057287017	0.10180247057287017	0.10180247057287017	0.39145679494419827	0.39145679494419827	0.39145679494419827	2879.9326121383947	2879.9326121383947	2879.9326121383947	91.75224361012286	91.75224361012286	91.75224361012286	867.9074943067577	867.9074943067577	867.9074943067577	14.607190985304735	14.607190985304735	14.607190985304735	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999374166686868	0.09999374166686868	0.09999374166686868	0.009091426337951472	0.009091426337951472	0.009091426337951472	100	2000	200	0.7	0.00005	1.7	0.55	0.25
118	3	1	0.001630358569154321	0.001630358569154321	0.001630358569154321	0.10163035856915432	0.10163035856915432	0.10163035856915432	0.39450149547164143	0.39450149547164143	0.39450149547164143	2896.7558798251093	2896.7558798251093	2896.7558798251093	83.34060976676551	83.34060976676551	83.34060976676551	867.9074943067577	867.9074943067577	867.9074943067577	14.494454981492508	14.494454981492508	14.494454981492508	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999943720945715	0.0999943720945715	0.0999943720945715	0.00909137423085806	0.00909137423085806	0.00909137423085806	100	2000	200	0.7	0.00005	1.7	0.6000000000000001	0.25
119	3	1	0.0014884229632932907	0.0014884229632932907	0.0014884229632932907	0.10148842296329329	0.10148842296329329	0.10148842296329329	0.3970702812913326	0.3970702812913326	0.3970702812913326	2910.7488568318604	2910.7488568318604	2910.7488568318604	76.34412126339	76.34412126339	76.34412126339	867.9074943067577	867.9074943067577	867.9074943067577	14.400685308528008	14.400685308528008	14.400685308528008	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999488672183934	0.09999488672183934	0.09999488672183934	0.009091331695525548	0.009091331695525548	0.009091331695525548	100	2000	200	0.7	0.00005	1.7	0.65	0.25
120	3	1	0.0013693337006212753	0.0013693337006212753	0.0013693337006212753	0.10136933370062128	0.10136933370062128	0.10136933370062128	0.3992668361685405	0.3992668361685405	0.3992668361685405	2922.5713670667174	2922.5713670667174	2922.5713670667174	70.43286614596144	70.43286614596144	70.43286614596144	867.9074943067577	867.9074943067577	867.9074943067577	14.32146035748241	14.32146035748241	14.32146035748241	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999531484650585	0.09999531484650585	0.09999531484650585	0.009091296310169764	0.009091296310169764	0.009091296310169764	100	2000	200	0.7	0.00005	1.7	0.7000000000000001	0.25
121	3	1	0.0012679650493168755	0.0012679650493168755	0.0012679650493168755	0.10126796504931687	0.10126796504931687	0.10126796504931687	0.4011667142906915	0.4011667142906915	0.4011667142906915	2932.692657205272	2932.692657205272	2932.692657205272	65.3722210766841	65.3722210766841	65.3722210766841	867.9074943067577	867.9074943067577	867.9074943067577	14.253635614697997	14.253635614697997	14.253635614697997	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999567663448322	0.09999567663448322	0.09999567663448322	0.009091266407888108	0.009091266407888108	0.009091266407888108	100	2000	200	0.7	0.00005	1.7	0.75	0.25
122	3	1	0.0011806226045315263	0.0011806226045315263	0.0011806226045315263	0.10118062260453152	0.10118062260453152	0.10118062260453152	0.4028262896441659	0.4028262896441659	0.4028262896441659	2941.4556517551478	2941.4556517551478	2941.4556517551478	60.99072380174633	60.99072380174633	60.99072380174633	867.9074943067577	867.9074943067577	867.9074943067577	14.19491307604628	14.19491307604628	14.19491307604628	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999598642522912	0.09999598642522912	0.09999598642522912	0.009091240803406588	0.009091240803406588	0.009091240803406588	100	2000	200	0.7	0.00005	1.7	0.8	0.25
123	3	1	0.00110457500903226	0.00110457500903226	0.00110457500903226	0.10110457500903226	0.10110457500903226	0.10110457500903226	0.4042884875269591	0.4042884875269591	0.4042884875269591	2949.116824107581	2949.116824107581	2949.116824107581	57.16013762552961	57.16013762552961	57.16013762552961	867.9074943067577	867.9074943067577	867.9074943067577	14.143574063221077	14.143574063221077	14.143574063221077	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999625469689666	0.09999625469689666	0.09999625469689666	0.009091218630630461	0.009091218630630461	0.009091218630630461	100	2000	200	0.7	0.00005	1.7	0.8500000000000001	0.25
124	3	1	0.0010377586198333062	0.0010377586198333062	0.0010377586198333062	0.1010377586198333	0.1010377586198333	0.1010377586198333	0.4055865739114113	0.4055865739114113	0.4055865739114113	2955.871848360703	2955.871848360703	2955.871848360703	53.782625498968564	53.782625498968564	53.782625498968564	867.9074943067577	867.9074943067577	867.9074943067577	14.09830732585869	14.09830732585869	14.09830732585869	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999964892855972	0.0999964892855972	0.0999964892855972	0.009091199241855611	0.009091199241855611	0.009091199241855611	100	2000	200	0.7	0.00005	1.7	0.9	0.25
125	3	1	0.0009785847896135987	0.0009785847896135987	0.0009785847896135987	0.10097858478961359	0.10097858478961359	0.10097858478961359	0.40674673043505455	0.40674673043505455	0.40674673043505455	2961.8726214990857	2961.8726214990857	2961.8726214990857	50.78223892977733	50.78223892977733	50.78223892977733	867.9074943067577	867.9074943067577	867.9074943067577	14.058094972586844	14.058094972586844	14.058094972586844	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999669616967413	0.09999669616967413	0.09999669616967413	0.009091182142938746	0.009091182142938746	0.009091182142938746	100	2000	200	0.7	0.00005	1.7	0.9500000000000001	0.25
126	3	1	0.0009258103740793798	0.0009258103740793798	0.0009258103740793798	0.10092581037407938	0.10092581037407938	0.10092581037407938	0.40778984654423933	0.40778984654423933	0.40778984654423933	2967.2388657515794	2967.2388657515794	2967.2388657515794	48.099116803530336	48.099116803530336	48.099116803530336	867.9074943067577	867.9074943067577	867.9074943067577	14.022134721357872	14.022134721357872	14.022134721357872	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999687999001569	0.09999687999001569	0.09999687999001569	0.009091166950287765	0.009091166950287765	0.009091166950287765	100	2000	200	0.7	0.00005	1.7	1.	0.25
127	3	0	"ros"	"Median[ros]"	"ros"	"ca"	"Median[ca]"	"ca"	"nadph"	"Median[nadph]"	"nadph"	"gsh"	"Median[gsh]"	"gsh"	"gssg"	"Median[gssg]"	"gssg"	"cys"	"Median[cys]"	"cys"	"cys2"	"Median[cys2]"	"cys2"	"glu"	"Median[glu]"	"glu"	"pptaseRed"	"Median[pptaseRed]"	"pptaseRed"	"rtkPhos"	"Median[rtkPhos]"	"rtkPhos"	100	2000	200	0.7	0.00005	1.7	0.	0.30000000000000004
128	3	1	0.9321504482778009	0.9321504482778009	0.9321504482778009	1.032150448277801	1.032150448277801	1.032150448277801	0.17966088175935424	0.17966088175935424	0.17966088175935424	310.25597745683035	310.25597745683035	310.25597745683035	1376.590560950905	1376.590560950905	1376.590560950905	867.9074943067577	867.9074943067577	867.9074943067577	31.82709619506506	31.82709619506506	31.82709619506506	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.07689671880276307	0.07689671880276307	0.07689671880276307	0.011507914381321876	0.011507914381321876	0.011507914381321876	100	2000	200	0.7	0.00005	1.7	0.05	0.30000000000000004
129	3	1	0.7651324956282441	0.7651324956282441	0.7651324956282441	0.8651324956282441	0.8651324956282441	0.8651324956282441	0.1808518517053647	0.1808518517053647	0.1808518517053647	341.53279656849855	341.53279656849855	341.53279656849855	1360.9521513950708	1360.9521513950708	1360.9521513950708	867.9074943067577	867.9074943067577	867.9074943067577	31.617504119121822	31.617504119121822	31.617504119121822	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.08169741102184977	0.08169741102184977	0.08169741102184977	0.010905433303473737	0.010905433303473737	0.010905433303473737	100	2000	200	0.7	0.00005	1.7	0.1	0.30000000000000004
130	3	1	0.6745554219674611	0.6745554219674611	0.6745554219674611	0.7745554219674611	0.7745554219674611	0.7745554219674611	0.18168086110310627	0.18168086110310627	0.18168086110310627	363.0618818022269	363.0618818022269	363.0618818022269	1350.1876087782066	1350.1876087782066	1350.1876087782066	867.9074943067577	867.9074943067577	867.9074943067577	31.47323351247267	31.47323351247267	31.47323351247267	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.08433151867114513	0.08433151867114513	0.08433151867114513	0.01060091064033604	0.01060091064033604	0.01060091064033604	100	2000	200	0.7	0.00005	1.7	0.15000000000000002	0.30000000000000004
131	3	3	0.6097436491179665	0.09485315227356655	0.008810330794388133	0.7097436491179665	0.19485315227356653	0.10881033079438814	0.3019322746501159	0.20587253943113637	0.18238761064137093	2233.613660779339	914.9571374602587	381.2613745094031	1341.0878624246186	1074.2399809491908	414.91171928965053	867.9074943067577	867.9074943067577	867.9074943067577	31.3512751559022	27.774875571289368	18.938300560519362	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999605712610614	0.09897394205558388	0.08621224847372125	0.010393687039474327	0.009176505696104252	0.009094168832807023	100	2000	200	0.7	0.00005	1.7	0.2	0.30000000000000004
132	3	3	0.5558470943964346	0.15189935790278375	0.005587941685627329	0.6558470943964346	0.2518993579027837	0.10558794168562734	0.3296118278849333	0.1974330694819158	0.18307006697779782	2470.939492911533	737.7851264288198	398.70193584305565	1332.3675817577923	1162.82598646491	296.2488032235537	867.9074943067577	867.9074943067577	867.9074943067577	31.234402546750847	28.96213983427398	17.347933789079153	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09997739046911408	0.09798267744146641	0.08776439721113671	0.010228672487391824	0.009260744627693315	0.009092778031324893	100	2000	200	0.7	0.00005	1.7	0.25	0.30000000000000004
133	3	3	0.5049454171874485	0.20851486782357603	0.004149574709684756	0.6049454171874484	0.308514867823576	0.10414957470968476	0.34684794992163764	0.19290892153672987	0.1838157024444169	2599.5853792633775	636.4260019446103	417.6090336760952	1322.9140328412725	1213.505548707015	231.92586004763143	867.9074943067577	867.9074943067577	867.9074943067577	31.1077023899753	29.641367131672308	16.48585256893416	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09998404009933748	0.09682759760679721	0.08921295534302356	0.010079328818928465	0.009360876986869283	0.009092228282365342	100	2000	200	0.7	0.00005	1.7	0.30000000000000004	0.30000000000000004
