"i"	"xct"	"nStableState"	"rosmax"	"rosmd"	"rosmin"	"camax"	"camd"	"camin"	"nadphmax"	"nadphmd"	"nadphmin"	"gshmax"	"gshmd"	"gshmin"	"gssgmax"	"gssgmd"	"gssgmin"	"cysmax"	"cysmd"	"cysmin"	"cys2max"	"cys2md"	"cys2min"	"glumax"	"glumd"	"glumin"	"pptaseRedmax"	"pptaseRedmd"	"pptaseRedmin"	"rtkPhosmax"	"rtkPhosmd"	"rtkPhosmin"	"glc"	"gln"	"cys2o"	"switchNadphRed"	"kGshPro"	"kGshRed"
45	3	1	0.0010494140121891976	0.0010494140121891976	0.0010494140121891976	0.1010494140121892	0.1010494140121892	0.1010494140121892	0.6639556411741601	0.6639556411741601	0.6639556411741601	2818.2342083089798	2818.2342083089798	2818.2342083089798	122.60144552483011	122.60144552483011	122.60144552483011	867.9074943067577	867.9074943067577	867.9074943067577	8.612147878031637	8.612147878031637	8.612147878031637	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999627648073409	0.09999627648073409	0.09999627648073409	0.009091216830191073	0.009091216830191073	0.009091216830191073	440	2000	200	0.7	0.00005	1.7
46	3	1	0.0010489936878384858	0.0010489936878384858	0.0010489936878384858	0.10104899368783848	0.10104899368783848	0.10104899368783848	0.6678270531735735	0.6678270531735735	0.6678270531735735	2819.501121260339	2819.501121260339	2819.501121260339	121.9679890491507	121.9679890491507	121.9679890491507	867.9074943067577	867.9074943067577	867.9074943067577	8.562223017280196	8.562223017280196	8.562223017280196	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999627964446041	0.09999627964446041	0.09999627964446041	0.009091216568708394	0.009091216568708394	0.009091216568708394	450	2000	200	0.7	0.00005	1.7
47	3	1	0.001048611742394852	0.001048611742394852	0.001048611742394852	0.10104861174239485	0.10104861174239485	0.10104861174239485	0.6715716937184758	0.6715716937184758	0.6715716937184758	2820.710166914595	2820.710166914595	2820.710166914595	121.36346622202261	121.36346622202261	121.36346622202261	867.9074943067577	867.9074943067577	867.9074943067577	8.514480612761218	8.514480612761218	8.514480612761218	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999628259303801	0.09999628259303801	0.09999628259303801	0.009091216325007815	0.009091216325007815	0.009091216325007815	460	2000	200	0.7	0.00005	1.7
48	3	1	0.001048265364495253	0.001048265364495253	0.001048265364495253	0.10104826536449525	0.10104826536449525	0.10104826536449525	0.6751956867926452	0.6751956867926452	0.6751956867926452	2821.8650797918835	2821.8650797918835	2821.8650797918835	120.78600978337828	120.78600978337828	120.78600978337828	867.9074943067577	867.9074943067577	867.9074943067577	8.46878064847772	8.46878064847772	8.46878064847772	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999628534180276	0.09999628534180276	0.09999628534180276	0.009091216097821826	0.009091216097821826	0.009091216097821826	470	2000	200	0.7	0.00005	1.7
49	3	1	0.0010479519895571995	0.0010479519895571995	0.0010479519895571995	0.1010479519895572	0.1010479519895572	0.1010479519895572	0.6787047683880572	0.6787047683880572	0.6787047683880572	2822.9692824901704	2822.9692824901704	2822.9692824901704	120.23390843423503	120.23390843423503	120.23390843423503	867.9074943067577	867.9074943067577	867.9074943067577	8.42499483217981	8.42499483217981	8.42499483217981	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999628790474245	0.09999628790474245	0.09999628790474245	0.009091215885994328	0.009091215885994328	0.009091215885994328	480	2000	200	0.7	0.00005	1.7
50	3	1	0.0010476692737423038	0.0010476692737423038	0.0010476692737423038	0.1010476692737423	0.1010476692737423	0.1010476692737423	0.6821043167330038	0.6821043167330038	0.6821043167330038	2824.025917517444	2824.025917517444	2824.025917517444	119.705590920598	119.705590920598	119.705590920598	867.9074943067577	867.9074943067577	867.9074943067577	8.383005393709313	8.383005393709313	8.383005393709313	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999629029464002	0.09999629029464002	0.09999629029464002	0.009091215688468804	0.009091215688468804	0.009091215688468804	490	2000	200	0.7	0.00005	1.7
51	3	1	0.0010474150711347002	0.0010474150711347002	0.0010474150711347002	0.1010474150711347	0.1010474150711347	0.1010474150711347	0.6853993797398195	0.6853993797398195	0.6853993797398195	2825.0378753061304	2825.0378753061304	2825.0378753061304	119.19961202625488	119.19961202625488	119.19961202625488	867.9074943067577	867.9074943067577	867.9074943067577	8.34270402814748	8.34270402814748	8.34270402814748	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999629252319903	0.09999629252319903	0.09999629252319903	0.009091215504277954	0.009091215504277954	0.009091215504277954	500	2000	200	0.7	0.00005	1.7
52	3	1	0.0010471874136810768	0.0010471874136810768	0.0010471874136810768	0.10104718741368107	0.10104718741368107	0.10104718741368107	0.6885946999657669	0.6885946999657669	0.6885946999657669	2826.0078189332926	2826.0078189332926	2826.0078189332926	118.71464021267387	118.71464021267387	118.71464021267387	867.9074943067577	867.9074943067577	867.9074943067577	8.30399096381289	8.30399096381289	8.30399096381289	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999629460115365	0.09999629460115365	0.09999629460115365	0.009091215332534593	0.009091215332534593	0.009091215332534593	510	2000	200	0.7	0.00005	1.7
53	3	1	0.0010469844935106117	0.0010469844935106117	0.0010469844935106117	0.10104698449351061	0.10104698449351061	0.10104698449351061	0.6916947373457892	0.6916947373457892	0.6916947373457892	2826.9382059897403	2826.9382059897403	2826.9382059897403	118.24944668444999	118.24944668444999	118.24944668444999	867.9074943067577	867.9074943067577	867.9074943067577	8.266774138237537	8.266774138237537	8.266774138237537	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999629653836573	0.09999629653836573	0.09999629653836573	0.00909121517242364	0.00909121517242364	0.00909121517242364	520	2000	200	0.7	0.00005	1.7
54	3	1	0.001046804647312213	0.001046804647312213	0.001046804647312213	0.10104680464731221	0.10104680464731221	0.10104680464731221	0.6947036899255606	0.6947036899255606	0.6947036899255606	2827.831307974327	2827.831307974327	2827.831307974327	117.80289569215664	117.80289569215664	117.80289569215664	867.9074943067577	867.9074943067577	867.9074943067577	8.230968467805152	8.230968467805152	8.230968467805152	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999629834391023	0.09999629834391023	0.09999629834391023	0.009091215023195038	0.009091215023195038	0.009091215023195038	530	2000	200	0.7	0.00005	1.7
55	3	1	0.0010466463424954652	0.0010466463424954652	0.0010466463424954652	0.10104664634249547	0.10104664634249547	0.10104664634249547	0.6976255127969236	0.6976255127969236	0.6976255127969236	2828.6892275340283	2828.6892275340283	2828.6892275340283	117.37393591230591	117.37393591230591	117.37393591230591	867.9074943067577	867.9074943067577	867.9074943067577	8.196495198864223	8.196495198864223	8.196495198864223	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999630002615112	0.09999630002615112	0.09999630002615112	0.00909121488415751	0.00909121488415751	0.00909121488415751	540	2000	200	0.7	0.00005	1.7
56	3	1	0.0010465081649024723	0.0010465081649024723	0.0010465081649024723	0.10104650816490247	0.10104650816490247	0.10104650816490247	0.7004639354148133	0.7004639354148133	0.7004639354148133	2829.513913823804	2829.513913823804	2829.513913823804	116.96159276741804	116.96159276741804	116.96159276741804	867.9074943067577	867.9074943067577	867.9074943067577	8.163281329907354	8.163281329907354	8.163281329907354	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999963015928084	0.0999963015928084	0.0999963015928084	0.009091214754672994	0.009091214754672994	0.009091214754672994	550	2000	200	0.7	0.00005	1.7
57	3	1	0.0010463888078718626	0.0010463888078718626	0.0010463888078718626	0.10104638880787187	0.10104638880787187	0.10104638880787187	0.7032224774546816	0.7032224774546816	0.7032224774546816	2830.307176221129	2830.307176221129	2830.307176221129	116.56496156875559	116.56496156875559	116.56496156875559	867.9074943067577	867.9074943067577	867.9074943067577	8.13125909590066	8.13125909590066	8.13125909590066	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999630305101793	0.09999630305101793	0.09999630305101793	0.009091214634151705	0.009091214634151705	0.009091214634151705	560	2000	200	0.7	0.00005	1.7
58	3	1	0.0010462870624847848	0.0010462870624847848	0.0010462870624847848	0.10104628706248478	0.10104628706248478	0.10104628706248478	0.7059044633518481	0.7059044633518481	0.7059044633518481	2831.0706965971435	2831.0706965971435	2831.0706965971435	116.18320138074843	116.18320138074843	116.18320138074843	867.9074943067577	867.9074943067577	867.9074943067577	8.100365507102735	8.100365507102735	8.100365507102735	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999963044073847	0.0999963044073847	0.0999963044073847	0.009091214522047746	0.009091214522047746	0.009091214522047746	570	2000	200	0.7	0.00005	1.7
59	3	1	0.0010462018088467566	0.0010462018088467566	0.0010462018088467566	0.10104620180884676	0.10104620180884676	0.10104620180884676	0.7085130356487623	0.7085130356487623	0.7085130356487623	2831.806040318533	2831.806040318533	2831.806040318533	115.8155295200536	115.8155295200536	115.8155295200536	867.9074943067577	867.9074943067577	867.9074943067577	8.070541935773015	8.070541935773015	8.070541935773015	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999963056680303	0.0999963056680303	0.0999963056680303	0.009091214417855159	0.009091214417855159	0.009091214417855159	580	2000	200	0.7	0.00005	1.7
60	3	1	0.0010461320082795044	0.0010461320082795044	0.0010461320082795044	0.1010461320082795	0.1010461320082795	0.1010461320082795	0.7110511672626029	0.7110511672626029	0.7110511672626029	2832.5146661306608	2832.5146661306608	2832.5146661306608	115.46121661398965	115.46121661398965	115.46121661398965	867.9074943067577	867.9074943067577	867.9074943067577	8.041733745067313	8.041733745067313	8.041733745067313	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999630683863552	0.09999630683863552	0.09999630683863552	0.00909121432110443	0.00909121432110443	0.00909121432110443	590	2000	200	0.7	0.00005	1.7
61	3	1	0.0010460766963141005	0.0010460766963141005	0.0010460766963141005	0.1010460766963141	0.1010460766963141	0.1010460766963141	0.7135216727736878	0.7135216727736878	0.7135216727736878	2833.197935052414	2833.197935052414	2833.197935052414	115.11958215311326	115.11958215311326	115.11958215311326	867.9074943067577	867.9074943067577	867.9074943067577	8.013889955181247	8.013889955181247	8.013889955181247	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999630792447846	0.09999630792447846	0.09999630792447846	0.009091214231359317	0.009091214231359317	0.009091214231359317	600	2000	200	0.7	0.00005	1.7
62	3	1	0.001046034976391286	0.001046034976391286	0.001046034976391286	0.10104603497639128	0.10104603497639128	0.10104603497639128	0.7159272188246301	0.7159272188246301	0.7159272188246301	2833.8571183961267	2833.8571183961267	2833.8571183961267	114.78999048125677	114.78999048125677	114.78999048125677	867.9074943067577	867.9074943067577	867.9074943067577	7.986962942452185	7.986962942452185	7.986962942452185	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999630893046894	0.09999630893046894	0.09999630893046894	0.009091214148214026	0.009091214148214026	0.009091214148214026	610	2000	200	0.7	0.00005	1.7
63	3	1	0.0010460060141872778	0.0010460060141872778	0.0010460060141872778	0.10104600601418728	0.10104600601418728	0.10104600601418728	0.7182703337108713	0.7182703337108713	0.7182703337108713	2834.493405011335	2834.493405011335	2834.493405011335	114.47184717365242	114.47184717365242	114.47184717365242	867.9074943067577	867.9074943067577	867.9074943067577	7.960908167685655	7.960908167685655	7.960908167685655	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999630986117922	0.09999630986117922	0.09999630986117922	0.009091214071290661	0.009091214071290661	0.009091214071290661	620	2000	200	0.7	0.00005	1.7
64	3	1	0.0010459890324939684	0.0010459890324939684	0.0010459890324939684	0.10104598903249397	0.10104598903249397	0.10104598903249397	0.7205534162349673	0.7205534162349673	0.7205534162349673	2835.107907838564	2835.107907838564	2835.107907838564	114.16459576003811	114.16459576003811	114.16459576003811	867.9074943067577	867.9074943067577	867.9074943067577	7.935683930447914	7.935683930447914	7.935683930447914	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999963107208719	0.0999963107208719	0.0999963107208719	0.009091214000236913	0.009091214000236913	0.009091214000236913	630	2000	200	0.7	0.00005	1.7
65	3	1	0.0010459833065915	0.0010459833065915	0.0010459833065915	0.1010459833065915	0.1010459833065915	0.1010459833065915	0.722778743889706	0.722778743889706	0.722778743889706	2835.701669848594	2835.701669848594	2835.701669848594	113.86771475502306	113.86771475502306	113.86771475502306	867.9074943067577	867.9074943067577	867.9074943067577	7.911251146474972	7.911251146474972	7.911251146474972	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631151352502	0.09999631151352502	0.09999631151352502	0.009091213934723997	0.009091213934723997	0.009091213934723997	640	2000	200	0.7	0.00005	1.7
66	3	1	0.001045988160058999	0.001045988160058999	0.001045988160058999	0.101045988160059	0.101045988160059	0.101045988160059	0.7249484804286478	0.7249484804286478	0.7249484804286478	2836.2756694333757	2836.2756694333757	2836.2756694333757	113.58071496263233	113.58071496263233	113.58071496263233	867.9074943067577	867.9074943067577	867.9074943067577	7.887573145700211	7.887573145700211	7.887573145700211	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631224285488	0.09999631224285488	0.09999631224285488	0.00909121387444476	0.00909121387444476	0.00909121387444476	650	2000	200	0.7	0.00005	1.7
67	3	1	0.0010460029609759606	0.0010460029609759606	0.0010460029609759606	0.10104600296097596	0.10104600296097596	0.10104600296097596	0.7270646828769002	0.7270646828769002	0.7270646828769002	2836.8308253067244	2836.8308253067244	2836.8308253067244	113.30313702595801	113.30313702595801	113.30313702595801	867.9074943067577	867.9074943067577	867.9074943067577	7.864615488706539	7.864615488706539	7.864615488706539	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631291233656	0.09999631291233656	0.09999631291233656	0.009091213819111984	0.009091213819111984	0.009091213819111984	660	2000	200	0.7	0.00005	1.7
68	3	1	0.0010460271184725707	0.0010460271184725707	0.0010460271184725707	0.10104602711847258	0.10104602711847258	0.10104602711847258	0.7291293080298126	0.7291293080298126	0.7291293080298126	2837.368000966013	2837.368000966013	2837.368000966013	113.03454919631362	113.03454919631362	113.03454919631362	867.9074943067577	867.9074943067577	867.9074943067577	7.842345799671759	7.842345799671759	7.842345799671759	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631352522273	0.09999631352522273	0.09999631352522273	0.00909121376845684	0.00909121376845684	0.00909121376845684	670	2000	200	0.7	0.00005	1.7
69	3	1	0.0010460600795922587	0.0010460600795922587	0.0010460600795922587	0.10104606007959226	0.10104606007959226	0.10104606007959226	0.7311442184826811	0.7311442184826811	0.7311442184826811	2837.88800876004	2837.88800876004	2837.88800876004	112.77454529930007	112.77454529930007	112.77454529930007	867.9074943067577	867.9074943067577	867.9074943067577	7.820733614103827	7.820733614103827	7.820733614103827	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631408456053	0.09999631408456053	0.09999631408456053	0.009091213722227477	0.009091213722227477	0.009091213722227477	680	2000	200	0.7	0.00005	1.7
70	3	1	0.0010461013264341152	0.0010461013264341152	0.0010461013264341152	0.10104610132643412	0.10104610132643412	0.10104610132643412	0.7331111882304728	0.7331111882304728	0.7331111882304728	2838.3916136030225	2838.3916136030225	2838.3916136030225	112.52274287780894	112.52274287780894	112.52274287780894	867.9074943067577	867.9074943067577	867.9074943067577	7.7997502398606775	7.7997502398606775	7.7997502398606775	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631459320721	0.09999631459320721	0.09999631459320721	0.009091213680187745	0.009091213680187745	0.009091213680187745	690	2000	200	0.7	0.00005	1.7
71	3	1	0.0010461503735465895	0.0010461503735465895	0.0010461503735465895	0.10104615037354658	0.10104615037354658	0.10104615037354658	0.7350319078729016	0.7350319078729016	0.7350319078729016	2838.8795363700965	2838.8795363700965	2838.8795363700965	112.27878149427194	112.27878149427194	112.27878149427194	867.9074943067577	867.9074943067577	867.9074943067577	7.779368630122002	7.779368630122002	7.779368630122002	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999963150538441	0.0999963150538441	0.0999963150538441	0.00909121364211603	0.00909121364211603	0.00909121364211603	700	2000	200	0.7	0.00005	1.7
72	3	1	0.0010462067655471585	0.0010462067655471585	0.0010462067655471585	0.10104620676554715	0.10104620676554715	0.10104620676554715	0.736907989456923	0.736907989456923	0.736907989456923	2839.352457005726	2839.352457005726	2839.352457005726	112.04232117645708	112.04232117645708	112.04232117645708	867.9074943067577	867.9074943067577	867.9074943067577	7.759563267130836	7.759563267130836	7.759563267130836	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999963154689896	0.0999963154689896	0.0999963154689896	0.009091213607804184	0.009091213607804184	0.009091213607804184	710	2000	200	0.7	0.00005	1.7
73	3	1	0.0010462700749455313	0.0010462700749455313	0.0010462700749455313	0.10104627007494553	0.10104627007494553	0.10104627007494553	0.7387409709857643	0.7387409709857643	0.7387409709857643	2839.811017372928	2839.811017372928	2839.811017372928	111.8130409928562	111.8130409928562	111.8130409928562	867.9074943067577	867.9074943067577	867.9074943067577	7.74031005565463	7.74031005565463	7.74031005565463	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631584101094	0.09999631584101094	0.09999631584101094	0.00909121357705656	0.00909121357705656	0.00909121357705656	720	2000	200	0.7	0.00005	1.7
74	3	1	0.0010463399001504623	0.0010463399001504623	0.0010463399001504623	0.10104633990015047	0.10104633990015047	0.10104633990015047	0.7405323206209672	0.7405323206209672	0.7405323206209672	2840.2558238681636	2840.2558238681636	2840.2558238681636	111.59063774523825	111.59063774523825	111.59063774523825	867.9074943067577	867.9074943067577	867.9074943067577	7.721586225230959	7.721586225230959	7.721586225230959	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631617213495	0.09999631617213495	0.09999631617213495	0.009091213549689106	0.009091213549689106	0.009091213549689106	730	2000	200	0.7	0.00005	1.7
75	3	1	0.0010464158636424338	0.0010464158636424338	0.0010464158636424338	0.10104641586364244	0.10104641586364244	0.10104641586364244	0.7422834406015503	0.7422834406015503	0.7422834406015503	2840.6874498240727	2840.6874498240727	2840.6874498240727	111.37482476728384	111.37482476728384	111.37482476728384	867.9074943067577	867.9074943067577	867.9074943067577	7.703370240364263	7.703370240364263	7.703370240364263	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631646445792	0.09999631646445792	0.09999631646445792	0.009091213525528564	0.009091213525528564	0.009091213525528564	740	2000	200	0.7	0.00005	1.7
76	3	1	0.0010464976102964086	0.0010464976102964086	0.0010464976102964086	0.10104649761029641	0.10104649761029641	0.10104649761029641	0.7439956709022493	0.7439956709022493	0.7439956709022493	2841.106437719838	2841.106437719838	2841.106437719838	111.16533081940106	111.16533081940106	111.16533081940106	867.9074943067577	867.9074943067577	867.9074943067577	7.685641717929369	7.685641717929369	7.685641717929369	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631671995474	0.09999631671995474	0.09999631671995474	0.009091213504411711	0.009091213504411711	0.009091213504411711	750	2000	200	0.7	0.00005	1.7
77	3	1	0.0010465848058405353	0.0010465848058405353	0.0010465848058405353	0.10104658480584054	0.10104658480584054	0.10104658480584054	0.7456702926508808	0.7456702926508808	0.7456702926508808	2841.5133012169163	2841.5133012169163	2841.5133012169163	110.96189907086189	110.96189907086189	110.96189907086189	867.9074943067577	867.9074943067577	867.9074943067577	7.668381351115936	7.668381351115936	7.668381351115936	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631694048715	0.09999631694048715	0.09999631694048715	0.009091213486184671	0.009091213486184671	0.009091213486184671	760	2000	200	0.7	0.00005	1.7
78	3	1	0.0010466771354381967	0.0010466771354381967	0.0010466771354381967	0.10104667713543819	0.10104667713543819	0.10104667713543819	0.7473085313231221	0.7473085313231221	0.7473085313231221	2841.908527035998	2841.908527035998	2841.908527035998	110.76428616132117	110.76428616132117	110.76428616132117	867.9074943067577	867.9074943067577	867.9074943067577	7.651570839317483	7.651570839317483	7.651570839317483	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631712781148	0.09999631712781148	0.09999631712781148	0.009091213470702283	0.009091213470702283	0.009091213470702283	770	2000	200	0.7	0.00005	1.7
79	3	1	0.0010467743023820965	0.0010467743023820965	0.0010467743023820965	0.1010467743023821	0.1010467743023821	0.1010467743023821	0.7489115597314383	0.7489115597314383	0.7489115597314383	2842.292576689455	2842.292576689455	2842.292576689455	110.5722613345925	110.5722613345925	110.5722613345925	867.9074943067577	867.9074943067577	867.9074943067577	7.635192823429908	7.635192823429908	7.635192823429908	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631728358568	0.09999631728358568	0.09999631728358568	0.009091213457827521	0.009091213457827521	0.009091213457827521	780	2000	200	0.7	0.00005	1.7
80	3	1	0.0010468760268902556	0.0010468760268902556	0.0010468760268902556	0.10104687602689026	0.10104687602689026	0.10104687602689026	0.7504805008234618	0.7504805008234618	0.7504805008234618	2842.6658880820846	2842.6658880820846	2842.6658880820846	110.38560563827771	110.38560563827771	110.38560563827771	867.9074943067577	867.9074943067577	867.9074943067577	7.619230826078799	7.619230826078799	7.619230826078799	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631740937577	0.09999631740937577	0.09999631740937577	0.00909121344743095	0.00909121344743095	0.00909121344743095	790	2000	200	0.7	0.00005	1.7
81	3	1	0.0010469820449948142	0.0010469820449948142	0.0010469820449948142	0.10104698204499482	0.10104698204499482	0.10104698204499482	0.7520164303038449	0.7520164303038449	0.7520164303038449	2843.0288769916665	2843.0288769916665	2843.0288769916665	110.20411118348682	110.20411118348682	110.20411118348682	867.9074943067577	867.9074943067577	867.9074943067577	7.603669196343012	7.603669196343012	7.603669196343012	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631750666194	0.09999631750666194	0.09999631750666194	0.009091213439390233	0.009091213439390233	0.009091213439390233	800	2000	200	0.7	0.00005	1.7
82	3	1	0.0010470921075154537	0.0010470921075154537	0.0010470921075154537	0.10104709210751546	0.10104709210751546	0.10104709210751546	0.753520379092437	0.753520379092437	0.753520379092437	2843.3819384397325	2843.3819384397325	2843.3819384397325	110.02758045945387	110.02758045945387	110.02758045945387	867.9074943067577	867.9074943067577	867.9074943067577	7.5884930585848425	7.5884930585848425	7.5884930585848425	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631757684399	0.09999631757684399	0.09999631757684399	0.009091213433589675	0.009091213433589675	0.009091213433589675	810	2000	200	0.7	0.00005	1.7
83	3	1	0.0010472059791100674	0.0010472059791100674	0.0010472059791100674	0.10104720597911007	0.10104720597911007	0.10104720597911007	0.7549933356305863	0.7549933356305863	0.7549933356305863	2843.725447961917	2843.725447961917	2843.725447961917	109.85582569836157	109.85582569836157	109.85582569836157	867.9074943067577	867.9074943067577	867.9074943067577	7.57368826503523	7.57368826503523	7.57368826503523	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631762124658	0.09999631762124658	0.09999631762124658	0.009091213429919795	0.009091213429919795	0.009091213429919795	820	2000	200	0.7	0.00005	1.7
84	3	1	0.0010473234373960286	0.0010473234373960286	0.0010473234373960286	0.10104732343739603	0.10104732343739603	0.10104732343739603	0.7564362480463952	0.7564362480463952	0.7564362480463952	2844.0597627863626	2844.0597627863626	2844.0597627863626	109.68866828613876	109.68866828613876	109.68866828613876	867.9074943067577	867.9074943067577	867.9074943067577	7.559241351816425	7.559241351816425	7.559241351816425	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631764112384	0.09999631764112384	0.09999631764112384	0.009091213428276936	0.009091213428276936	0.009091213428276936	830	2000	200	0.7	0.00005	1.7
85	3	1	0.0010474442721360518	0.0010474442721360518	0.0010474442721360518	0.10104744427213605	0.10104744427213605	0.10104744427213605	0.757850026188889	0.757850026188889	0.757850026188889	2844.3852229278423	2844.3852229278423	2844.3852229278423	109.52593821539892	109.52593821539892	109.52593821539892	867.9074943067577	867.9074943067577	867.9074943067577	7.545139498114873	7.545139498114873	7.545139498114873	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631763766387	0.09999631763766387	0.09999631763766387	0.009091213428562903	0.009091213428562903	0.009091213428562903	840	2000	200	0.7	0.00005	1.7
86	3	1	0.0010475682844832178	0.0010475682844832178	0.0010475682844832178	0.10104756828448322	0.10104756828448322	0.10104756828448322	0.7592355435402691	0.7592355435402691	0.7592355435402691	2844.702152204546	2844.702152204546	2844.702152204546	109.36747357704705	109.36747357704705	109.36747357704705	867.9074943067577	867.9074943067577	867.9074943067577	7.531370488244133	7.531370488244133	7.531370488244133	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631761199275	0.09999631761199275	0.09999631761199275	0.009091213430684624	0.009091213430684624	0.009091213430684624	850	2000	200	0.7	0.00005	1.7
87	3	1	0.0010476952862802469	0.0010476952862802469	0.0010476952862802469	0.10104769528628024	0.10104769528628024	0.10104769528628024	0.7605936390146806	0.7605936390146806	0.7605936390146806	2845.0108591838252	2845.0108591838252	2845.0108591838252	109.21312008740755	109.21312008740755	109.21312008740755	867.9074943067577	867.9074943067577	867.9074943067577	7.517922676362022	7.517922676362022	7.517922676362022	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631756517836	0.09999631756517836	0.09999631756517836	0.009091213434553842	0.009091213434553842	0.009091213434553842	860	2000	200	0.7	0.00005	1.7
88	3	1	0.0010478250994085633	0.0010478250994085633	0.0010478250994085633	0.10104782509940856	0.10104782509940856	0.10104782509940856	0.761925118651279	0.761925118651279	0.761925118651279	2845.3116380626147	2845.3116380626147	2845.3116380626147	109.06273064801276	109.06273064801276	109.06273064801276	867.9074943067577	867.9074943067577	867.9074943067577	7.504784953627776	7.504784953627776	7.504784953627776	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999963174982339	0.0999963174982339	0.0999963174982339	0.009091213440086812	0.009091213440086812	0.009091213440086812	870	2000	200	0.7	0.00005	1.7
89	3	1	0.0010479575551831097	0.0010479575551831097	0.0010479575551831097	0.10104795755518312	0.10104795755518312	0.10104795755518312	0.7632307572087705	0.7632307572087705	0.7632307572087705	2845.604769487733	2845.604769487733	2845.604769487733	108.91616493545372	108.91616493545372	108.91616493545372	867.9074943067577	867.9074943067577	867.9074943067577	7.491946717604672	7.491946717604672	7.491946717604672	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631741212112	0.09999631741212112	0.09999631741212112	0.009091213447204047	0.009091213447204047	0.009091213447204047	880	2000	200	0.7	0.00005	1.7
90	3	1	0.0010480924937892359	0.0010480924937892359	0.0010480924937892359	0.10104809249378924	0.10104809249378924	0.10104809249378924	0.7645112996680474	0.7645112996680474	0.7645112996680474	2845.8905213207863	2845.8905213207863	2845.8905213207863	108.77328901892695	108.77328901892695	108.77328901892695	867.9074943067577	867.9074943067577	867.9074943067577	7.479397843730998	7.479397843730998	7.479397843730998	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631730775337	0.09999631730775337	0.09999631730775337	0.009091213455830058	0.009091213455830058	0.009091213455830058	890	2000	200	0.7	0.00005	1.7
91	3	1	0.0010482297637583204	0.0010482297637583204	0.0010482297637583204	0.10104822976375832	0.10104822976375832	0.10104822976375832	0.7657674626490417	0.7657674626490417	0.7657674626490417	2846.169149351995	2846.169149351995	2846.169149351995	108.63397500332252	108.63397500332252	108.63397500332252	867.9074943067577	867.9074943067577	867.9074943067577	7.467128658698088	7.467128658698088	7.467128658698088	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631718599845	0.09999631718599845	0.09999631718599845	0.009091213465893122	0.009091213465893122	0.009091213465893122	900	2000	200	0.7	0.00005	1.7
