"t"	"glc"	"gln"	"cys2o"	"xct"	"x"	"ros[t]"	"ca[t]"	"gsh[t]"	"gssg[t]"	"nadph[t]"	"cys2[t]"	"cys[t]"	"pptaseRed[t]"	"tkPhos[t]"	"glu[t]"	"ros'[t]"	"ca'[t]"	"gsh'[t]"	"gssg'[t]"	"nadph'[t]"	"cys2'[t]"	"cys'[t]"	"pptaseRed'[t]"	"tkPhos'[t]"	"glu'[t]"
359	0	250.	25.	3	0.125	0.7808417505930446	0.8808417159721253	125.65887940657272	1072.9137850851332	0.09903491951804329	33.59055863193098	460.8963007892262	0.061675172203235	0.01395183173090963	2661.3104336943143	3.3678944308084765e-8	3.461072425663878e-8	-9.83662660636172e-6	-0.0003586939363728233	2.0089639803321915e-8	-6.85552225932592e-6	-7.016259994114164e-7	-2.8735919611287312e-9	5.811882735494195e-10	1.6202625752226975e-6
360	0	250.	25.	3	0.125	0.7808417838237303	0.8808417501222556	125.65886970087698	1072.9134311648556	0.0990349393403009	33.590551867645196	460.8963000969384	0.06167516936789271	0.013951832304363613	2661.3104352930136	3.278689416152784e-8	3.3694135077209466e-8	-9.576069931731087e-6	-0.00034919427149206753	1.9557531926802422e-8	-6.673960038106364e-6	-6.830428827855295e-7	-2.7974738760685927e-9	5.657969177922066e-10	1.5773517237942702e-6
361	0	250.	25.	3	0.125	0.7808418161757675	0.8808417833695928	125.6588602518228	1072.9130866012847	0.09903495863842011	33.59054528218944	460.89629942295403	0.061675166607524735	0.013951832862657915	2661.3104368494483	3.192164779272926e-8	3.28051381094981e-8	-9.323343448791868e-6	-0.00033998052290284134	1.9041362978011516e-8	-6.497862204734703e-6	-6.650190787618718e-7	-2.7236433296087767e-9	5.508689095498042e-10	1.535732433458636e-6
362	0	250.	25.	3	0.125	0.7808418476755488	0.88084181574118	125.65885105168785	1072.912751114023	0.09903497742808637	33.59053887020461	460.89629876672353	0.061675163919873634	0.013951833406246575	2661.3104383648842	3.108129431797287e-8	3.1941477644037966e-8	-9.077916710523134e-6	-0.0003310297159591455	1.8539983881193892e-8	-6.326790121744837e-6	-6.475119928834117e-7	-2.651948506576572e-9	5.363661800657128e-10	1.495300747397206e-6
363	0	250.	25.	3	0.125	0.7808418783447789	0.8808418472591496	125.65884209411415	1072.9124244734278	0.09903499572222492	33.5905326273014	460.89629812779623	0.061675161303080005	0.013951833935501127	2661.310439840359	3.026037223919141e-8	3.109775792189312e-8	-8.838166637030588e-6	-0.00032228564074260975	1.8050208717926954e-8	-6.1596693052001365e-6	-6.304093381171105e-7	-2.581912096044187e-9	5.221982769809131e-10	1.4558028149753016e-6
364	0	250.	25.	3	0.125	0.7808419082027053	0.8808418779432886	125.65883337348271	1072.9121064744097	0.09903501353233478	33.59052654955999	460.8962975057713	0.06167515875550274	0.013951834450753837	2661.3104412767984	2.945868642334906e-8	3.027381645247399e-8	-8.604032153989909e-6	-0.00031374656136041817	1.7571926490335723e-8	-5.996466528421521e-6	-6.137073749498895e-7	-2.513515793408346e-9	5.083624973641346e-10	1.417230813217082e-6
365	0	250.	25.	3	0.125	0.7808419372685639	0.8808419078133752	125.65882488417797	1072.911796911973	0.09903503086990888	33.590520633062326	460.89629690024793	0.061675156275501714	0.013951834952336829	2661.310442675129	2.8676236870445825e-8	2.9469653235780565e-8	-8.375513261401095e-6	-0.00030541247781257073	1.7105137198420205e-8	-5.837181791408991e-6	-5.97406103381749e-7	-2.4467595986690484e-9	4.948588412153772e-10	1.3795847421225473e-6
366	0	250.	25.	3	0.125	0.7808419655615911	0.8808419368891879	125.65881662058433	1072.9114955811222	0.09903504774644016	33.59051487389039	460.8962963108255	0.061675153861436835	0.013951835440582228	2661.3104440362763	2.7913023580481708e-8	2.8685268271812854e-8	-8.152609959264147e-6	-0.0002972833900990674	1.6649840842180397e-8	-5.681815094162545e-6	-5.815055234126886e-7	-2.381643511826295e-9	4.81687308534641e-10	1.342864601691697e-6
367	0	250.	25.	3	0.125	0.7808419931010232	0.8808419651905045	125.65880857708619	1072.9112022768609	0.09903506417342155	33.59050926812613	460.89629573710334	0.06167515151166799	0.013951835915822155	2661.310445361167	2.7169046553456706e-8	2.7920661560570855e-8	-7.935322247579064e-6	-0.00028935929821990823	1.6206037421616302e-8	-5.530366436682184e-6	-5.660056350427086e-7	-2.3181675328800853e-9	4.68847899321926e-10	1.3070703919245312e-6
368	0	250.	25.	3	0.125	0.7808420199060963	0.8808419927371037	125.65880074806797	1072.9109167941938	0.09903508016234598	33.590503811851505	460.8962951786807	0.06167514922455507	0.013951836378388734	2661.3104466507257	2.644430578937082e-8	2.7175833102054564e-8	-7.723650126345847e-6	-0.0002816402021750932	1.5773726936727915e-8	-5.382835818967907e-6	-5.50906438271809e-7	-2.2563316618304193e-9	4.563406135772322e-10	1.2722021128210503e-6
369	0	250.	25.	3	0.125	0.7808420459960468	0.8808420195487635	125.65879312791408	1072.9106389281246	0.0990350957247064	33.590498501148474	460.8962946351569	0.06167514699845796	0.01395183682861409	2661.3104479058798	2.573880128822405e-8	2.6450782896263984e-8	-7.517593595564497e-6	-0.00027412610196462226	1.535290938751524e-8	-5.239223241019715e-6	-5.362079330999896e-7	-2.196135898677297e-9	4.4416545130055956e-10	1.2382597643812538e-6
370	0	250.	25.	3	0.125	0.780842071390111	0.8808420456452623	125.65878571100892	1072.9103684736579	0.09903511087199574	33.59049333209901	460.8962941061313	0.06167514483173657	0.013951837266830344	2661.310449127554	2.5052533050016395e-8	2.574551094319912e-8	-7.3171526552350126e-6	-0.0002668169975884955	1.494358477397828e-8	-5.099528702837608e-6	-5.219101195272506e-7	-2.1375802434207188e-9	4.3232241249190816e-10	1.205243346605142e-6
371	0	250.	25.	3	0.125	0.7808420961080637	0.8808420710469645	125.65877849158316	1072.9101052198864	0.09903512561602579	33.59048830067233	460.8962935911915	0.06167514272270597	0.013951837693379508	2661.310450316702	2.4386746490201915e-8	2.506138762226229e-8	-7.122681385536266e-6	-0.0002597266262903171	1.454648695701808e-8	-4.964014072662122e-6	-5.080399806276811e-7	-2.080767900351423e-9	4.208346206726611e-10	1.1732157581152418e-6
372	0	250.	25.	3	0.125	0.7808421201690197	0.8808420957736017	125.65877146406399	1072.90984896274	0.09903513996819754	33.59048340296875	460.8962930899384	0.06167514066973852	0.013951838108593021	2661.310451474246	2.3737801193766036e-8	2.4394591688752218e-8	-6.933127340829572e-6	-0.00025281571376053	1.4159427470150599e-8	-4.831929127687305e-6	-4.94521060248025e-7	-2.025392084250172e-9	4.0963781831985954e-10	1.1419990280105283e-6
373	0	250.	25.	3	0.125	0.7808421435889373	0.8808421198415576	125.65876462378776	1072.909599532365	0.09903515393802259	33.59047863574195	460.8962926020396	0.06167513867147162	0.013951838512745977	2661.3104526009533	2.31046699936148e-8	2.3744024861621103e-8	-6.7481954675266925e-6	-0.0002460730825947176	1.3781793545484866e-8	-4.703060528403849e-6	-4.813315225204453e-7	-1.9713667906709985e-9	3.987135116062512e-10	1.1115422995684693e-6
374	0	250.	25.	3	0.125	0.780842166383631	0.8808421432670611	125.65875796613233	1072.909356760481	0.09903516753492649	33.59047399577558	460.89629212716557	0.06167513672655476	0.013951838906110875	2661.310453697584	2.248735288974821e-8	2.3109687140868944e-8	-6.567885765627628e-6	-0.00023949873279288002	1.3413585183020884e-8	-4.5774082748117555e-6	-4.6847136744494206e-7	-1.918692019613902e-9	3.880617005318363e-10	1.0818455727890647e-6
375	0	250.	25.	3	0.125	0.7808421885689145	0.8808421660663416	125.65875148647551	1072.9091204788058	0.09903518076833481	33.59046947985329	460.8962916649871	0.06167513483363741	0.01395183928896021	2661.3104547648977	2.1885849882166266e-8	2.249157852649574e-8	-6.392198235132377e-6	-0.0002330926643550172	1.3054802382758648e-8	-4.454972366911023e-6	-4.5594059502151536e-7	-1.867367771078882e-9	3.7768238509661476e-10	1.0529088476723147e-6
376	0	250.	25.	3	0.125	0.7808422101606021	0.8808421882556279	125.65874518019513	1072.9088905190583	0.0990351936476731	33.59046508475873	460.8962912151746	0.06167513299136904	0.013951839661566478	2661.310455803655	2.130016097086897e-8	2.1889699018501495e-8	-6.221132876040941e-6	-0.00022685487728112914	1.2705445144698162e-8	-4.335752804701654e-6	-4.4373920525016504e-7	-1.817394045065939e-9	3.675755653005865e-10	1.024732124218219e-6
377	0	250.	25.	3	0.125	0.7808422311745078	0.8808422098511494	125.65873904266903	1072.9086667129575	0.09903520618236696	33.59046080727556	460.89629077739886	0.061675131198399145	0.013951840024202173	2661.3104568146155	2.0730286155856312e-8	2.1304048616886206e-8	-6.054689688353319e-6	-0.00022078537157121583	1.2365513468839423e-8	-4.219749588183645e-6	-4.318671981308913e-7	-1.7687708415750726e-9	3.577412411437516e-10	9.973154024267777e-7
378	0	250.	25.	3	0.125	0.7808422516264458	0.8808422308691348	125.65873306927503	1072.9084488922215	0.0990352183818419	33.59045664418744	460.89629035133044	0.061675129453377185	0.013951840377139792	2661.310457798539	2.0176225437128307e-8	2.073462732164987e-8	-5.8928686720695116e-6	-0.00021488414722527734	1.2035007355182434e-8	-4.106962717356996e-6	-4.2032457366369406e-7	-1.7214981606062832e-9	3.481794126261101e-10	9.706586822979908e-7
379	0	250.	25.	3	0.125	0.7808422715322301	0.8808422513258136	125.65872725539096	1072.9082368885693	0.09903523025552351	33.59045259227801	460.8962899366399	0.061675127754952645	0.01395184072065183	2661.310458756186	1.963797881468495e-8	2.0181435132792492e-8	-5.735669827189519e-6	-0.0002091512042433136	1.1713926803727193e-8	-3.9973921922217105e-6	-4.0911133184857317e-7	-1.6755760021595706e-9	3.388900797476619e-10	9.447619638318584e-7
380	0	250.	25.	3	0.125	0.7808422909076748	0.8808422712374149	125.65872159639466	1072.9080305337193	0.09903524181283736	33.59044864833094	460.89628953299797	0.06167512610177501	0.013951841055010784	2661.3104596883163	1.911554628852623e-8	1.9644472050314073e-8	-5.583093153713341e-6	-0.00020358654262532462	1.1402271814473701e-8	-3.891038012777786e-6	-3.982274726855289e-7	-1.631004366234935e-9	3.298732425084071e-10	9.196252470283804e-7
381	0	250.	25.	3	0.125	0.780842309768594	0.8808422906201675	125.65871608766393	1072.9078296593902	0.099035253063209	33.59044480912988	460.89628914007517	0.061675124492493745	0.013951841380489147	2661.31046059569	1.8608927858652163e-8	1.9123738074214607e-8	-5.435138651640977e-6	-0.0001981901623713104	1.1100042387421957e-8	-3.787900179025224e-6	-3.8767299617456104e-7	-1.5877832528323759e-9	3.211289009083456e-10	8.952485318875568e-7
382	0	250.	25.	3	0.125	0.7808423281308019	0.8808423094903006	125.65871072457662	1072.9076340973006	0.099035264016064	33.590441071458464	460.89628875754215	0.06167512292575833	0.013951841697359416	2661.310461479067	1.8118123525062737e-8	1.86192332044941e-8	-5.291806320972427e-6	-0.00019296206348127102	1.0807238522571961e-8	-3.687978690964023e-6	-3.7744790231566964e-7	-1.545912661951894e-9	3.126570549474775e-10	8.716318184093877e-7
383	0	250.	25.	3	0.125	0.7808423460101124	0.8808423278640436	125.65870550251057	1072.9074436791693	0.0990352746808279	33.59043743210038	460.89628838506957	0.06167512140021825	0.013951842005894088	2661.310462339207	1.764313328775796e-8	1.8130957441152548e-8	-5.1530961617076924e-6	-0.00018790224595520633	1.0523860219923713e-8	-3.591273548594184e-6	-3.675521911088548e-7	-1.5053925935934888e-9	3.044577046258027e-10	8.487751065938729e-7
384	0	250.	25.	3	0.125	0.7808423634223398	0.8808423457576252	125.65870041684359	1072.907258236715	0.09903528506692628	33.590433887839254	460.896288022328	0.061675119914522965	0.013951842306365658	2661.31046317687	1.718395714673783e-8	1.765891078418995e-8	-5.019008173846772e-6	-0.00018301070979311645	1.0249907479477213e-8	-3.497784751915706e-6	-3.5798586255411637e-7	-1.4662230477571604e-9	2.9653084994332124e-10	8.266783964410127e-7
385	0	250.	25.	3	0.125	0.7808423803792974	0.8808423631832084	125.6586954641286	1072.9070776439587	0.09903529518141432	33.590430436267376	460.8962876690713	0.06167511846766578	0.013951842598978387	2661.3104639926264	1.672487998184573e-8	1.7187118981987843e-8	-4.884926477894458e-6	-0.00017812127760499162	9.976068686560237e-9	-3.4043358040884815e-6	-3.4842185808966226e-7	-1.4270535427614494e-9	2.8860844078667904e-10	8.045920433951851e-7
386	0	250.	25.	3	0.125	0.7808423968730477	0.8808423801328725	125.65869064671895	1072.9069019838232	0.0990353050196415	33.59042707897018	460.89628732546447	0.061675117060336924	0.013951842883599526	2661.3104647861014	1.6264855619736295e-8	1.6714503627258058e-8	-4.750546059605814e-6	-0.00017322278206475554	9.701717977258693e-9	-3.3107132517534047e-6	-3.3883844162797577e-7	-1.3877950319501836e-9	2.806723646027158e-10	7.824655978322965e-7
387	0	250.	25.	3	0.125	0.7808424129134791	0.8808423966168046	125.65868596173003	1072.9067311508168	0.09903531458751488	33.59042381393154	460.8962869913013	0.061675115691693996	0.013951843160400167	2661.310465557772	1.5818242393452506e-8	1.625565498370636e-8	-4.620085011522117e-6	-0.00016846701966033618	9.43536110805427e-9	-3.219818703015076e-6	-3.2953444645259596e-7	-1.3496816772448958e-9	2.7296744260756524e-10	7.609838070810411e-7
388	0	250.	25.	3	0.125	0.7808424285140029	0.8808424126487714	125.65868140524248	1072.9065650022062	0.09903532389302833	33.59042063842344	460.8962866663024	0.06167511436059185	0.013951843429611463	2661.310466308284	1.538504030299436e-8	1.581057305133275e-8	-4.493543333643367e-6	-0.00016385399039173354	9.176998078946967e-9	-3.131652157873495e-6	-3.2050987256352304e-7	-1.3127134786455862e-9	2.654936748012276e-10	7.401466711414184e-7
389	0	250.	25.	3	0.125	0.78084244368803	0.8808424282425397	125.65867697333691	1072.9064033952582	0.09903533294417566	33.590417549717884	460.8962863501884	0.06167511306588532	0.013951843691464568	2661.3104670382804	1.4965249348361863e-8	1.537925783013722e-8	-4.370921025969564e-6	-0.00015938369425894753	8.926628889936786e-9	-3.046213616328662e-6	-3.117647199607568e-7	-1.2768904361522546e-9	2.582510611837026e-10	7.199541900134287e-7
390	0	250.	25.	3	0.125	0.7808424584489719	0.880842443411876	125.65867266209396	1072.90624618724	0.09903534174895072	33.59041454508687	460.89628604267983	0.06167511180642926	0.013951843946190636	2661.310467748407	1.4558869529555007e-8	1.496170932011978e-8	-4.252218088500709e-6	-0.00015505613126197824	8.684253541023723e-9	-2.963503078380576e-6	-3.0329898864429736e-7	-1.242212549764901e-9	2.5123960175499047e-10	7.004063636970718e-7
391	0	250.	25.	3	0.125	0.7808424728102396	0.8808424581705472	125.65866846759427	1072.906093235418	0.09903535031534735	33.590411621802396	460.8962857434973	0.0616751105810785	0.013951844194020823	2661.3104684393084	1.4165900846573801e-8	1.4557927521280421e-8	-4.137434521236801e-6	-0.00015087130140082564	8.449872032207783e-9	-2.8835205440292383e-6	-2.9511267861414465e-7	-1.2086798194835254e-9	2.444592965150911e-10	6.815031921923479e-7
392	0	250.	25.	3	0.125	0.7808424867852439	0.88084247253232	125.65866438591846	1072.9059443970593	0.0990353586513594	33.59040877713645	460.8962854523613	0.0616751093886879	0.01395184443518628	2661.310469111628	1.3786343299418238e-8	1.4167912433619148e-8	-4.0265703241778405e-6	-0.00014682920467548973	8.223484363488962e-9	-2.806266013274648e-6	-2.8720578987029873e-7	-1.176292245308128e-9	2.379101454640045e-10	6.632446754992569e-7
393	0	250.	25.	3	0.125	0.7808425003873964	0.880842486510961	125.65866041314716	1072.9057995294309	0.09903536676498069	33.590406008361036	460.89628516899256	0.06167510822811229	0.013951844669918166	2661.3104697660124	1.3420196888088322e-8	1.3791664057135958e-8	-3.919625497323828e-6	-0.0001429298410859705	8.005090534867263e-9	-2.731739486116805e-6	-2.795783224127595e-7	-1.1450498272387085e-9	2.315921486017307e-10	6.456308136177987e-7
394	0	250.	25.	3	0.125	0.7808425136301081	0.8808425001202369	125.65865654536101	1072.9056584897996	0.09903537466420509	33.590403312748144	460.89628489311156	0.061675107098206526	0.01395184489844763	2661.310470403105	1.306746161258405e-8	1.3429182391830855e-8	-3.816600040674761e-6	-0.00013917321063226798	7.794690546342682e-9	-2.6599409625557102e-6	-2.722302762415271e-7	-1.1149525652752672e-9	2.2550530592826969e-10	6.286616065479734e-7
395	0	250.	25.	3	0.125	0.7808425265267901	0.8808425133739146	125.65865277864063	1072.905521135432	0.0990353823570264	33.590400687569776	460.89628462443886	0.06167510599782545	0.013951845121005828	2661.3104710235507	1.2728137472905425e-8	1.3080467437703834e-8	-3.717493954230643e-6	-0.00013555931331438214	7.592284397915223e-9	-2.590870442591362e-6	-2.6516165135660143e-7	-1.0860004594178038e-9	2.1964961744362143e-10	6.123370542897811e-7
396	0	250.	25.	3	0.125	0.7808425390908534	0.8808425262857608	125.65864910906664	1072.9053873235953	0.09903538985143849	33.590398130097924	460.8962843626951	0.06167510492582389	0.013951845337823916	2661.310471627994	1.2402224469052445e-8	1.2745519194754902e-8	-3.6223072379914715e-6	-0.00013208814913231298	7.397872089584884e-9	-2.524527926223763e-6	-2.583724477579825e-7	-1.0581935096663184e-9	2.1402508314778597e-10	5.966571568432216e-7
397	0	250.	25.	3	0.125	0.7808425513357093	0.8808425388695419	125.65864553271969	1072.905256911556	0.09903539715543519	33.59039563760459	460.8962841076008	0.06167510388105671	0.013951845549133046	2661.3104722170797	1.208972260102511e-8	1.242433766298405e-8	-3.5310398919572473e-6	-0.00012875971808606052	7.211453621351666e-9	-2.4609134134529105e-6	-2.5186266544567037e-7	-1.0315317160208111e-9	2.0863170304076324e-10	5.816219142082951e-7
398	0	250.	25.	3	0.125	0.7808425632747691	0.880842551139025	125.65864204568041	1072.9051297565813	0.09903540427701035	33.590393207361764	460.89628385887664	0.06167510286237874	0.013951845755164373	2661.3104727914524	1.1790631868823422e-8	1.2116922842391286e-8	-3.443691916127971e-6	-0.00012557402017562478	7.033028993215567e-9	-2.400026904278806e-6	-2.4563230441966496e-7	-1.0060150784812821e-9	2.0346947712255335e-10	5.672313263850014e-7
399	0	250.	25.	3	0.125	0.7808425749190313	0.8808425631055005	125.65863864473445	1072.9050057416155	0.09903541122272017	33.590390837132205	460.8962836162934	0.06167510186885083	0.013951845956107477	2661.310473351641	1.1489840385898736e-8	1.1807763040389062e-8	-3.3558464014321725e-6	-0.00012237019482035522	6.853591992793407e-9	-2.338793992030683e-6	-2.393662233076657e-7	-9.80353074933168e-10	1.982779616112185e-10	5.527588892705952e-7
400	0	250.	25.	3	0.125	0.7808425862472225	0.880842574747136	125.65863533610062	1072.904885093108	0.09903541797988855	33.59038853124382	460.89628338029496	0.06167510090229	0.013951846151595802	2661.310473896623	1.116822442419488e-8	1.147723731108913e-8	-3.261912633208679e-6	-0.00011894474178707041	6.661748376928001e-9	-2.273325303447055e-6	-2.3266565072341476e-7	-9.529121181932093e-10	1.9272772553061208e-10	5.372855935699282e-7
401	0	250.	25.	3	0.125	0.7808425972588451	0.8808425860634337	125.65863211992645	1072.9047678162888	0.09903542454822417	33.59038628979655	460.896283150892	0.06167509996273951	0.013951846341621006	2661.310474426374	1.0856703172423824e-8	1.1157087344700041e-8	-3.1709270567367343e-6	-0.00011562681811231793	6.475926509555477e-9	-2.2099117541611856e-6	-2.2617538820617034e-7	-9.263324014155195e-10	1.8735172092528228e-10	5.222980669941586e-7
402	0	250.	25.	3	0.125	0.7808426079639937	0.8808425970647692	125.65862899326378	1072.9046538036287	0.09903543093374881	33.59038411073526	460.8962829278741	0.06167509904933812	0.013951846526357321	2661.310474941381	1.0555276630585569e-8	1.0847313141221793e-8	-3.082889672016339e-6	-0.00011241642379609777	6.296126390675834e-9	-2.148553344173076e-6	-2.198954357559324e-7	-9.00613924600098e-10	1.8214994779522912e-10	5.077963095432863e-7
403	0	250.	25.	3	0.125	0.7808426183727633	0.8808426077615185	125.65862595316437	1072.9045429475982	0.09903543714248421	33.590381992004815	460.896282711031	0.06167509816122459	0.013951846705978979	2661.310475442129	1.026394479868011e-8	1.0547914700654386e-8	-2.9978004790474928e-6	-0.00010931355883840997	6.122348020289073e-9	-2.0892500734827255e-6	-2.1382579337270094e-7	-8.757566877469452e-10	1.7712240614045262e-10	4.937803212173114e-7
404	0	250.	25.	3	0.125	0.7808426284952482	0.8808426181640572	125.65862299668008	1072.9044351406678	0.0990354431804521	33.59037993155007	460.89628250015244	0.061675097297537666	0.01395184688066021	2661.3104759291036	9.982707676707453e-9	1.0258892022997823e-8	-2.915659477830195e-6	-0.00010631822323925448	5.954591398395193e-9	-2.0320019420901343e-6	-2.0796646105647595e-7	-8.517606908560607e-10	1.7226909596095274e-10	4.802501020162338e-7
405	0	250.	25.	3	0.125	0.7808426383415434	0.8808426282827612	125.6586201208627	1072.9043302753084	0.09903544905367424	33.590377927315885	460.89628229502796	0.061675096457416125	0.013951847050575249	2661.310476402791	9.711565264667594e-9	9.980245108252102e-9	-2.8364666683644466e-6	-0.00010343041699863134	5.792856524994195e-9	-1.9768089499953023e-6	-2.0231743880725744e-7	-8.286259339274448e-10	1.6759001725672958e-10	4.6720565194005375e-7
406	0	250.	25.	3	0.125	0.7808426479217436	0.880842638128006	125.65861732276402	1072.9042282439907	0.0990354547681724	33.59037597724712	460.8962820954474	0.06167509563999872	0.013951847215898322	2661.3104768636767	9.450517562560535e-9	9.711973956417221e-9	-2.760222050650247e-6	-0.00010065014011654052	5.637143400086077e-9	-1.9236710971982294e-6	-1.968787266250454e-7	-8.063524169610974e-10	1.63085170027783e-10	4.546469709887711e-7
407	0	250.	25.	3	0.125	0.7808426572459435	0.8808426477101676	125.65861459943586	1072.904128939185	0.0990354603299683	33.590374079288644	460.89628190120044	0.06167509484442421	0.013951847376803665	2661.310477312247	9.199564570386275e-9	9.454078567493183e-9	-2.6869256246875966e-6	-0.00009797739259298202	5.487452023670842e-9	-1.872588383698916e-6	-1.916503245098399e-7	-7.849401399570185e-10	1.5875455427411308e-10	4.425740591623857e-7
408	0	250.	25.	3	0.125	0.7808426663242377	0.8808426570396217	125.65861194793003	1072.9040322533624	0.09903546574508369	33.59037223138531	460.8962817120767	0.061675094069831356	0.013951847533465508	2661.310477748987	8.958706288144814e-9	9.206558941479987e-9	-2.616577390476495e-6	-0.00009541217442795587	5.343782395748488e-9	-1.823560809497362e-6	-1.866322324616408e-7	-7.643891029152082e-10	1.5459816999571984e-10	4.3098691646089784e-7
409	0	250.	25.	3	0.125	0.780842675166721	0.8808426661267441	125.65860936529835	1072.9039380789932	0.09903547101954034	33.59037043148198	460.8962815278659	0.06167509331535892	0.013951847686058082	2661.3104781743828	8.727942715836155e-9	8.969415078377632e-9	-2.549177348016943e-6	-0.00009295448562146203	5.206134516319016e-9	-1.776588374593567e-6	-1.818244504804482e-7	-7.446993058356663e-10	1.506160171926032e-10	4.198855428843073e-7
410	0	250.	25.	3	0.125	0.780842683783488	0.8808426749819105	125.65860684859261	1072.903846308548	0.09903547615935998	33.590368677523514	460.89628134835766	0.06167509258014567	0.013951847834755619	2661.31047858892	8.507273853460292e-9	8.74264697818612e-9	-2.484725497308939e-6	-0.00009060432617350055	5.0745083853824244e-9	-1.7316710789875313e-6	-1.7722697856626212e-7	-7.25870748718393e-10	1.4680809586476323e-10	4.0926993843261414e-7
411	0	250.	25.	3	0.125	0.7808426921846335	0.8808426836154967	125.65860439486462	1072.9037568344977	0.09903548117056436	33.59036696745477	460.8962811733418	0.061675091863330346	0.01395184797973235	2661.3104789930844	8.296699701017229e-9	8.52625464090545e-9	-2.4232218383524845e-6	-0.0000883616960840714	4.948904002938714e-9	-1.688808922679255e-6	-1.7283981671908245e-7	-7.079034315633881e-10	1.4317440601219989e-10	3.9914010310581836e-7
412	0	250.	25.	3	0.125	0.7808427003802523	0.8808426920378783	125.6586020011662	1072.9036695493128	0.09903548605917524	33.59036529922062	460.8962810026079	0.061675091164051725	0.013951848121162508	2661.310479387362	8.096220258506967e-9	8.32023806653562e-9	-2.364666371147579e-6	-0.00008622659535317457	4.829321368987886e-9	-1.648001905668738e-6	-1.686629649389093e-7	-6.907973543706517e-10	1.397149476349132e-10	3.8949603690392e-7
413	0	250.	25.	3	0.125	0.7808427083801639	0.8808427002591486	125.65859966462948	1072.9035843483944	0.09903549083105025	33.59036367082192	460.8962808359515	0.061675090481472024	0.013951848259215575	2661.3104797722253	7.901537483599197e-9	8.120178385083952e-9	-2.307804004552748e-6	-0.00008415323541726305	4.713196362685913e-9	-1.6083748913142317e-6	-1.646069799911446e-7	-6.741858870684776e-10	1.363555173188633e-10	3.801308012935486e-7
414	0	250.	25.	3	0.125	0.7808427161731647	0.8808427082677859	125.65859738852569	1072.903501351113	0.09903549547950499	33.590362084540175	460.8962806736054	0.06167508981654679	0.013951848393698075	2661.310480147134	7.685472017929087e-9	7.898132148955179e-9	-2.2446979522297395e-6	-0.00008185206248760843	4.584314365612583e-9	-1.5643937777987584e-6	-1.601061728098906e-7	-6.557505803739402e-10	1.3262687795888835e-10	3.6973582982520743e-7
415	0	250.	25.	3	0.125	0.7808427237531239	0.8808427160574845	125.65859517464477	1072.903420622799	0.09903550000088145	33.590360541624015	460.8962805156972	0.06167508916979886	0.013951848524504118	2661.3104805117937	7.47545426520508e-9	7.68230087986839e-9	-2.1833582798408137e-6	-0.00007961530043013287	4.459039782233898e-9	-1.521643720531822e-6	-1.5573131415190502e-7	-6.37831288643262e-10	1.2900260092388836e-10	3.5963185135986104e-7
416	0	250.	25.	3	0.125	0.7808427311260892	0.8808427236344594	125.65859302122034	1072.9033420990418	0.09903550439878703	33.59035904084238	460.8962803621008	0.06167508854071221	0.013951848651738064	2661.310480866495	7.271484225427174e-9	7.472684577823586e-9	-2.1237849873859706e-6	-0.00007744294924483639	4.337372612549857e-9	-1.480124719513423e-6	-1.5148240401718785e-7	-6.204280118764432e-10	1.2548268621386334e-10	3.4981886589750934e-7
417	0	250.	25.	3	0.125	0.7808427382981082	0.8808427310049254	125.65859092648601	1072.9032657154303	0.09903550867682914	33.59035758096422	460.8962802126904	0.06167508792877083	0.013951848775504278	2661.3104812115284	7.073561898595371e-9	7.269283242820765e-9	-2.06597807486521e-6	-0.000075335008931719	4.219312856560459e-9	-1.4398367747435613e-6	-1.4735944240573906e-7	-6.03540750073484e-10	1.2206713382881325e-10	3.4029687343815234e-7
418	0	250.	25.	3	0.125	0.7808427452752288	0.8808427381750975	125.6585888886754	1072.9031914075535	0.09903551283861521	33.59035616075848	460.89628006733994	0.0616750873334587	0.01395184889590712	2661.3104815471856	6.881687284709669e-9	7.072096874859927e-9	-2.009937542278532e-6	-0.00007329147949078067	4.104860514265706e-9	-1.4007798862222363e-6	-1.4336242931755872e-7	-5.871695032343842e-10	1.1875594376873808e-10	3.3106587398179004e-7
419	0	250.	25.	3	0.125	0.7808427520634987	0.8808427451511908	125.65858690602212	1072.903119111001	0.09903551688775264	33.5903547789941	460.8962799259235	0.06167508675425981	0.013951849013050953	2661.3104818737575	6.6958603837700706e-9	6.8811254739410736e-9	-1.955663389625936e-6	-0.00007131236092202142	3.994015585665596e-9	-1.362954053949449e-6	-1.3949136475264675e-7	-5.713142713591439e-10	1.155491160336379e-10	3.2212586752842243e-7
420	0	250.	25.	3	0.125	0.7808427586689655	0.8808427519394201	125.65858497675983	1072.9030487613616	0.09903552082784886	33.59035343444002	460.8962797883152	0.06167508619065815	0.01395184912704014	2661.3104821915344	6.516081195776574e-9	6.696369040064202e-9	-1.9031556169074232e-6	-0.00006939765322544125	3.886778070760131e-9	-1.3263592779251985e-6	-1.357462487110032e-7	-5.55975054447763e-10	1.1244665062351268e-10	3.1347685407804953e-7
