"t"	"glc"	"gln"	"cys2o"	"xct"	"x"	"ros[t]"	"ca[t]"	"gsh[t]"	"gssg[t]"	"nadph[t]"	"cys2[t]"	"cys[t]"	"pptaseRed[t]"	"tkPhos[t]"	"glu[t]"	"ros'[t]"	"ca'[t]"	"gsh'[t]"	"gssg'[t]"	"nadph'[t]"	"cys2'[t]"	"cys'[t]"	"pptaseRed'[t]"	"tkPhos'[t]"	"glu'[t]"
10	0	2000	25.	3	0.125	0.0031858530566042306	0.10296630939939369	1767.592568052829	553.2299288355406	0.14667423090349357	23.901418472701593	462.6813370875124	0.09998198876980645	0.009092271440451388	2816.099109887189	0.0002064253714059071	0.00021954372873749732	-45.11572564540823	16.33207360354209	0.0006663647039216299	0.432051950106608	6.391065271543015	-1.62759227179953e-6	1.390455269144558e-7	61.66206663486578
11	0	2000	25.	3	0.125	0.0033833865721954333	0.10317870195414972	1726.4476862928657	568.2323563287666	0.1473602030945444	24.301812842801393	469.24005914823243	0.09998041521996286	0.00909240747573644	2874.771413121629	0.0001882272428430812	0.00020468459813236992	-37.34399566254101	13.746630036980363	0.0007004683441219763	0.37032787418978164	6.647273566503938	-1.514123137267828e-6	1.325046923445907e-7	55.75365955549575
12	0	2000	25.	3	0.125	0.0035616354634390654	0.10337471106759787	1692.5821234469913	580.8580777669029	0.1480668943322701	24.64501340346239	475.8528791834613	0.09997896991876955	0.009092535499725855	2927.753030093867	0.00016801195728972275	0.00018692441541687165	-30.539695350426136	11.566316847488793	0.0007094418039516523	0.31742848720383726	6.531752126094246	-1.3724937923444346e-6	1.231179448402358e-7	50.2841965755698
13	0	2000	25.	3	0.125	0.0037190406410713525	0.10355188242058518	1665.0801301617958	591.4773823336108	0.14877374102212135	24.939171871221035	482.23331499935006	0.09997767675518204	0.009092652969993658	2975.4895485518005	0.00014668412570301734	0.0001671581994451814	-24.60006160836034	9.723564876398891	0.0007020201759165949	0.2720414698003752	6.203625476999147	-1.2112916200372324e-6	1.1150817609899474e-7	45.26338294668977
14	0	2000	25.	3	0.125	0.0038549044837496087	0.10370864941754146	1643.1264373738782	600.3989652022169	0.14946734497421335	25.191224349494398	488.223823463748	0.09997655103412305	0.009092758001949358	3018.4268396928596	0.00012505426462697692	0.0001462550337506384	-19.427356655936784	8.16240116545129	0.0006838167241127958	0.233043956659668	5.765360415119869	-1.0389665514933455e-6	9.835559656492198e-8	40.683345023411725
15	0	2000	25.	3	0.125	0.003969276689149151	0.10384427653229825	1626.0000044844633	607.880531761297	0.15013918806183751	25.407069724736253	493.74914182889495	0.09997559996934248	0.009092849390365738	3056.996947258098	0.00010380241059351206	0.00012500015332829266	-14.931145607208373	6.83653777427909	0.0006590348691695222	0.19948094281990747	5.281590914037523	-8.631619996992249e-7	8.432861855760408e-8	36.525209396974816
16	0	2000	25.	3	0.125	0.004062815172090492	0.10395875591026107	1613.066080767831	614.1376827266553	0.1507841564309997	25.59172717955215	498.7851220171599	0.09997482370958312	0.00909292657090727	3091.609460809756	0.00008346178329294021	0.00010405939462080333	-11.029409655414465	5.707816050184697	0.0006304501899972601	0.1705448361537983	4.791649515131238	-6.903064056659259e-7	7.00337161146903e-8	32.76357296789409
17	0	2000	25.	3	0.125	0.004136640333474786	0.10405267797047353	1603.7674871176714	619.3513545195523	0.1513994645831646	25.749474079364873	503.33818173443876	0.09997421665863487	0.009092989540043528	3122.6467583939384	0.00006442961564692739	0.0000839625260149637	-7.648995279473882	4.744829114804742	0.0005999758295648367	0.14555590425720055	4.318591499904732	-5.254666267378712e-7	5.5982409156703053e-8	29.369868260971035
18	0	2000	25.	3	0.125	0.004192198368939449	0.10412709494336493	1597.6159817698733	623.6739168132307	0.15198391073883574	25.883963238000142	507.4321342935049	0.09997376887485819	0.009093038752709894	3150.4619047601673	0.00004696283871594442	0.00006510368176155272	-4.725139557817199	3.921700873444315	0.000568897978299021	0.1239423815696226	3.874851304030906	-3.7227768663703624e-7	4.257856860279886e-8	26.314297990477524
19	0	2000	25.	3	0.125	0.004231137490157462	0.10418338799136384	1594.1839197953507	627.2342710207469	0.15253734400526955	25.998324134086506	511.0996481731881	0.09997346741677927	0.009093075011576931	3175.378284632756	0.00003120805306611958	0.000047749505676379133	-2.2012712326749866	3.217195825693066	0.000538061229994086	0.10522629194882359	3.466288346622864	-2.3311053412826687e-7	3.0114969220967016e-8	23.56749785477143
20	0	2000	25.	3	0.125	0.004255206427913473	0.10422314911006139	1593.0967238674798	630.1419433601303	0.15306029568384072	26.095246492035187	514.3770787258028	0.09997329753457548	0.009093099361316994	3197.6903645515663	0.00001722213497004898	0.00003205758551346766	-0.027697718991027555	2.6136808913679994	0.0005080019455600155	0.08900393701529681	3.0947227989657575	-1.092429174110543e-7	1.8784459336974213e-8	21.10109040124396
21	0	2000	25.	3	0.125	0.004266172944026353	0.10424807992220289	1594.0261206137898	632.4904458039867	0.1535537175715258	26.177050512350434	517.3012428452026	0.09997324365921187	0.009093112993714653	3217.6650845098998	4.980216754775081e-6	0.000018093567480581407	1.8386747922943023	2.0966278796949402	0.00047903391908209425	0.07493742966286063	2.7595307179716757	-1.030305433755367e-9	8.691557450447465e-9	18.888463997664648
22	0	2000	25.	3	0.125	0.004265766066318037	0.10425991078063196	1596.6842088259339	634.3599704082995	0.15401880725880315	26.245744545261118	519.9076430641135	0.09997329016190142	0.009093117168535295	3235.54366337669	-5.637108654213526e-6	5.852400738802302e-6	3.4355416619637564	1.6538751609459015	0.0004512958235852108	0.06274002633616149	2.458810067102098	9.198703968121885e-8	-1.2941336245971207e-10	16.90485040379751
23	0	2000	25.	3	0.125	0.004255612450714277	0.10426033855710617	1600.8183280031508	635.8195626941937	0.15445687806901306	26.303072479104227	522.2294934829096	0.09997342202343795	0.009093113150957352	3251.5435223067057	-0.000014502133998593875	-4.726175390179498e-6	4.795811313967702	1.2752195984107637	0.0004250180764547646	0.05216824205224651	2.1899816570210864	1.6973762156120325e-7	-7.70065857092648e-9	15.127467087810286
24	0	2000	25.	3	0.125	0.004237244904584248	0.10425098127912966	1606.206618065382	636.9288794257006	0.1548692988158076	26.350552997945897	524.2972920158708	0.09997362505275781	0.00909310216453451	3265.860358056785	-0.000022001545663405836	-0.000013736489980762256	5.948302681630475	0.9520221173128944	0.00040004865406305883	0.04301356467838802	1.9502248069477777	2.3419520446528373e-7	-1.4080184714808768e-8	13.535504177584347
25	0	2000	25.	3	0.125	0.0042120492208248	0.10423334836416347	1612.65414865143	637.7396233417654	0.15525742367146317	26.3895118742852	526.1386847322221	0.09997388630610284	0.009093085359192959	3278.670009547828	-0.000028182052509962777	-0.000021299118994445466	6.918303815111372	0.6769210285821216	0.00037642147041115994	0.03509677050865467	1.7366978114354954	2.86375164545777e-7	-1.9354636137282382e-8	12.110054053900516
26	0	2000	25.	3	0.125	0.004181273189663123	0.1042088210407082	1619.9898372528128	638.2966391121685	0.15562257372411106	26.421107278177427	527.7785228929919	0.09997419414828822	0.009093063789657007	3290.1302446718296	-0.000033185480106779075	-0.00002754795791044719	7.728068818638417	0.44359648967892085	0.0003540897660544987	0.028262745834622842	1.5466811534128573	3.275943373967732e-7	-2.3626160851854544e-8	10.833982730097363
27	0	2000	25.	3	0.125	0.004146024212730882	0.10417864463278291	1628.0633956078568	638.6389250761066	0.15596601634384427	26.446353420854564	529.239046014389	0.09997453829009885	0.009093038405251863	3300.382635394832	-0.000037150935483117445	-0.000032620370523148285	8.397118841199443	0.24661244570830457	0.0003329968449258763	0.022377218494247158	1.3776648736435106	3.5919846752100233e-7	-2.7002692420163518e-8	9.69191872516078
28	0	2000	25.	3	0.125	0.004107272567136256	0.10414392645664935	1636.7430054209217	638.8003781978832	0.1562889594954327	26.466138169155858	530.5400784427472	0.09997490977784426	0.009093010045887164	3309.554069741816	-0.000040211443708536627	-0.000036653717208264766	8.942868033030976	0.08119710281825117	0.00031307819999785964	0.017321693468560516	1.2273378812028697	3.8248863907803764e-7	-2.9593909325598778e-8	8.669888535299409
29	0	2000	25.	3	0.125	0.004065859582881869	0.10410563931664872	1645.9131871165982	638.8104487798194	0.15659254933865974	26.481238710087798	531.699253731607	0.09997530092047216	0.009092979443631848	3317.758217737628	-0.000042493028977335845	-0.000039779860751308	9.380683552046506	-0.05680232822067782	0.0002942775924438557	0.012992550733121767	1.0936202944956208	3.987002549725613e-7	-3.150585377220185e-8	7.755354023854087
30	0	2000	25.	3	0.125	0.004022508170658294	0.10406462870708637	1655.4728474464303	638.6947221335487	0.15687786935119916	26.49233558050023	532.7322462339131	0.09997570518998147	0.009092947228031712	3325.096926175317	-0.00004410718927308317	-0.000042120352410955225	9.72396740879569	-0.17096775635899744	0.00027653233528592	0.009300039128768159	0.9746790689194736	4.0892619139068997e-7	-3.28364330418283e-8	6.937228251714564
31	0	2000	25.	3	0.125	0.003977833011458455	0.10402162225934543	1665.333717608245	638.4753685461969	0.15714594697892634	26.50002361840543	533.6529744525677	0.09997611711631223	0.009092913933859444	3331.6613787144474	-0.00004515736368248249	-0.00004378919483954239	9.984960260059456	-0.26454629803992374	0.0002597855214705872	0.0061625422793248775	0.8688364727367797	4.141764292996495e-7	-3.367714452966753e-8	6.205279072559952
32	0	2000	25.	3	0.125	0.0039323520295622885	0.10397724014551582	1675.4189015964341	638.1715549693715	0.15739775582459276	26.50482202732237	534.4737949061791	0.09997653217044673	0.009092880009829045	3337.533192637367	-0.00004573293297876036	-0.00004488765860017856	10.174256013622363	-0.3403228397425651	0.00024398645277130061	0.0035097821503181316	0.7746350307696773	4.153179974171354e-7	-3.410886156637578e-8	5.550537460243091
33	0	2000	25.	3	0.125	0.00388649753683235	0.10393200569810329	1685.6615799626059	637.7998092462623	0.1576342191549792	26.507183286670454	535.2056776062323	0.09997694664951665	0.009092845827622554	3342.7854062374863	-0.00004591611032202567	-0.00004550784337997459	10.301405728369543	-0.4007893830203265	0.0002290867464630859	0.0012786284452048569	0.6907603953042796	4.1313882305986874e-7	-3.420451538437542e-8	4.964824049709668
34	0	2000	25.	3	0.125	0.0038406272384407017	0.10388635671792748	1696.0038311731914	637.374345442593	0.15785621394607102	26.507501147537713	535.8583680674982	0.099977357563279	0.009092811691533371	3347.483395521273	-0.000045775815002776	-0.00004572956533120983	10.374753535939824	-0.4481084040554352	0.00021504197619301598	-0.0005859167714729057	0.6160645469535064	4.0829370139370705e-7	-3.4026634151121114e-8	4.440912297446484
35	0	2000	25.	3	0.125	0.0037950336160192354	0.10384065599257992	1706.395634298109	636.907335971284	0.15806457432900964	26.506117339874166	536.4405249718243	0.09997776253677157	0.009092777847424694	3351.68565843823	-0.000045372158308750344	-0.00004562264725368128	10.40171802167539	-0.48419058743793303	0.0002018109842953686	-0.0021326420311486693	0.5495267054058325	4.013457216153947e-7	-3.362925541852603e-8	3.9723053725000117
36	0	2000	25.	3	0.125	0.003749953439701024	0.10379520095310613	1716.79396509252	636.4091579726129	0.15826009441997757	26.503327643401374	536.9598431008892	0.09997815971350682	0.00909274449089269	3355.4445260740254	-0.00004475738379590391	-0.000045247846532159443	10.388857096623704	-0.5107119089907687	0.00018935483429582316	-0.003404555031899523	0.4902420419325102	3.92777991289324e-7	-3.305879845055739e-8	3.5531833014345815
37	0	2000	25.	3	0.125	0.003705575418200313	0.10375023252948597	1727.1619684957552	635.8886184838391	0.1584435303193079	26.499387435952073	537.4231641916097	0.09997854767780198	0.009092711774676077	3358.8068154687044	-0.00004397435385527936	-0.0000446576115402411	10.341991759228165	-0.529147432366984	0.00017763642275333747	-0.004439724287457374	0.4374036111741732	3.8297875156571454e-7	-3.2354711246511884e-8	3.1783040680143246
38	0	2000	25.	3	0.125	0.003662047079417116	0.10370594320583681	1737.4682366002066	635.3531505080304	0.15861560206517808	26.494516523214653	537.8365729778495	0.09997892538536703	0.009092679815378759	3361.814399047877	-0.00004306483554660093	-0.00004389654869867227	10.266190784045369	-0.5407698753706783	0.0001666207832305998	-0.005271204617964347	0.3903048768366288	3.723259816719318e-7	-3.1550013927818935e-8	2.843029106942194
39	0	2000	25.	3	0.125	0.0036194837114746766	0.10366248467944995	1747.6861375496485	634.8089934058286	0.15877699525121752	26.488903603684015	538.2054857839131	0.09997929207457201	0.009092648699757629	3364.5047425734665	-0.00004204482371500262	-0.0000430014360676604	10.165955325838684	-0.5466982958156549	0.00015627365223405175	-0.005928272052158708	0.3483128807368696	3.6093966206987e-7	-3.067119761051485e-8	2.5431681099539514
40	0	2000	25.	3	0.125	0.0035779661672932462	0.10361997344916582	1757.7932539949913	634.2613440080328	0.15892836225064538	26.482710005813114	538.5347232696273	0.09997964729017135	0.009092618489175901	3366.911353504977	-0.0000409936010753802	-0.00004200798175612119	10.045230246673306	-0.5479030887507551	0.0001465633350712746	-0.006436495431572193	0.310867017366721	3.4957774597755433e-7	-2.9744428943426024e-8	2.2749799971348375
41	0	2000	25.	3	0.125	0.003537568312391284	0.10357849848023482	1767.7708631901419	633.7144963391972	0.159070323166954	26.47607314360177	538.8285772147061	0.09997999060730788	0.009092589225982434	3369.0641977763335	-0.00003974532778483713	-0.00004092779642372731	9.907466621018768	-0.5452208259524608	0.00013745541551793116	-0.0068181962401024756	0.27746896669308047	3.3653056722287226e-7	-2.8774488081325268e-8	2.035115856605414
42	0	2000	25.	3	0.125	0.003498309181683534	0.10353812283489537	1777.6033977452407	633.1719735464588	0.15920346359511142	26.469109630976636	539.090861336552	0.09998032212605443	0.00909256093426907	3370.9900112243927	-0.000038669266614726145	-0.000039813705176524046	9.755663893812583	-0.5393704453615494	0.00012892325321264483	-0.00709260235703235	0.2476795735431752	3.2560823273236227e-7	-2.780457143395236e-8	1.8206015415965864
43	0	2000	25.	3	0.125	0.0034602307427210144	0.10349888612727158	1787.2783360709748	632.6366053450379	0.15932834832884432	26.46191790903502	539.3249982698088	0.09998064165813139	0.009092533621857303	3372.71288730275	-0.00003748571382866425	-0.000038655416555840055	9.592499281178805	-0.5309847989042262	0.00012093444597126471	-0.007276981835332658	0.22110154411831315	3.1360073617126956e-7	-2.6820319785083678e-8	1.6287332546791364
44	0	2000	25.	3	0.125	0.003423339454517711	0.1034608180104954	1796.785391373672	632.1106689502486	0.15944550344024483	26.454580700717603	539.5340141766039	0.09998094937125543	0.00909250729179654	3374.254198674036	-0.00003629681874675636	-0.000037478805247420714	9.420273726983721	-0.5205930277842709	0.0001134589669268149	-0.007385965736818859	0.1973795273340309	3.0185807551819965e-7	-2.584131651841235e-8	1.45707358715854
45	0	2000	25.	3	0.125	0.0033876360071573345	0.10342393109718637	1806.1164503141456	631.5959543579191	0.159555429162552	26.44716737971907	539.7206179612107	0.09998124544519735	0.009092481935336889	3375.6331417689257	-0.000035111691267152064	-0.000036295031348833953	9.240846611592623	-0.5086181144812892	0.00010647070906708775	-0.007431365710546986	0.17622388335376407	2.9033289903238854e-7	-2.4874320822834782e-8	1.3036285466175184
46	0	2000	25.	3	0.125	0.003353112288271539	0.10338822702262589	1815.2652720017193	631.0938298872848	0.15965859791325185	26.43973544386493	539.8872227250049	0.09998153012613928	0.009092457537235277	3376.8668717890146	-0.000033938398356840935	-0.00003511447068046975	9.056048390410773	-0.495467200848265	0.00009994071328063732	-0.007424766354286645	0.1573404853009539	2.7907900347321504e-7	-2.392535564600773e-8	1.1663626407112473
47	0	2000	25.	3	0.125	0.003319753080646503	0.10335369834487819	1824.2272690045922	630.6053004878512	0.15975545426714996	26.432331953024537	540.0359716365706	0.09998180370824906	0.009092434077084764	3377.970671382212	-0.00003278340774002831	-0.000033945202282839	8.867397014245592	-0.48147001953840507	0.00009384185468558493	-0.007375726407978322	0.1404777912966164	2.681394950424926e-7	-2.2998918915083978e-8	1.0435271915001185
48	0	2000	25.	3	0.125	0.0032875379358434133	0.10332033091028935	1832.9991824815056	630.1310875767615	0.15984641713578887	26.424995626742877	540.1687827106095	0.09998206651750462	0.009092411530891407	3378.9582532722593	-0.00003165093920408013	-0.00003279291480642223	8.67607842980202	-0.46687531253278697	0.00008814955897173192	-0.007291670583359765	0.12543034218839721	2.5753665705298293e-7	-2.2097902666330904e-8	0.9336863860974514
49	0	2000	25.	3	0.125	0.0032564424448234815	0.1032881051397843	1841.5789176590474	629.6716707636532	0.15993188040966172	26.41775790608135	540.2873695860582	0.09998231890054003	0.009092389871993211	3379.8419009465047	-0.000030544697398825156	-0.00003166262705380847	8.483215334281233	-0.4519133524598191	0.00008283859614198905	-0.007179605098378427	0.11199775649048242	2.4729076437344524e-7	-2.122467083676614e-8	0.8354369208427631
50	0	2000	25.	3	0.125	0.003226438887228545	0.10325699706434811	1849.9654116932215	629.227320825028	0.16001221358907258	26.410643804974573	540.3932585248083	0.09998256122153705	0.009092369071759443	3380.63258332415	-0.000029467456387423443	-0.000030558101774393174	8.28975060288495	-0.4367717725981105	0.00007788524413503785	-0.007045389453147276	0.10000523827394155	2.3741322341107552e-7	-2.0380793030307106e-8	0.7475499346365254
51	0	2000	25.	3	0.125	0.0031974972780484607	0.10322697946257817	1858.158472143486	628.7981387800679	0.16008776279206757	26.403672938340947	540.4878103878552	0.09998279385150463	0.00909234910032155	3381.3401042373234	-0.000028421113659271456	-0.000029482156570843957	8.09648193988685	-0.4216031921463355	0.00007326685262138278	-0.006893965293707176	0.08929760806120365	2.279095089177067e-7	-1.9567247314965256e-8	0.6689306089944145
52	0	2000	25.	3	0.125	0.0031695860781197423	0.10319802274107492	1866.158640350078	628.384088293996	0.16015885196379076	26.39686038406443	540.5722394705803	0.09998301716404913	0.009092329927130788	3381.9732316458826	-0.00002740680539561225	-0.000028436616233247038	7.904066758147604	-0.40652675269045746	0.00006896180106238515	-0.006729385614922874	0.07973860912284841	2.1877831562305531e-7	-1.878434265725926e-8	0.5986136229762904
53	0	2000	25.	3	0.125	0.003142672786482877	0.10317009571627996	1873.9670731053482	627.9850233649069	0.16022578385976302	26.390217425934605	540.6476298851929	0.09998323153119659	0.009092311521458268	3382.539810356996	-0.000026425327372412174	-0.000027422859138463306	7.713083548116244	-0.3916436487495285	0.00006494918524828068	-0.006555217882418343	0.07120311554097654	2.1001734819569387e-7	-1.8032142115616008e-8	0.5357108698713318
54	0	2000	25.	3	0.125	0.0031167243621468025	0.10314316615453872	1881.5854479732814	627.6007097063759	0.16028884111304084	26.383752139581993	540.7149491787213	0.09998343731980684	0.009092293852706951	3383.0468564421244	-0.000025477049803455173	-0.000026441731762137575	7.524013842133621	-0.3770336195289733	0.00006120944508005663	-0.0063744289858768495	0.06358050743058881	2.016202149942372e-7	-1.7310404864870833e-8	0.479435022471585
55	0	2000	25.	3	0.125	0.00309170762017355	0.10311720124001542	1889.0158788605142	627.2308435402185	0.16034828713972776	26.37746991029754	540.7750605092549	0.09998363489030776	0.009092276890667673	3383.5006417555437	-0.000024562024115265316	-0.000025493654919298655	7.337261504096411	-0.36275909211990287	0.00005772379918096422	-0.006189511257760357	0.05677121982798225	1.9357943723663558e-7	-1.6618653713268518e-8	0.4290754706283303
56	0	2000	25.	3	0.125	0.003067589319160536	0.10309216787975244	1896.2608440088588	626.8750666914216	0.16040436740234348	26.371373869010416	540.8287338932539	0.09998382459292397	0.009092260605683472	3383.9067727084334	-0.0000236799598451451	-0.000024578577745196408	7.153130619919948	-0.34886130369489965	0.00005447502961231879	-0.006002352458164336	0.05069092219237732	1.8588337827004606e-7	-1.5956157435233528e-8	0.3840280931539028
57	0	2000	25.	3	0.125	0.0030443372318071107	0.10306803321091504	1903.3231065679104	626.5329836299827	0.16045731028976085	26.36546537163676	540.8766579962484	0.09998400676938662	0.009092244968902837	3384.270272370079	-0.00002282975892621865	-0.0000236961681462154	6.97188319477885	-0.33537320845550656	0.00005144653338941609	-0.005814593532001792	0.04526207857651772	1.7852361371061031e-7	-1.5322063409783108e-8	0.34373641021113427
58	0	2000	25.	3	0.125	0.0030219179210973068	0.10304476459615204	1910.2056610992765	626.2041720296331	0.16050732856383151	26.359744314896965	540.9194488041485	0.09998418174545728	0.009092229952322338	3384.595641513757	-0.000022013813069321747	-0.00002284630856925718	6.793744637783651	-0.32232100476668163	0.00004862316182912642	-0.005627664583367531	0.04041334464038798	1.7148103126642366e-7	-1.471556345430613e-8	0.3076878166481205
59	0	2000	25.	3	0.125	0.003000304206530492	0.10302233045206485	1916.911699465533	625.8881889637338	0.1605546192546111	26.35420932984658	540.9576554846345	0.09998434983602995	0.009092215529068654	3384.886900173194	-0.00002121802509818902	-0.000022027114517204236	6.618887473718029	-0.30972047280754733	0.00004598874159129919	-0.005442687751950324	0.03608195319843446	1.6474951377290136e-7	-1.4135241879624442e-8	0.27543022467471484
60	0	2000	25.	3	0.125	0.0029794531506750553	0.10300069811343394	1923.4445726687854	625.5845775456638	0.16059936634893118	26.348858003334847	540.9917671038427	0.09998451137309355	0.009092201672423026	3385.1476351765755	-0.00002049242302012299	-0.00002124302035676922	6.4474391733919285	-0.297579793032414	0.000043533793230460156	-0.00526051533247429	0.032213275653770836	1.5838263507957106e-7	-1.3582407613684032e-8	0.2465688313916646
61	0	2000	25.	3	0.125	0.0029593462853035215	0.10297983740484884	1929.8077458165326	625.2928752517931	0.16064173951146962	26.3436871316985	541.0222203679355	0.09998466661293959	0.009092188357541503	3385.3810547520666	-0.00001971859091862971	-0.00002048287129683799	6.279498773926041	-0.28590153959765324	0.00004123821262817797	-0.005081869415199925	0.028757271135873154	1.5212018974075518e-7	-1.3051091867119733e-8	0.22074140765653594
62	0	2000	25.	3	0.125	0.0029399773506404623	0.10295972105000555	1936.0047605126422	625.0126212050826	0.16068189528834173	26.338692932955304	541.0494057044513	0.09998481577892679	0.009092175561612495	3385.590031628714	-0.000019048118730631973	-0.0000197553201740509	6.1151305938353016	-0.27468197215897106	0.00003909850848892808	-0.004907239424510239	0.02567045648892216	1.4632656566422994e-7	-1.2544944922317961e-8	0.19763308274841618
63	0	2000	25.	3	0.125	0.0029212539793286177	0.1029403182623813	1942.0392079032108	624.7433612077632	0.16071998293524728	26.33387120916123	541.0736721126432	0.09998495931948716	0.00909216326060639	3385.777138114493	-0.000018373428947761234	-0.00001905497512987456	5.954374036451061	-0.2639141980800739	0.000037098023657949416	-0.004736993491042436	0.022913804445094173	1.4071087441321225e-7	-1.2060795171404726e-8	0.17695987670375105
64	0	2000	25.	3	0.125	0.0029032208651225766	0.1029216010260896	1947.914718041601	624.4846460909469	0.16075613468284405	26.32921740472919	541.0953312219999	0.09998509728546458	0.009092151432351708	3385.9446746861736	-0.00001771745979538404	-0.00001838394900336024	5.79725510036946	-0.2535900367683839	0.00003522759951122872	-0.0045714260016585595	0.020451517138275695	1.353223060475858e-7	-1.1599194685173273e-8	0.15846135590393376
65	0	2000	25.	3	0.125	0.002885801187515082	0.10290354147365433	1953.6349382112357	624.2360351408248	0.16079047861521142	26.324726685601547	541.1146615579627	0.09998523007290543	0.009092140055370486	3386.09470011833	-0.00001711585221030369	-0.000017739759141362603	5.643791786974191	-0.24370330019919734	0.000033479456193312024	-0.004410829649716979	0.018251428971607697	1.302602340635493e-7	-1.1158267418656065e-8	0.141902377900382
